Origin,QA_ID,data_source,sentence_num,Score_raw,score_normalized,rank,trainee_High_K,is_selected_topK
ID0002,Merge Q229,jama,1,-5.85879641673348,0.0,11,5,False
ID0002,Merge Q229,jama,2,0.0,0.42661462960958957,7,5,False
ID0002,Merge Q229,jama,3,1.45335451478613,0.5324422184034323,6,5,False
ID0002,Merge Q229,jama,4,2.44793227314949,0.6048634789869646,2,5,True
ID0002,Merge Q229,jama,5,-0.258240512776037,0.4078105659637728,9,5,False
ID0002,Merge Q229,jama,6,7.87443261503947,1.0,1,5,True
ID0002,Merge Q229,jama,7,2.10483272952598,0.579880312768028,3,5,True
ID0002,Merge Q229,jama,8,1.68046375631765,0.5489794246938162,5,5,True
ID0002,Merge Q229,jama,9,1.72350634269735,0.5521136174084442,4,5,True
ID0002,Merge Q229,jama,10,-0.16923780078673,0.4142913951834262,8,5,False
ID0002,Merge Q229,jama,11,-3.4305778277227,0.1768133760379949,10,5,False
ID0003,Merge Q2235,medxpert,1,2.76305192411936,0.5814314788298899,3,6,True
ID0003,Merge Q2235,medxpert,2,1.04249663382202,0.2181176571080986,4,6,True
ID0003,Merge Q2235,medxpert,3,0.00955082662403584,0.0,7,6,False
ID0003,Merge Q2235,medxpert,4,0.4301260189455,0.08880899166994051,6,6,True
ID0003,Merge Q2235,medxpert,5,1.041434494575,0.21789337494104957,5,6,True
ID0003,Merge Q2235,medxpert,6,3.84185480485669,0.8092323520104449,2,6,True
ID0003,Merge Q2235,medxpert,7,4.74527841921439,1.0,1,6,True
ID0010,Merge Q3192,medxpert,1,0.0,0.0,3,4,True
ID0010,Merge Q3192,medxpert,2,0.0,0.0,4,4,True
ID0010,Merge Q3192,medxpert,3,0.0,0.0,5,4,False
ID0010,Merge Q3192,medxpert,4,0.319139747242,1.0,1,4,True
ID0010,Merge Q3192,medxpert,5,0.0,0.0,6,4,False
ID0010,Merge Q3192,medxpert,6,0.0,0.0,7,4,False
ID0010,Merge Q3192,medxpert,7,0.0883330736485139,0.2767849332835748,2,4,True
ID0013,Merge Q3811,mmlu,1,5.42919605003233,0.8096532718218802,2,6,True
ID0013,Merge Q3811,mmlu,2,2.34064249518456,0.44703402184845276,4,6,True
ID0013,Merge Q3811,mmlu,3,7.05044496059418,1.0,1,6,True
ID0013,Merge Q3811,mmlu,4,2.34460511748789,0.447499263296284,3,6,True
ID0013,Merge Q3811,mmlu,5,-1.4669008644664,0.0,7,6,False
ID0013,Merge Q3811,mmlu,6,1.19995862554494,0.3131092179167647,5,6,True
ID0013,Merge Q3811,mmlu,7,0.374499400932784,0.21619414113505092,6,6,True
ID0016,Merge Q644,jama,1,0.555534153276372,0.4431555614597394,5,6,True
ID0016,Merge Q644,jama,2,0.804718767165009,0.47697947389275813,4,6,True
ID0016,Merge Q644,jama,3,4.65787053108215,1.0,1,6,True
ID0016,Merge Q644,jama,4,-0.835059814684104,0.25439860785746093,6,6,True
ID0016,Merge Q644,jama,5,2.17804552801422,0.663392605008648,2,6,True
ID0016,Merge Q644,jama,6,-2.70924332312073,0.0,7,6,False
ID0016,Merge Q644,jama,7,1.02234638669242,0.5065198914612006,3,6,True
ID0018,Merge Q319,jama,1,-0.0568600411702937,0.1345091010925502,9,6,False
