Score,Source,row_index,QA_ID,Extracted_Answer
66.85117042064667,Physical exam reveals decreased sensation in the right arm and 2/5 strength in the right arm and 5/5 strength in in the left arm.,8,MedBullets_df_op4_Q9,B
39.04483286344429,The patient states that he is experiencing a dull aching and burning pain in his right arm during the exam.,8,MedBullets_df_op4_Q9,B
34.028440494978256,"The patient states he has experienced these symptoms for a few weeks; however, today his hand felt so weak he dropped his cup of tea.",8,MedBullets_df_op4_Q9,B
33.583759957082286,A 55-year-old male bodybuilder presents to the emergency department with weakness of his right arm.,8,MedBullets_df_op4_Q9,B
30.327759225142437,Symptoms are not changed with changes in head and neck position.,8,MedBullets_df_op4_Q9,B
19.899907642284326,The patient uses anabolic steroids.,8,MedBullets_df_op4_Q9,B
11.54975597856263,The patient has a medical history of diabetes.,8,MedBullets_df_op4_Q9,B
5.9544616130747965,He has lost 17 pounds since he last came to the emergency department 1 month ago.,8,MedBullets_df_op4_Q9,B
0.0,"His temperature is 99.5°F (37.5°C), blood pressure is 177/108 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air.",8,MedBullets_df_op4_Q9,B
0.0,He drinks 2-7 alcoholic drinks per day and has smoked 2 packs of cigarettes per day since he was 25.,8,MedBullets_df_op4_Q9,B
