Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 66-year-old man presents to the emergency department with shortness of breath.,0,9,0.0,A 66-year-old man presents to the emergency department with shortness of breath.,284,MedBullets df_op4 Q285,,"An ECG is performed, as seen in Figure A, and a chest radiograph is performed, as seen in Figure B.",9,9
He typically has poor exercise tolerance and is only able to walk from his house to his mailbox before becoming dyspneic.,1,8,0.0,He typically has poor exercise tolerance and is only able to walk from his house to his mailbox before becoming dyspneic.,284,MedBullets df_op4 Q285,,"The patient is started on BiPAP, and his oxygen saturation improves to 94%.",8,8
He now has shortness of breath even at rest.,2,7,0.0,He now has shortness of breath even at rest.,284,MedBullets df_op4 Q285,,He demonstrates bilateral crackles and wheezing on pulmonary exam.,7,7
He had a cold recently but has no new medical problems.,3,6,0.0,He had a cold recently but has no new medical problems.,284,MedBullets df_op4 Q285,,Physical exam reveals an uncomfortable man with increased work of breathing.,6,6
"His past medical history is notable for a myocardial infarction 7 years ago, COPD, heart failure with a left ventricular ejection fraction of 22%, obesity, diabetes, and peripheral vascular disease.",4,1,28.1988367601866,"His past medical history is notable for a myocardial infarction 7 years ago, COPD, heart failure with a left ventricular ejection fraction of 22%, obesity, diabetes, and peripheral vascular disease.",284,MedBullets df_op4 Q285,,He typically has poor exercise tolerance and is only able to walk from his house to his mailbox before becoming dyspneic.,1,1
"His temperature is 97.7°F (36.5°C), blood pressure is 124/82 mmHg, pulse is 140/min, respirations are 32/min, and oxygen saturation is 78% on room air.",5,0,72.56869368102033,"His temperature is 97.7°F (36.5°C), blood pressure is 124/82 mmHg, pulse is 140/min, respirations are 32/min, and oxygen saturation is 78% on room air.",284,MedBullets df_op4 Q285,,A 66-year-old man presents to the emergency department with shortness of breath.,0,0
Physical exam reveals an uncomfortable man with increased work of breathing.,6,4,0.0,Physical exam reveals an uncomfortable man with increased work of breathing.,284,MedBullets df_op4 Q285,,"His past medical history is notable for a myocardial infarction 7 years ago, COPD, heart failure with a left ventricular ejection fraction of 22%, obesity, diabetes, and peripheral vascular disease.",4,4
He demonstrates bilateral crackles and wheezing on pulmonary exam.,7,5,0.0,He demonstrates bilateral crackles and wheezing on pulmonary exam.,284,MedBullets df_op4 Q285,,"His temperature is 97.7°F (36.5°C), blood pressure is 124/82 mmHg, pulse is 140/min, respirations are 32/min, and oxygen saturation is 78% on room air.",5,5
"The patient is started on BiPAP, and his oxygen saturation improves to 94%.",8,2,23.48531259544837,"The patient is started on BiPAP, and his oxygen saturation improves to 94%.",284,MedBullets df_op4 Q285,,He now has shortness of breath even at rest.,2,2
"An ECG is performed, as seen in Figure A, and a chest radiograph is performed, as seen in Figure B.",9,3,0.0,"An ECG is performed, as seen in Figure A, and a chest radiograph is performed, as seen in Figure B.",284,MedBullets df_op4 Q285,,He had a cold recently but has no new medical problems.,3,3
