Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 66-year-old man presents to the clinic with a 6-week history of bloody stools.,0,4,37.0553260372733,A 66-year-old man presents to the clinic with a 6-week history of bloody stools.,291,MedBullets df_op4 Q292,B,His last colonoscopy was 3 years prior to presentation and was benign.,4,4
He describes the blood as bright red wisps that float on the surface of the stool.,1,7,16.558085791849287,He describes the blood as bright red wisps that float on the surface of the stool.,291,MedBullets df_op4 Q292,B,He has no family history of gastrointestinal malignancy.,7,7
He has no pain with bowel movements but notes on occasion he may strain.,2,3,38.34158420562744,He has no pain with bowel movements but notes on occasion he may strain.,291,MedBullets df_op4 Q292,B,"He does not endorse fatigue, fever, constipation, diarrhea, nausea, vomiting, abdominal pain, weight loss, or dyspnea.",3,3
"He does not endorse fatigue, fever, constipation, diarrhea, nausea, vomiting, abdominal pain, weight loss, or dyspnea.",3,2,43.91460563905424,"He does not endorse fatigue, fever, constipation, diarrhea, nausea, vomiting, abdominal pain, weight loss, or dyspnea.",291,MedBullets df_op4 Q292,B,He has no pain with bowel movements but notes on occasion he may strain.,2,2
His last colonoscopy was 3 years prior to presentation and was benign.,4,6,25.15138941416112,His last colonoscopy was 3 years prior to presentation and was benign.,291,MedBullets df_op4 Q292,B,He had an uncomplicated appendectomy when he was 23 years old.,6,6
He has a medical history significant for hypertension that is well-controlled with lisinopril.,5,5,26.149331985975227,He has a medical history significant for hypertension that is well-controlled with lisinopril.,291,MedBullets df_op4 Q292,B,He has a medical history significant for hypertension that is well-controlled with lisinopril.,5,5
He had an uncomplicated appendectomy when he was 23 years old.,6,8,4.925581050502875,He had an uncomplicated appendectomy when he was 23 years old.,291,MedBullets df_op4 Q292,B,"His temperature is 98.6°F (37.0°C), blood pressure is 140/90 mmHg, pulse is 76/min, and respirations are 16/min.",8,8
He has no family history of gastrointestinal malignancy.,7,10,0.0,He has no family history of gastrointestinal malignancy.,291,MedBullets df_op4 Q292,B,"The anus is patent without fissures, hemorrhoids, or skin tags.",10,10
"His temperature is 98.6°F (37.0°C), blood pressure is 140/90 mmHg, pulse is 76/min, and respirations are 16/min.",8,9,0.0,"His temperature is 98.6°F (37.0°C), blood pressure is 140/90 mmHg, pulse is 76/min, and respirations are 16/min.",291,MedBullets df_op4 Q292,B,"On physical exam, the patient's abdomen is soft, non-distended, and non-tender with normal bowel sounds and without organomegaly or masses.",9,9
"On physical exam, the patient's abdomen is soft, non-distended, and non-tender with normal bowel sounds and without organomegaly or masses.",9,0,63.52374551333262,"On physical exam, the patient's abdomen is soft, non-distended, and non-tender with normal bowel sounds and without organomegaly or masses.",291,MedBullets df_op4 Q292,B,A 66-year-old man presents to the clinic with a 6-week history of bloody stools.,0,0
"The anus is patent without fissures, hemorrhoids, or skin tags.",10,1,49.14604082171089,"The anus is patent without fissures, hemorrhoids, or skin tags.",291,MedBullets df_op4 Q292,B,He describes the blood as bright red wisps that float on the surface of the stool.,1,1
