Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 60-year-old woman presents to the emergency department with back pain after gardening.,0,3,7.934111840735428,A 60-year-old woman presents to the emergency department with back pain after gardening.,65,MedBullets df_op4 Q66,,She has hypertension for which she takes hydrochlorothiazide and had a recent asthma flare requiring a prednisone taper.,3,3
"Her pain is 7/10 in severity, non-radiating, and not relieved by rest.",1,4,4.862992433100151,"Her pain is 7/10 in severity, non-radiating, and not relieved by rest.",65,MedBullets df_op4 Q66,,She does not drink alcohol or smoke.,4,4
"She has never experienced this pain in the past and denies fever, night sweats, unintentional weight loss, and bowel or bladder incontinence.",2,2,21.587276458740234,"She has never experienced this pain in the past and denies fever, night sweats, unintentional weight loss, and bowel or bladder incontinence.",65,MedBullets df_op4 Q66,,"She has never experienced this pain in the past and denies fever, night sweats, unintentional weight loss, and bowel or bladder incontinence.",2,2
She has hypertension for which she takes hydrochlorothiazide and had a recent asthma flare requiring a prednisone taper.,3,1,22.527278928119184,She has hypertension for which she takes hydrochlorothiazide and had a recent asthma flare requiring a prednisone taper.,65,MedBullets df_op4 Q66,,"Her pain is 7/10 in severity, non-radiating, and not relieved by rest.",1,1
She does not drink alcohol or smoke.,4,7,0.0,She does not drink alcohol or smoke.,65,MedBullets df_op4 Q66,,There is no tenderness to palpation of the spinous processes.,7,7
"Her temperature is 98.6°F (37.0°C), blood pressure is 120/80 mmHg, pulse is 90/min, and respirations are 18/min.",5,8,0.0,"Her temperature is 98.6°F (37.0°C), blood pressure is 120/80 mmHg, pulse is 90/min, and respirations are 18/min.",65,MedBullets df_op4 Q66,,"Flexion of the hip with the knee extended while the patient is supine does not elicit any pain, nor does forced dorsiflexion of the foot at terminal hip extension.",8,8
Physical exam reveals an uncomfortable middle-aged woman in no acute distress.,6,9,-0.0,Physical exam reveals an uncomfortable middle-aged woman in no acute distress.,65,MedBullets df_op4 Q66,,"She has 5/5 strength to hip flexion, extension, abduction, and adduction; knee flexion and extension; and ankle dorsiflexion and plantarflexion bilaterally.",9,9
There is no tenderness to palpation of the spinous processes.,7,10,0.0,There is no tenderness to palpation of the spinous processes.,65,MedBullets df_op4 Q66,,Bilateral patellar and Achilles reflexes are 2+.,10,10
"Flexion of the hip with the knee extended while the patient is supine does not elicit any pain, nor does forced dorsiflexion of the foot at terminal hip extension.",8,0,61.612146230431215,"Flexion of the hip with the knee extended while the patient is supine does not elicit any pain, nor does forced dorsiflexion of the foot at terminal hip extension.",65,MedBullets df_op4 Q66,,A 60-year-old woman presents to the emergency department with back pain after gardening.,0,0
"She has 5/5 strength to hip flexion, extension, abduction, and adduction; knee flexion and extension; and ankle dorsiflexion and plantarflexion bilaterally.",9,5,0.0,"She has 5/5 strength to hip flexion, extension, abduction, and adduction; knee flexion and extension; and ankle dorsiflexion and plantarflexion bilaterally.",65,MedBullets df_op4 Q66,,"Her temperature is 98.6°F (37.0°C), blood pressure is 120/80 mmHg, pulse is 90/min, and respirations are 18/min.",5,5
Bilateral patellar and Achilles reflexes are 2+.,10,6,0.0,Bilateral patellar and Achilles reflexes are 2+.,65,MedBullets df_op4 Q66,,Physical exam reveals an uncomfortable middle-aged woman in no acute distress.,6,6
