Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 3-day-old boy is evaluated in the neonatal intensive care unit for failure to pass meconium.,0,0,97.16394125995808,A 3-day-old boy is evaluated in the neonatal intensive care unit for failure to pass meconium.,129,MedBullets df_op4 Q130,D,A 3-day-old boy is evaluated in the neonatal intensive care unit for failure to pass meconium.,0,0
The patient is otherwise doing well and feeding every 2 hours.,1,7,19.85726228786464,The patient is otherwise doing well and feeding every 2 hours.,129,MedBullets df_op4 Q130,D,One of the patient’s older siblings has Down syndrome.,7,7
He is urinating 8-10 times per day.,2,6,27.22738274931908,He is urinating 8-10 times per day.,129,MedBullets df_op4 Q130,D,She declined prenatal testing.,6,6
The patient has had 2 episodes of vomiting that were described as green in color.,3,4,32.561714803491874,The patient has had 2 episodes of vomiting that were described as green in color.,129,MedBullets df_op4 Q130,D,He was born at 39 weeks gestation to a 38-year-old G3P3 mother.,4,4
He was born at 39 weeks gestation to a 38-year-old G3P3 mother.,4,1,67.05646956799099,He was born at 39 weeks gestation to a 38-year-old G3P3 mother.,129,MedBullets df_op4 Q130,D,The patient is otherwise doing well and feeding every 2 hours.,1,1
"The pregnancy was uncomplicated, and the patient’s mother received routine prenatal care.",5,8,18.55106047620438,"The pregnancy was uncomplicated, and the patient’s mother received routine prenatal care.",129,MedBullets df_op4 Q130,D,"The patient's temperature is 98.2°F (36.8°C), blood pressure is 48/32 mmHg, pulse is 164/min, and respirations are 48/min.",8,8
She declined prenatal testing.,6,12,3.2806858630116844,She declined prenatal testing.,129,MedBullets df_op4 Q130,D,An abdominal radiograph is performed and the result can be seen in Figure A.,12,12
One of the patient’s older siblings has Down syndrome.,7,11,10.91701236753371,One of the patient’s older siblings has Down syndrome.,129,MedBullets df_op4 Q130,D,A digital rectal exam fails to relieve the obstruction.,11,11
"The patient's temperature is 98.2°F (36.8°C), blood pressure is 48/32 mmHg, pulse is 164/min, and respirations are 48/min.",8,3,56.16726566088799,"The patient's temperature is 98.2°F (36.8°C), blood pressure is 48/32 mmHg, pulse is 164/min, and respirations are 48/min.",129,MedBullets df_op4 Q130,D,The patient has had 2 episodes of vomiting that were described as green in color.,3,3
"On physical exam, the patient is in no acute distress.",9,10,14.11585234012093,"On physical exam, the patient is in no acute distress.",129,MedBullets df_op4 Q130,D,"His abdomen is firm, non-tender, and distended with hypoactive bowel sounds.",10,10
"His abdomen is firm, non-tender, and distended with hypoactive bowel sounds.",10,2,61.472570946427965,"His abdomen is firm, non-tender, and distended with hypoactive bowel sounds.",129,MedBullets df_op4 Q130,D,He is urinating 8-10 times per day.,2,2
A digital rectal exam fails to relieve the obstruction.,11,5,30.69697182727745,A digital rectal exam fails to relieve the obstruction.,129,MedBullets df_op4 Q130,D,"The pregnancy was uncomplicated, and the patient’s mother received routine prenatal care.",5,5
An abdominal radiograph is performed and the result can be seen in Figure A.,12,9,16.555342037934487,An abdominal radiograph is performed and the result can be seen in Figure A.,129,MedBullets df_op4 Q130,D,"On physical exam, the patient is in no acute distress.",9,9
