Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 46-year-old farmer presents to the office for a follow-up visit.,0,3,24.85733947166326,A 46-year-old farmer presents to the office for a follow-up visit.,226,MedBullets df_op4 Q227,A,"At that time, he was prescribed treatment for the lesion and instructed to follow up as necessary.",3,3
He was seen 4 days ago for a new lesion on his arm that had been present for 1 week prior to that visit.,1,4,17.195629752172778,He was seen 4 days ago for a new lesion on his arm that had been present for 1 week prior to that visit.,226,MedBullets df_op4 Q227,A,"Today, he reports that he became sunburned this morning within an hour of beginning his workday, despite wearing appropriate sunscreen.",4,4
A photograph of the lesion is shown in Figure A.,2,8,0.4656552691012621,A photograph of the lesion is shown in Figure A.,226,MedBullets df_op4 Q227,A,"His temperature is 98.6°F (37.0°C), blood pressure is 125/70 mmHg, pulse is 65/min, and respirations are 12/min.",8,8
"At that time, he was prescribed treatment for the lesion and instructed to follow up as necessary.",3,6,10.135874546175998,"At that time, he was prescribed treatment for the lesion and instructed to follow up as necessary.",226,MedBullets df_op4 Q227,A,He has no known medical allergies.,6,6
"Today, he reports that he became sunburned this morning within an hour of beginning his workday, despite wearing appropriate sunscreen.",4,0,48.19622503226052,"Today, he reports that he became sunburned this morning within an hour of beginning his workday, despite wearing appropriate sunscreen.",226,MedBullets df_op4 Q227,A,A 46-year-old farmer presents to the office for a follow-up visit.,0,0
He has a medical history significant for type 2 diabetes mellitus that is controlled with metformin.,5,1,38.162234863786736,He has a medical history significant for type 2 diabetes mellitus that is controlled with metformin.,226,MedBullets df_op4 Q227,A,He was seen 4 days ago for a new lesion on his arm that had been present for 1 week prior to that visit.,1,1
He has no known medical allergies.,6,10,0.0,He has no known medical allergies.,226,MedBullets df_op4 Q227,A,The previous skin lesion appears unchanged.,10,10
He smokes 1 pack of cigarettes per day and denies alcohol or illicit drug use.,7,7,8.917678552187036,He smokes 1 pack of cigarettes per day and denies alcohol or illicit drug use.,226,MedBullets df_op4 Q227,A,He smokes 1 pack of cigarettes per day and denies alcohol or illicit drug use.,7,7
"His temperature is 98.6°F (37.0°C), blood pressure is 125/70 mmHg, pulse is 65/min, and respirations are 12/min.",8,5,15.669728786674378,"His temperature is 98.6°F (37.0°C), blood pressure is 125/70 mmHg, pulse is 65/min, and respirations are 12/min.",226,MedBullets df_op4 Q227,A,He has a medical history significant for type 2 diabetes mellitus that is controlled with metformin.,5,5
"On exam, there is a blistering erythematous rash on the arms and shoulders.",9,2,34.34761823576334,"On exam, there is a blistering erythematous rash on the arms and shoulders.",226,MedBullets df_op4 Q227,A,A photograph of the lesion is shown in Figure A.,2,2
The previous skin lesion appears unchanged.,10,9,0.0,The previous skin lesion appears unchanged.,226,MedBullets df_op4 Q227,A,"On exam, there is a blistering erythematous rash on the arms and shoulders.",9,9
