Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 50-year-old man presents to the emergency department with chest pain.,0,8,10.621056952389855,A 50-year-old man presents to the emergency department with chest pain.,237,MedBullets df_op4 Q238,A,A normal S1 and S2 are auscultated with clear breath sounds.,8,8
"He states that the pain is dull in quality, started 30 minutes ago, has been gradually worsening, and is worse with exertion.",1,5,40.79699027685135,"He states that the pain is dull in quality, started 30 minutes ago, has been gradually worsening, and is worse with exertion.",237,MedBullets df_op4 Q238,A,He has a medical history of diabetes and hypertension for which he is on metformin and losartan.,5,5
He also endorses some shortness of breath.,2,7,12.963208813220264,He also endorses some shortness of breath.,237,MedBullets df_op4 Q238,A,Physical exam reveals an overweight man.,7,7
He also believes the pain is worse when leaning back and improved when leaning forward.,3,2,44.627184722321225,He also believes the pain is worse when leaning back and improved when leaning forward.,237,MedBullets df_op4 Q238,A,He also endorses some shortness of breath.,2,2
His wife noticed he fainted after the pain started but regained consciousness shortly after.,4,4,41.18780302153925,His wife noticed he fainted after the pain started but regained consciousness shortly after.,237,MedBullets df_op4 Q238,A,His wife noticed he fainted after the pain started but regained consciousness shortly after.,4,4
He has a medical history of diabetes and hypertension for which he is on metformin and losartan.,5,3,42.37967047849885,He has a medical history of diabetes and hypertension for which he is on metformin and losartan.,237,MedBullets df_op4 Q238,A,He also believes the pain is worse when leaning back and improved when leaning forward.,3,3
"His temperature is 99.2°F (37.3°C), blood pressure is 130/87 mmHg, pulse is 99/min, respirations are 22/min, and oxygen saturation is 100% on room air.",6,0,82.30490828101432,"His temperature is 99.2°F (37.3°C), blood pressure is 130/87 mmHg, pulse is 99/min, respirations are 22/min, and oxygen saturation is 100% on room air.",237,MedBullets df_op4 Q238,A,A 50-year-old man presents to the emergency department with chest pain.,0,0
Physical exam reveals an overweight man.,7,6,14.955846457238229,Physical exam reveals an overweight man.,237,MedBullets df_op4 Q238,A,"His temperature is 99.2°F (37.3°C), blood pressure is 130/87 mmHg, pulse is 99/min, respirations are 22/min, and oxygen saturation is 100% on room air.",6,6
A normal S1 and S2 are auscultated with clear breath sounds.,8,1,48.26455840048209,A normal S1 and S2 are auscultated with clear breath sounds.,237,MedBullets df_op4 Q238,A,"He states that the pain is dull in quality, started 30 minutes ago, has been gradually worsening, and is worse with exertion.",1,1
An ECG is performed as seen in Figure A.,9,9,0.0,An ECG is performed as seen in Figure A.,237,MedBullets df_op4 Q238,A,An ECG is performed as seen in Figure A.,9,9
