Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 1-hour-old newborn boy is evaluated in the delivery room.,0,9,0.0,A 1-hour-old newborn boy is evaluated in the delivery room.,134,MedBullets df_op4 Q135,A,The abdominal defect is immediately covered in sterile saline dressings and an orogastric tube and 2 peripheral intravenous lines are placed.,9,9
He was born at 37 weeks gestation to a 39-year-old G3P3 mother.,1,8,0.0,He was born at 37 weeks gestation to a 39-year-old G3P3 mother.,134,MedBullets df_op4 Q135,A,"On physical exam, he is found to have a 3 cm full-thickness defect in the abdominal wall to the right of the umbilicus with evisceration of a loop of the bowel.",8,8
The mother initially labored at home with a midwife but was transferred to the hospital for failure to progress.,2,7,0.0,The mother initially labored at home with a midwife but was transferred to the hospital for failure to progress.,134,MedBullets df_op4 Q135,A,"His weight is 3.0 kg (6.6 lb), and his height and his head circumference are in the 30th and 40th percentiles, respectively.",7,7
The infant was eventually delivered via Caesarean section.,3,6,0.0,The infant was eventually delivered via Caesarean section.,134,MedBullets df_op4 Q135,A,"His Apgar scores were 7 and 8 at 1 and 5 minutes, respectively.",6,6
The mother declined all prenatal screening tests during this pregnancy.,4,5,-0.0,The mother declined all prenatal screening tests during this pregnancy.,134,MedBullets df_op4 Q135,A,"His temperature is 98.6°F (37°C), blood pressure is 63/41 mmHg, pulse is 133/min, and respirations are 39/min.",5,5
"His temperature is 98.6°F (37°C), blood pressure is 63/41 mmHg, pulse is 133/min, and respirations are 39/min.",5,1,73.53535341645161,"His temperature is 98.6°F (37°C), blood pressure is 63/41 mmHg, pulse is 133/min, and respirations are 39/min.",134,MedBullets df_op4 Q135,A,He was born at 37 weeks gestation to a 39-year-old G3P3 mother.,1,1
"His Apgar scores were 7 and 8 at 1 and 5 minutes, respectively.",6,4,0.0,"His Apgar scores were 7 and 8 at 1 and 5 minutes, respectively.",134,MedBullets df_op4 Q135,A,The mother declined all prenatal screening tests during this pregnancy.,4,4
"His weight is 3.0 kg (6.6 lb), and his height and his head circumference are in the 30th and 40th percentiles, respectively.",7,3,30.298593924960063,"His weight is 3.0 kg (6.6 lb), and his height and his head circumference are in the 30th and 40th percentiles, respectively.",134,MedBullets df_op4 Q135,A,The infant was eventually delivered via Caesarean section.,3,3
"On physical exam, he is found to have a 3 cm full-thickness defect in the abdominal wall to the right of the umbilicus with evisceration of a loop of the bowel.",8,0,102.81240383724524,"On physical exam, he is found to have a 3 cm full-thickness defect in the abdominal wall to the right of the umbilicus with evisceration of a loop of the bowel.",134,MedBullets df_op4 Q135,A,A 1-hour-old newborn boy is evaluated in the delivery room.,0,0
The abdominal defect is immediately covered in sterile saline dressings and an orogastric tube and 2 peripheral intravenous lines are placed.,9,2,66.72569123738752,The abdominal defect is immediately covered in sterile saline dressings and an orogastric tube and 2 peripheral intravenous lines are placed.,134,MedBullets df_op4 Q135,A,The mother initially labored at home with a midwife but was transferred to the hospital for failure to progress.,2,2
