Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 17-year-old boy presents to the emergency department after a car accident.,0,4,26.4365197453574,A 17-year-old boy presents to the emergency department after a car accident.,273,MedBullets df_op4 Q274,A,He knows his name and address and is able to remember other information about himself.,4,4
He drove his car into a pole while speeding at night.,1,5,23.614902326515576,He drove his car into a pole while speeding at night.,273,MedBullets df_op4 Q274,A,He is complaining of a headache.,5,5
He has no past medical history and takes no medications.,2,3,27.493546206504107,He has no past medical history and takes no medications.,273,MedBullets df_op4 Q274,A,The patient is unable to offer a history and repetitively asks the nurses what happened.,3,3
The patient is unable to offer a history and repetitively asks the nurses what happened.,3,2,31.323215095105127,The patient is unable to offer a history and repetitively asks the nurses what happened.,273,MedBullets df_op4 Q274,A,He has no past medical history and takes no medications.,2,2
He knows his name and address and is able to remember other information about himself.,4,6,22.266505301859,He knows his name and address and is able to remember other information about himself.,273,MedBullets df_op4 Q274,A,"His temperature is 97.6°F (36.4°C), blood pressure is 122/74 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 98% of room air.",6,6
He is complaining of a headache.,5,8,10.70754724478145,He is complaining of a headache.,273,MedBullets df_op4 Q274,A,Cranial nerves 2-12 are intact and the patient has normal strength and sensation.,8,8
"His temperature is 97.6°F (36.4°C), blood pressure is 122/74 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 98% of room air.",6,0,82.34414724923472,"His temperature is 97.6°F (36.4°C), blood pressure is 122/74 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 98% of room air.",273,MedBullets df_op4 Q274,A,A 17-year-old boy presents to the emergency department after a car accident.,0,0
Physical exam reveals a confused young man.,7,9,0.4342610368616811,Physical exam reveals a confused young man.,273,MedBullets df_op4 Q274,A,He demonstrates a stable gait.,9,9
Cranial nerves 2-12 are intact and the patient has normal strength and sensation.,8,1,45.39342933879125,Cranial nerves 2-12 are intact and the patient has normal strength and sensation.,273,MedBullets df_op4 Q274,A,He drove his car into a pole while speeding at night.,1,1
He demonstrates a stable gait.,9,10,0.0,He demonstrates a stable gait.,273,MedBullets df_op4 Q274,A,"Throughout the exam, he continuously asks what happened to him.",10,10
"Throughout the exam, he continuously asks what happened to him.",10,7,20.78205393532064,"Throughout the exam, he continuously asks what happened to him.",273,MedBullets df_op4 Q274,A,Physical exam reveals a confused young man.,7,7
A head CT scan is ordered.,11,11,0.0,A head CT scan is ordered.,273,MedBullets df_op4 Q274,A,A head CT scan is ordered.,11,11
