Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
An 8-week-old boy presents with his mother to the pediatrician for a well visit.,0,6,3.7956236209666208,An 8-week-old boy presents with his mother to the pediatrician for a well visit.,119,MedBullets df_op4 Q120,,"She denies any diarrhea, hematochezia, or family history of food allergies.",6,6
"The patient has been breastfed since birth, and usually feeds for 30 minutes every 2-3 hours.",1,14,0.0,"The patient has been breastfed since birth, and usually feeds for 30 minutes every 2-3 hours.",119,MedBullets df_op4 Q120,,Bowel sounds are normoactive.,14,14
The patient’s mother is concerned that her milk production is not keeping up with the patient’s nutritional requirements.,2,1,24.72344970703125,The patient’s mother is concerned that her milk production is not keeping up with the patient’s nutritional requirements.,119,MedBullets df_op4 Q120,,"The patient has been breastfed since birth, and usually feeds for 30 minutes every 2-3 hours.",1,1
She reports that about 2 weeks ago the patient began regurgitating breastmilk through his nose and mouth after some feeds.,3,4,17.96422992929398,She reports that about 2 weeks ago the patient began regurgitating breastmilk through his nose and mouth after some feeds.,119,MedBullets df_op4 Q120,,He seems mildly upset during the episodes of regurgitation but usually settles down quickly and is hungry again soon afterwards.,4,4
He seems mildly upset during the episodes of regurgitation but usually settles down quickly and is hungry again soon afterwards.,4,3,20.3584541647793,He seems mildly upset during the episodes of regurgitation but usually settles down quickly and is hungry again soon afterwards.,119,MedBullets df_op4 Q120,,She reports that about 2 weeks ago the patient began regurgitating breastmilk through his nose and mouth after some feeds.,3,3
"His mother has already tried limiting the volume of each feed, which seems to have reduced the frequency of regurgitation.",5,0,46.10783175795304,"His mother has already tried limiting the volume of each feed, which seems to have reduced the frequency of regurgitation.",119,MedBullets df_op4 Q120,,An 8-week-old boy presents with his mother to the pediatrician for a well visit.,0,0
"She denies any diarrhea, hematochezia, or family history of food allergies.",6,5,16.87016801782423,"She denies any diarrhea, hematochezia, or family history of food allergies.",119,MedBullets df_op4 Q120,,"His mother has already tried limiting the volume of each feed, which seems to have reduced the frequency of regurgitation.",5,5
Her older son had a similar problem with vomiting that resolved around 12 months of age.,7,13,0.0,Her older son had a similar problem with vomiting that resolved around 12 months of age.,119,MedBullets df_op4 Q120,,"His abdomen is soft, non-tender and non-distended.",13,13
"Four weeks ago, the patient’s height and weight were in the 40th and 34th percentiles, respectively.",8,7,0.0,"Four weeks ago, the patient’s height and weight were in the 40th and 34th percentiles, respectively.",119,MedBullets df_op4 Q120,,Her older son had a similar problem with vomiting that resolved around 12 months of age.,7,7
His height and weight are now respectively in the 37th and 36th percentiles.,9,8,0.0,His height and weight are now respectively in the 37th and 36th percentiles.,119,MedBullets df_op4 Q120,,"Four weeks ago, the patient’s height and weight were in the 40th and 34th percentiles, respectively.",8,8
"His temperature is 98.6°F (37°C), blood pressure is 72/49 mmHg, pulse is 121/min, and respirations are 32/min.",10,2,20.77317604481085,"His temperature is 98.6°F (37°C), blood pressure is 72/49 mmHg, pulse is 121/min, and respirations are 32/min.",119,MedBullets df_op4 Q120,,The patient’s mother is concerned that her milk production is not keeping up with the patient’s nutritional requirements.,2,2
"On physical exam, the patient is cooing in his mother’s lap and smiles reciprocally with her.",11,9,0.0,"On physical exam, the patient is cooing in his mother’s lap and smiles reciprocally with her.",119,MedBullets df_op4 Q120,,His height and weight are now respectively in the 37th and 36th percentiles.,9,9
He lifts his head and shoulders off the examination table when placed in the supine position.,12,10,0.0,He lifts his head and shoulders off the examination table when placed in the supine position.,119,MedBullets df_op4 Q120,,"His temperature is 98.6°F (37°C), blood pressure is 72/49 mmHg, pulse is 121/min, and respirations are 32/min.",10,10
"His abdomen is soft, non-tender and non-distended.",13,12,0.0,"His abdomen is soft, non-tender and non-distended.",119,MedBullets df_op4 Q120,,He lifts his head and shoulders off the examination table when placed in the supine position.,12,12
Bowel sounds are normoactive.,14,11,0.0,Bowel sounds are normoactive.,119,MedBullets df_op4 Q120,,"On physical exam, the patient is cooing in his mother’s lap and smiles reciprocally with her.",11,11
