Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 43-year-old man presents to the emergency department with bright red blood in his stool this morning.,0,1,53.76969477125986,A 43-year-old man presents to the emergency department with bright red blood in his stool this morning.,240,MedBullets df_op4 Q241,A,"He noticed this yesterday as well, but it was much scanter.",1,1
"He noticed this yesterday as well, but it was much scanter.",1,5,17.00825935064672,"He noticed this yesterday as well, but it was much scanter.",240,MedBullets df_op4 Q241,A,He has no other significant medical history and does not take any medications.,5,5
The patient is otherwise healthy.,2,7,4.419993486255407,The patient is otherwise healthy.,240,MedBullets df_op4 Q241,A,Physical exam reveals a nontender abdomen with normal bowel sounds.,7,7
"He was celebrating his birthday last night and admits having ""too much to drink"" and vomited profusely overnight.",3,0,85.93385185851453,"He was celebrating his birthday last night and admits having ""too much to drink"" and vomited profusely overnight.",240,MedBullets df_op4 Q241,A,A 43-year-old man presents to the emergency department with bright red blood in his stool this morning.,0,0
He currently feels well and is not nauseous.,4,6,14.317679161024326,He currently feels well and is not nauseous.,240,MedBullets df_op4 Q241,A,"His temperature is 99.2°F (37.3°C), blood pressure is 110/75 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",6,6
He has no other significant medical history and does not take any medications.,5,4,21.59805430507938,He has no other significant medical history and does not take any medications.,240,MedBullets df_op4 Q241,A,He currently feels well and is not nauseous.,4,4
"His temperature is 99.2°F (37.3°C), blood pressure is 110/75 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",6,9,-0.0,"His temperature is 99.2°F (37.3°C), blood pressure is 110/75 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",240,MedBullets df_op4 Q241,A,Laboratory studies are ordered as shown below.,9,9
Physical exam reveals a nontender abdomen with normal bowel sounds.,7,3,39.5823374381114,Physical exam reveals a nontender abdomen with normal bowel sounds.,240,MedBullets df_op4 Q241,A,"He was celebrating his birthday last night and admits having ""too much to drink"" and vomited profusely overnight.",3,3
Rectal exam reveals grossly bloody stool.,8,2,52.68472018332821,Rectal exam reveals grossly bloody stool.,240,MedBullets df_op4 Q241,A,The patient is otherwise healthy.,2,2
Laboratory studies are ordered as shown below.,9,8,-0.0,Laboratory studies are ordered as shown below.,240,MedBullets df_op4 Q241,A,Rectal exam reveals grossly bloody stool.,8,8
