Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 77-year-old man presents to the emergency department acutely obtunded.,0,5,29.76582983441645,A 77-year-old man presents to the emergency department acutely obtunded.,304,MedBullets df_op4 Q305,A,"He has a past medical history of hypothyroidism, depression, and diabetes.",5,5
The patient lives alone and was found unresponsive by his son.,1,7,16.50892524241119,The patient lives alone and was found unresponsive by his son.,304,MedBullets df_op4 Q305,A,The patient is cold to the touch and moves all extremities to painful stimuli.,7,7
"Generally, the patient manages his own finances, medications, and works part-time.",2,10,0.0,"Generally, the patient manages his own finances, medications, and works part-time.",304,MedBullets df_op4 Q305,A,"The patient is started on IV fluids and hydrocortisone, is externally warmed, and is started on a norepinephrine drip.",10,10
He has not been responding to phone calls for the past 3 days.,3,11,0.0,He has not been responding to phone calls for the past 3 days.,304,MedBullets df_op4 Q305,A,An ECG is performed as seen in Figure A.,11,11
The patient is unable to offer a history.,4,9,-0.0,The patient is unable to offer a history.,304,MedBullets df_op4 Q305,A,There are no signs of trauma or skin infections.,9,9
"He has a past medical history of hypothyroidism, depression, and diabetes.",5,4,42.769886705005824,"He has a past medical history of hypothyroidism, depression, and diabetes.",304,MedBullets df_op4 Q305,A,The patient is unable to offer a history.,4,4
"His temperature is 88.0°F (31.1°C), blood pressure is 92/62 mmHg, pulse is 35/min, respirations are 9/min, and oxygen saturation is 92% on room air.",6,1,67.99056209948678,"His temperature is 88.0°F (31.1°C), blood pressure is 92/62 mmHg, pulse is 35/min, respirations are 9/min, and oxygen saturation is 92% on room air.",304,MedBullets df_op4 Q305,A,The patient lives alone and was found unresponsive by his son.,1,1
The patient is cold to the touch and moves all extremities to painful stimuli.,7,0,69.34652181814049,The patient is cold to the touch and moves all extremities to painful stimuli.,304,MedBullets df_op4 Q305,A,A 77-year-old man presents to the emergency department acutely obtunded.,0,0
"His pupils are reactive and sluggish, and he does not follow commands.",8,3,48.45877180415603,"His pupils are reactive and sluggish, and he does not follow commands.",304,MedBullets df_op4 Q305,A,He has not been responding to phone calls for the past 3 days.,3,3
There are no signs of trauma or skin infections.,9,8,14.173488150455922,There are no signs of trauma or skin infections.,304,MedBullets df_op4 Q305,A,"His pupils are reactive and sluggish, and he does not follow commands.",8,8
"The patient is started on IV fluids and hydrocortisone, is externally warmed, and is started on a norepinephrine drip.",10,2,57.2294497020639,"The patient is started on IV fluids and hydrocortisone, is externally warmed, and is started on a norepinephrine drip.",304,MedBullets df_op4 Q305,A,"Generally, the patient manages his own finances, medications, and works part-time.",2,2
An ECG is performed as seen in Figure A.,11,6,22.20020696998269,An ECG is performed as seen in Figure A.,304,MedBullets df_op4 Q305,A,"His temperature is 88.0°F (31.1°C), blood pressure is 92/62 mmHg, pulse is 35/min, respirations are 9/min, and oxygen saturation is 92% on room air.",6,6
