Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 14-day-old girl is brought to the emergency department for diarrhea.,0,4,6.10088006360547,A 14-day-old girl is brought to the emergency department for diarrhea.,160,MedBullets df_op4 Q161,,The patient passed meconium on the 3rd day of life.,4,4
Her mother reports that the patient began having “explosive” diarrhea 6 hours ago.,1,10,0.0,Her mother reports that the patient began having “explosive” diarrhea 6 hours ago.,160,MedBullets df_op4 Q161,,Her abdominal radiograph can be seen in Figure A.,10,10
The patient has little interest in feeding since leaving the hospital after her birth and has not yet regained her birth weight.,2,2,59.241172790527344,The patient has little interest in feeding since leaving the hospital after her birth and has not yet regained her birth weight.,160,MedBullets df_op4 Q161,,The patient has little interest in feeding since leaving the hospital after her birth and has not yet regained her birth weight.,2,2
Her immediate postnatal period was otherwise significant for 2 episodes of bilious vomiting that resolved with the temporary use of a nasogastric tube and expulsion of stool during a digital rectal exam.,3,0,115.55495560538908,Her immediate postnatal period was otherwise significant for 2 episodes of bilious vomiting that resolved with the temporary use of a nasogastric tube and expulsion of stool during a digital rectal exam.,160,MedBullets df_op4 Q161,,A 14-day-old girl is brought to the emergency department for diarrhea.,0,0
The patient passed meconium on the 3rd day of life.,4,9,0.0,The patient passed meconium on the 3rd day of life.,160,MedBullets df_op4 Q161,,A digital rectal exam reveals a tight anal sphincter and precipitates a release of gas and liquid stool.,9,9
"Her temperature is 101.8°F (38.8°C), blood pressure is 58/37 mmHg, pulse is 148/min, and respirations are 38/min.",5,1,70.95821483669559,"Her temperature is 101.8°F (38.8°C), blood pressure is 58/37 mmHg, pulse is 148/min, and respirations are 38/min.",160,MedBullets df_op4 Q161,,Her mother reports that the patient began having “explosive” diarrhea 6 hours ago.,1,1
"On physical exam, the patient appears to be in moderate distress.",6,8,0.0,"On physical exam, the patient appears to be in moderate distress.",160,MedBullets df_op4 Q161,,Her abdomen is firm and distended.,8,8
"She has no dysmorphic features and she has a normal S1/S2 without any murmurs, rubs, or gallops.",7,3,17.70206697014813,"She has no dysmorphic features and she has a normal S1/S2 without any murmurs, rubs, or gallops.",160,MedBullets df_op4 Q161,,Her immediate postnatal period was otherwise significant for 2 episodes of bilious vomiting that resolved with the temporary use of a nasogastric tube and expulsion of stool during a digital rectal exam.,3,3
Her abdomen is firm and distended.,8,7,0.0,Her abdomen is firm and distended.,160,MedBullets df_op4 Q161,,"She has no dysmorphic features and she has a normal S1/S2 without any murmurs, rubs, or gallops.",7,7
A digital rectal exam reveals a tight anal sphincter and precipitates a release of gas and liquid stool.,9,5,3.683216562667923,A digital rectal exam reveals a tight anal sphincter and precipitates a release of gas and liquid stool.,160,MedBullets df_op4 Q161,,"Her temperature is 101.8°F (38.8°C), blood pressure is 58/37 mmHg, pulse is 148/min, and respirations are 38/min.",5,5
Her abdominal radiograph can be seen in Figure A.,10,6,0.0,Her abdominal radiograph can be seen in Figure A.,160,MedBullets df_op4 Q161,,"On physical exam, the patient appears to be in moderate distress.",6,6
