Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 15-month-old boy presents with his mother for his well-child exam.,0,4,7.217159355331057,A 15-month-old boy presents with his mother for his well-child exam.,218,MedBullets df_op4 Q219,,"He is able to walk alone, speak 3 words, and scribble with a crayon.",4,4
"His mother is concerned about his vision, as she noticed him squinting while watching television.",1,10,0.0,"His mother is concerned about his vision, as she noticed him squinting while watching television.",218,MedBullets df_op4 Q219,,"The rest of his neurological exam, including extraocular movements, is within normal limits.",10,10
The patient was born at 39 weeks of gestation via spontaneous vaginal delivery.,2,5,1.4843063354492188,The patient was born at 39 weeks of gestation via spontaneous vaginal delivery.,218,MedBullets df_op4 Q219,,"His temperature is 98.6°F (37.0°C), blood pressure is 80/55 mmHg, pulse is 105/min, and respirations are 25/min.",5,5
He is up to date with routine vaccinations.,3,9,0.0,He is up to date with routine vaccinations.,218,MedBullets df_op4 Q219,,"However, when the right eye is covered, the left eye refocuses on the light.",9,9
"He is able to walk alone, speak 3 words, and scribble with a crayon.",4,3,11.235256112807942,"He is able to walk alone, speak 3 words, and scribble with a crayon.",218,MedBullets df_op4 Q219,,He is up to date with routine vaccinations.,3,3
"His temperature is 98.6°F (37.0°C), blood pressure is 80/55 mmHg, pulse is 105/min, and respirations are 25/min.",5,0,50.75795062223089,"His temperature is 98.6°F (37.0°C), blood pressure is 80/55 mmHg, pulse is 105/min, and respirations are 25/min.",218,MedBullets df_op4 Q219,,A 15-month-old boy presents with his mother for his well-child exam.,0,0
"On exam, his pupils are round and reactive to light.",6,2,17.374678817718426,"On exam, his pupils are round and reactive to light.",218,MedBullets df_op4 Q219,,The patient was born at 39 weeks of gestation via spontaneous vaginal delivery.,2,2
A photograph of his eyes is shown in Figure A.,7,8,0.0,A photograph of his eyes is shown in Figure A.,218,MedBullets df_op4 Q219,,"When focusing on the pediatrician's penlight, the patient's left eye wanders.",8,8
"When focusing on the pediatrician's penlight, the patient's left eye wanders.",8,1,33.01546047430229,"When focusing on the pediatrician's penlight, the patient's left eye wanders.",218,MedBullets df_op4 Q219,,"His mother is concerned about his vision, as she noticed him squinting while watching television.",1,1
"However, when the right eye is covered, the left eye refocuses on the light.",9,7,0.0,"However, when the right eye is covered, the left eye refocuses on the light.",218,MedBullets df_op4 Q219,,A photograph of his eyes is shown in Figure A.,7,7
"The rest of his neurological exam, including extraocular movements, is within normal limits.",10,6,-0.0,"The rest of his neurological exam, including extraocular movements, is within normal limits.",218,MedBullets df_op4 Q219,,"On exam, his pupils are round and reactive to light.",6,6
