Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 32-year-old G1P0 woman at 12 weeks gestation presents to her obstetrician for a follow-up appointment.,0,0,69.43017623912976,A 32-year-old G1P0 woman at 12 weeks gestation presents to her obstetrician for a follow-up appointment.,247,MedBullets df_op4 Q248,C,A 32-year-old G1P0 woman at 12 weeks gestation presents to her obstetrician for a follow-up appointment.,0,0
She first presented 4 weeks ago with bilateral hand tremors.,1,5,16.055081523500082,She first presented 4 weeks ago with bilateral hand tremors.,247,MedBullets df_op4 Q248,C,She reports mild improvement in her symptoms but continues to experience sweating and palpitations.,5,5
"At that time, she was found to have a thyroid-stimulating hormone (TSH) concentration <0.01 mU/L and an elevated free T4.",2,1,48.57910417020321,"At that time, she was found to have a thyroid-stimulating hormone (TSH) concentration <0.01 mU/L and an elevated free T4.",247,MedBullets df_op4 Q248,C,She first presented 4 weeks ago with bilateral hand tremors.,1,1
She was started on propranolol and propylthiouracil.,3,3,34.09295622754485,She was started on propranolol and propylthiouracil.,247,MedBullets df_op4 Q248,C,She was started on propranolol and propylthiouracil.,3,3
The dosage of both medications has been titrated to the maximum dose.,4,10,0.0,The dosage of both medications has been titrated to the maximum dose.,247,MedBullets df_op4 Q248,C,"On physical exam, she appears anxious, mildly diaphoretic and has a non-tender prominence on her neck which is shown in Figure A.",10,10
She reports mild improvement in her symptoms but continues to experience sweating and palpitations.,5,2,46.38036071087472,She reports mild improvement in her symptoms but continues to experience sweating and palpitations.,247,MedBullets df_op4 Q248,C,"At that time, she was found to have a thyroid-stimulating hormone (TSH) concentration <0.01 mU/L and an elevated free T4.",2,2
She has a past medical history of polycystic ovary syndrome.,6,4,18.481862275077525,She has a past medical history of polycystic ovary syndrome.,247,MedBullets df_op4 Q248,C,The dosage of both medications has been titrated to the maximum dose.,4,4
Her family history is notable for hypothyroidism in her mother.,7,6,14.346145919405211,Her family history is notable for hypothyroidism in her mother.,247,MedBullets df_op4 Q248,C,She has a past medical history of polycystic ovary syndrome.,6,6
"She does not smoke cigarettes, stopped drinking alcohol prior to pregnancy, and does not use drugs.",8,7,4.928791616725828,"She does not smoke cigarettes, stopped drinking alcohol prior to pregnancy, and does not use drugs.",247,MedBullets df_op4 Q248,C,Her family history is notable for hypothyroidism in her mother.,7,7
"Her temperature is 97.6°F (36.4°C), blood pressure is 113/70 mmHg, pulse is 126/min, and respirations are 18/min.",9,9,0.0,"Her temperature is 97.6°F (36.4°C), blood pressure is 113/70 mmHg, pulse is 126/min, and respirations are 18/min.",247,MedBullets df_op4 Q248,C,"Her temperature is 97.6°F (36.4°C), blood pressure is 113/70 mmHg, pulse is 126/min, and respirations are 18/min.",9,9
"On physical exam, she appears anxious, mildly diaphoretic and has a non-tender prominence on her neck which is shown in Figure A.",10,8,-0.0,"On physical exam, she appears anxious, mildly diaphoretic and has a non-tender prominence on her neck which is shown in Figure A.",247,MedBullets df_op4 Q248,C,"She does not smoke cigarettes, stopped drinking alcohol prior to pregnancy, and does not use drugs.",8,8
