Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 41-year-old man presents to his primary care provider with a 2-month history of abdominal pain.,0,5,7.68630310223284,A 41-year-old man presents to his primary care provider with a 2-month history of abdominal pain.,102,MedBullets df_op4 Q103,,He tried ibuprofen with food and thinks it helped.,5,5
He says that the pain “comes and goes” throughout the day and usually lasts 20-30 minutes per episode.,1,15,0.0,He says that the pain “comes and goes” throughout the day and usually lasts 20-30 minutes per episode.,102,MedBullets df_op4 Q103,,The patient undergoes an endoscopy with a biopsy to diagnose his condition.,15,15
The pain is above his umbilicus.,2,7,1.2639051098376513,The pain is above his umbilicus.,102,MedBullets df_op4 Q103,,He denies any diarrhea or change in his stools.,7,7
He denies any feeling of regurgitation or nighttime cough but endorses nausea.,3,2,20.17342813116578,He denies any feeling of regurgitation or nighttime cough but endorses nausea.,102,MedBullets df_op4 Q103,,The pain is above his umbilicus.,2,2
He used to eat 3 large meals per day but has found that eating smaller meals more frequently improves his pain.,4,6,3.8862505945609698,He used to eat 3 large meals per day but has found that eating smaller meals more frequently improves his pain.,102,MedBullets df_op4 Q103,,He has gained 4 pounds since his last appointment 3 months ago.,6,6
He tried ibuprofen with food and thinks it helped.,5,1,27.091806316367222,He tried ibuprofen with food and thinks it helped.,102,MedBullets df_op4 Q103,,He says that the pain “comes and goes” throughout the day and usually lasts 20-30 minutes per episode.,1,1
He has gained 4 pounds since his last appointment 3 months ago.,6,13,0.0,He has gained 4 pounds since his last appointment 3 months ago.,102,MedBullets df_op4 Q103,,Bowel sounds are present.,13,13
He denies any diarrhea or change in his stools.,7,14,0.0,He denies any diarrhea or change in his stools.,102,MedBullets df_op4 Q103,,A stool guaiac test is positive.,14,14
He has no known medical history.,8,8,0.0,He has no known medical history.,102,MedBullets df_op4 Q103,,He has no known medical history.,8,8
He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history.,9,9,0.0,He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history.,102,MedBullets df_op4 Q103,,He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history.,9,9
He denies any family history of cancer.,10,10,0.0,He denies any family history of cancer.,102,MedBullets df_op4 Q103,,He denies any family history of cancer.,10,10
"His temperature is 98.6°F (37°C), blood pressure is 117/72 mmHg, pulse is 72/min, and respirations are 13/min.",11,0,40.85134612217804,"His temperature is 98.6°F (37°C), blood pressure is 117/72 mmHg, pulse is 72/min, and respirations are 13/min.",102,MedBullets df_op4 Q103,,A 41-year-old man presents to his primary care provider with a 2-month history of abdominal pain.,0,0
"On physical exam, he is tender to palpation above the umbilicus.",12,3,12.178500575976113,"On physical exam, he is tender to palpation above the umbilicus.",102,MedBullets df_op4 Q103,,He denies any feeling of regurgitation or nighttime cough but endorses nausea.,3,3
Bowel sounds are present.,13,11,0.0,Bowel sounds are present.,102,MedBullets df_op4 Q103,,"His temperature is 98.6°F (37°C), blood pressure is 117/72 mmHg, pulse is 72/min, and respirations are 13/min.",11,11
A stool guaiac test is positive.,14,4,12.07572766020894,A stool guaiac test is positive.,102,MedBullets df_op4 Q103,,He used to eat 3 large meals per day but has found that eating smaller meals more frequently improves his pain.,4,4
The patient undergoes an endoscopy with a biopsy to diagnose his condition.,15,12,-0.0,The patient undergoes an endoscopy with a biopsy to diagnose his condition.,102,MedBullets df_op4 Q103,,"On physical exam, he is tender to palpation above the umbilicus.",12,12
