Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 72-year-old man presents to the clinic for his annual exam.,0,9.0,0.0,A 72-year-old man presents to the clinic for his annual exam.,248.0,MedBullets df_op4 Q249,,His electrocardiogram is shown in Figure A.,9.0,9.0
"For the past few months, he has pain in his chest with physical activity.",1,8.0,0.0,"For the past few months, he has pain in his chest with physical activity.",248.0,MedBullets df_op4 Q249,,"His anterior, lateral, and posterior chest are non-tender to palpation.",8.0,8.0
The pain goes away after he takes a break.,2,7.0,0.0,The pain goes away after he takes a break.,248.0,MedBullets df_op4 Q249,,"He has a regular rate and rhythm, normal S1 and S2, and no murmurs, rubs, or gallops.",7.0,7.0
"He reports no chest pain while he is resting, and the pain is not worsening.",3,6.0,0.0,"He reports no chest pain while he is resting, and the pain is not worsening.",248.0,MedBullets df_op4 Q249,,"His temperature is 36.5°C (97.7°F), blood pressure is 132/80 mmHg, pulse is 74/min, respirations are 14/min, and oxygen saturation is 98% on room air.",6.0,6.0
"His past medical history is notable for hypertension, type 2 diabetes mellitus, and hyperlipidemia.",4,5.0,0.0,"His past medical history is notable for hypertension, type 2 diabetes mellitus, and hyperlipidemia.",248.0,MedBullets df_op4 Q249,,"His medications include amlodipine, atorvastatin, and metformin.",5.0,5.0
"His medications include amlodipine, atorvastatin, and metformin.",5,4.0,0.0,"His medications include amlodipine, atorvastatin, and metformin.",248.0,MedBullets df_op4 Q249,,"His past medical history is notable for hypertension, type 2 diabetes mellitus, and hyperlipidemia.",4.0,4.0
"His temperature is 36.5°C (97.7°F), blood pressure is 132/80 mmHg, pulse is 74/min, respirations are 14/min, and oxygen saturation is 98% on room air.",6,3.0,0.0,"His temperature is 36.5°C (97.7°F), blood pressure is 132/80 mmHg, pulse is 74/min, respirations are 14/min, and oxygen saturation is 98% on room air.",248.0,MedBullets df_op4 Q249,,"He reports no chest pain while he is resting, and the pain is not worsening.",3.0,3.0
"He has a regular rate and rhythm, normal S1 and S2, and no murmurs, rubs, or gallops.",7,1.0,10.617940374994271,"He has a regular rate and rhythm, normal S1 and S2, and no murmurs, rubs, or gallops.",248.0,MedBullets df_op4 Q249,,"For the past few months, he has pain in his chest with physical activity.",1.0,1.0
"His anterior, lateral, and posterior chest are non-tender to palpation.",8,2.0,0.0,"His anterior, lateral, and posterior chest are non-tender to palpation.",248.0,MedBullets df_op4 Q249,,The pain goes away after he takes a break.,2.0,2.0
His electrocardiogram is shown in Figure A.,9,,,,,,,,,
Troponin I level is < 0.017 ng/mL.,10,,,,,,,,,
