Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 44-year-old man presents to the emergency department acutely confused.,0,3,4.989093464566695,A 44-year-old man presents to the emergency department acutely confused.,300,MedBullets df_op4 Q301,C,He is otherwise healthy and does not take any medications.,3,3
The patient’s wife states she found him lethargic at home.,1,9,-0.0,The patient’s wife states she found him lethargic at home.,300,MedBullets df_op4 Q301,C,He continues to have diarrhea while in the emergency department.,9,9
He has been sick the past week with diarrhea and has been staying home from work.,2,2,10.220562025904655,He has been sick the past week with diarrhea and has been staying home from work.,300,MedBullets df_op4 Q301,C,He has been sick the past week with diarrhea and has been staying home from work.,2,2
He is otherwise healthy and does not take any medications.,3,4,4.049935355714061,He is otherwise healthy and does not take any medications.,300,MedBullets df_op4 Q301,C,"His temperature is 97.5°F (36.4°C), blood pressure is 62/32 mmHg, pulse is 185/min, respirations are 25/min, and oxygen saturation is 98% on room air.",4,4
"His temperature is 97.5°F (36.4°C), blood pressure is 62/32 mmHg, pulse is 185/min, respirations are 25/min, and oxygen saturation is 98% on room air.",4,8,0.0,"His temperature is 97.5°F (36.4°C), blood pressure is 62/32 mmHg, pulse is 185/min, respirations are 25/min, and oxygen saturation is 98% on room air.",300,MedBullets df_op4 Q301,C,An ECG is performed as seen in Figure A.,8,8
"The patient has profuse, bloody diarrhea while in the emergency department.",5,7,0.0,"The patient has profuse, bloody diarrhea while in the emergency department.",300,MedBullets df_op4 Q301,C,He is able to drink oral fluids and protect his airway.,7,7
"The patient is given 3L of ringer lactate and subsequently appears less confused, with a blood pressure of 100/70 mmHg.",6,0,35.71850075736719,"The patient is given 3L of ringer lactate and subsequently appears less confused, with a blood pressure of 100/70 mmHg.",300,MedBullets df_op4 Q301,C,A 44-year-old man presents to the emergency department acutely confused.,0,0
He is able to drink oral fluids and protect his airway.,7,1,27.57715523844736,He is able to drink oral fluids and protect his airway.,300,MedBullets df_op4 Q301,C,The patient’s wife states she found him lethargic at home.,1,1
An ECG is performed as seen in Figure A.,8,6,0.0,An ECG is performed as seen in Figure A.,300,MedBullets df_op4 Q301,C,"The patient is given 3L of ringer lactate and subsequently appears less confused, with a blood pressure of 100/70 mmHg.",6,6
He continues to have diarrhea while in the emergency department.,9,5,0.0,He continues to have diarrhea while in the emergency department.,300,MedBullets df_op4 Q301,C,"The patient has profuse, bloody diarrhea while in the emergency department.",5,5
