Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 65-year-old man presents to the emergency department with low back pain.,0,6,17.60141300382332,A 65-year-old man presents to the emergency department with low back pain.,62,MedBullets df_op4 Q63,A,"His temperature is 99.6°F (37.6°C), blood pressure is 140/70 mmHg, pulse is 90/min, and respirations are 20/min.",6,6
The pain started 6 hours ago when he was gardening and carrying a heavy bag.,1,5,20.47384505871976,The pain started 6 hours ago when he was gardening and carrying a heavy bag.,62,MedBullets df_op4 Q63,A,"The patient is a non-smoker, uses alcohol infrequently, and has never used illicit drugs.",5,5
The pain is rated as 10/10 in severity and radiates down the posterior aspect of the right thigh.,2,2,56.95655286312103,The pain is rated as 10/10 in severity and radiates down the posterior aspect of the right thigh.,62,MedBullets df_op4 Q63,A,The pain is rated as 10/10 in severity and radiates down the posterior aspect of the right thigh.,2,2
He reports no fevers or chills.,3,8,6.902935833444083,He reports no fevers or chills.,62,MedBullets df_op4 Q63,A,Sensation to pinprick is diminished over the posterolateral legs and lateral aspects of both feet.,8,8
His only medical problem is hypertension for which he takes amlodipine.,4,4,42.558362449900585,His only medical problem is hypertension for which he takes amlodipine.,62,MedBullets df_op4 Q63,A,His only medical problem is hypertension for which he takes amlodipine.,4,4
"The patient is a non-smoker, uses alcohol infrequently, and has never used illicit drugs.",5,9,0.0,"The patient is a non-smoker, uses alcohol infrequently, and has never used illicit drugs.",62,MedBullets df_op4 Q63,A,Ankle and knee reflexes are absent bilaterally.,9,9
"His temperature is 99.6°F (37.6°C), blood pressure is 140/70 mmHg, pulse is 90/min, and respirations are 20/min.",6,10,0.0,"His temperature is 99.6°F (37.6°C), blood pressure is 140/70 mmHg, pulse is 90/min, and respirations are 20/min.",62,MedBullets df_op4 Q63,A,The patient’s underwear is wet and a bladder scan reveals 800 mL of urine.,10,10
"Physical examination reveals 3/5 strength to hip extension, knee flexion and extension, and plantar flexion bilaterally.",7,1,70.49487539775653,"Physical examination reveals 3/5 strength to hip extension, knee flexion and extension, and plantar flexion bilaterally.",62,MedBullets df_op4 Q63,A,The pain started 6 hours ago when he was gardening and carrying a heavy bag.,1,1
Sensation to pinprick is diminished over the posterolateral legs and lateral aspects of both feet.,8,0,105.93872332026343,Sensation to pinprick is diminished over the posterolateral legs and lateral aspects of both feet.,62,MedBullets df_op4 Q63,A,A 65-year-old man presents to the emergency department with low back pain.,0,0
Ankle and knee reflexes are absent bilaterally.,9,7,16.69916034512771,Ankle and knee reflexes are absent bilaterally.,62,MedBullets df_op4 Q63,A,"Physical examination reveals 3/5 strength to hip extension, knee flexion and extension, and plantar flexion bilaterally.",7,7
The patient’s underwear is wet and a bladder scan reveals 800 mL of urine.,10,3,44.65908795323327,The patient’s underwear is wet and a bladder scan reveals 800 mL of urine.,62,MedBullets df_op4 Q63,A,He reports no fevers or chills.,3,3
