Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 47-year-old man is brought in after a motor vehicle accident.,0,9,0.0,A 47-year-old man is brought in after a motor vehicle accident.,60,MedBullets df_op4 Q61,C,Sedative and paralytic agents are withdrawn.,9,9
He was driving under the influence of alcohol when he sustained a crash against a pole.,1,8,-0.0,He was driving under the influence of alcohol when he sustained a crash against a pole.,60,MedBullets df_op4 Q61,C,"Laboratory studies do not show significant electrolyte, acid-base, or endocrine disturbances.",8,8
His medical history is significant for hypertension but he does not take any medications.,2,0,18.04881137609481,His medical history is significant for hypertension but he does not take any medications.,60,MedBullets df_op4 Q61,C,A 47-year-old man is brought in after a motor vehicle accident.,0,0
"His temperature is 98.6°F (37.0°C), blood pressure is 110/80 mmHg, pulse is 60/min, and respirations are 12/min on a ventilator.",3,7,0.0,"His temperature is 98.6°F (37.0°C), blood pressure is 110/80 mmHg, pulse is 60/min, and respirations are 12/min on a ventilator.",60,MedBullets df_op4 Q61,C,"One week later, the patient’s GCS score is now 3.",7,7
His Glasgow coma score (GCS) on presentation is 6.,4,2,1.8521021249843823,His Glasgow coma score (GCS) on presentation is 6.,60,MedBullets df_op4 Q61,C,His medical history is significant for hypertension but he does not take any medications.,2,2
Initial urine toxicology is negative.,5,6,0.0,Initial urine toxicology is negative.,60,MedBullets df_op4 Q61,C,The patient is admitted to the intensive care unit and appropriate care is initiated.,6,6
The patient is admitted to the intensive care unit and appropriate care is initiated.,6,5,0.0,The patient is admitted to the intensive care unit and appropriate care is initiated.,60,MedBullets df_op4 Q61,C,Initial urine toxicology is negative.,5,5
"One week later, the patient’s GCS score is now 3.",7,1,9.246909287317674,"One week later, the patient’s GCS score is now 3.",60,MedBullets df_op4 Q61,C,He was driving under the influence of alcohol when he sustained a crash against a pole.,1,1
"Laboratory studies do not show significant electrolyte, acid-base, or endocrine disturbances.",8,4,0.0,"Laboratory studies do not show significant electrolyte, acid-base, or endocrine disturbances.",60,MedBullets df_op4 Q61,C,His Glasgow coma score (GCS) on presentation is 6.,4,4
Sedative and paralytic agents are withdrawn.,9,3,-0.0,Sedative and paralytic agents are withdrawn.,60,MedBullets df_op4 Q61,C,"His temperature is 98.6°F (37.0°C), blood pressure is 110/80 mmHg, pulse is 60/min, and respirations are 12/min on a ventilator.",3,3
