Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 55-year-old man presents to the emergency department after fainting while moving furniture.,0,3,44.7590851217344,A 55-year-old man presents to the emergency department after fainting while moving furniture.,301,MedBullets df_op4 Q302,B,He awoke at his neurologic baseline afterwards.,3,3
"He states that he has been working in a hot, humid attic all day and forgot his water bottle.",1,1,67.34018510822145,"He states that he has been working in a hot, humid attic all day and forgot his water bottle.",301,MedBullets df_op4 Q302,B,"He states that he has been working in a hot, humid attic all day and forgot his water bottle.",1,1
He felt dizzy when standing up and then fainted and was unconscious for roughly 1 minute.,2,5,24.743766732513905,He felt dizzy when standing up and then fainted and was unconscious for roughly 1 minute.,301,MedBullets df_op4 Q302,B,"His temperature is 98.7°F (37.1°C), blood pressure is 149/82 mmHg, pulse is 86/min, respirations are 15/min, and oxygen saturation is 99% on room air.",5,5
He awoke at his neurologic baseline afterwards.,3,4,35.40192050493332,He awoke at his neurologic baseline afterwards.,301,MedBullets df_op4 Q302,B,The patient has a history of hypertension being managed by his primary care doctor.,4,4
The patient has a history of hypertension being managed by his primary care doctor.,4,6,20.454293527265648,The patient has a history of hypertension being managed by his primary care doctor.,301,MedBullets df_op4 Q302,B,Physical exam reveals a diaphoretic man.,6,6
"His temperature is 98.7°F (37.1°C), blood pressure is 149/82 mmHg, pulse is 86/min, respirations are 15/min, and oxygen saturation is 99% on room air.",5,0,80.33232893292107,"His temperature is 98.7°F (37.1°C), blood pressure is 149/82 mmHg, pulse is 86/min, respirations are 15/min, and oxygen saturation is 99% on room air.",301,MedBullets df_op4 Q302,B,A 55-year-old man presents to the emergency department after fainting while moving furniture.,0,0
Physical exam reveals a diaphoretic man.,6,2,46.03064797998857,Physical exam reveals a diaphoretic man.,301,MedBullets df_op4 Q302,B,He felt dizzy when standing up and then fainted and was unconscious for roughly 1 minute.,2,2
He demonstrates an unremarkable cardiopulmonary exam.,7,10,-0.0,He demonstrates an unremarkable cardiopulmonary exam.,301,MedBullets df_op4 Q302,B,The patient is given 2 liters of oral fluids and feels back to his baseline.,10,10
The patient walks with a steady gait and his neurologic exam is non-focal.,8,7,0.0,The patient walks with a steady gait and his neurologic exam is non-focal.,301,MedBullets df_op4 Q302,B,He demonstrates an unremarkable cardiopulmonary exam.,7,7
An ECG is performed as seen in Figure A.,9,8,0.0,An ECG is performed as seen in Figure A.,301,MedBullets df_op4 Q302,B,The patient walks with a steady gait and his neurologic exam is non-focal.,8,8
The patient is given 2 liters of oral fluids and feels back to his baseline.,10,9,0.0,The patient is given 2 liters of oral fluids and feels back to his baseline.,301,MedBullets df_op4 Q302,B,An ECG is performed as seen in Figure A.,9,9
