Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 51-year-old man presents to the emergency department complaining of fever and a cough with yellow-green sputum for the past 3 days.,0,2,41.918559146798245,A 51-year-old man presents to the emergency department complaining of fever and a cough with yellow-green sputum for the past 3 days.,94,MedBullets df_op4 Q95,A,The patient reported similar symptoms 2 months ago.,2,2
"He denies any hemoptysis, facial pain, rhinorrhea, or night sweats.",1,3,36.311076026778,"He denies any hemoptysis, facial pain, rhinorrhea, or night sweats.",94,MedBullets df_op4 Q95,A,Chest radiograph performed at the time was notable for a right middle lobe consolidation.,3,3
The patient reported similar symptoms 2 months ago.,2,10,0.0,The patient reported similar symptoms 2 months ago.,94,MedBullets df_op4 Q95,A,A chest radiograph is ordered and reveals a consolidation in the right middle lobe.,10,10
Chest radiograph performed at the time was notable for a right middle lobe consolidation.,3,7,6.324412690739665,Chest radiograph performed at the time was notable for a right middle lobe consolidation.,94,MedBullets df_op4 Q95,A,He is sexually active with his wife.,7,7
He was diagnosed with lobar pneumonia and completed a 7-day course of antibiotics with complete resolution of his symptoms.,4,1,61.15883977007919,He was diagnosed with lobar pneumonia and completed a 7-day course of antibiotics with complete resolution of his symptoms.,94,MedBullets df_op4 Q95,A,"He denies any hemoptysis, facial pain, rhinorrhea, or night sweats.",1,1
He has no other significant medical history and does not take any medications.,5,5,16.653464543311014,He has no other significant medical history and does not take any medications.,94,MedBullets df_op4 Q95,A,He has no other significant medical history and does not take any medications.,5,5
He has smoked 1 pack of cigarettes a day for 35 years and drinks 3 beers per week.,6,4,26.69293851913756,He has smoked 1 pack of cigarettes a day for 35 years and drinks 3 beers per week.,94,MedBullets df_op4 Q95,A,He was diagnosed with lobar pneumonia and completed a 7-day course of antibiotics with complete resolution of his symptoms.,4,4
He is sexually active with his wife.,7,8,5.427992513345,He is sexually active with his wife.,94,MedBullets df_op4 Q95,A,"His temperature is 101.7°F (38.7°C), blood pressure is 127/85, pulse is 102/min, and respirations are 22/min.",8,8
"His temperature is 101.7°F (38.7°C), blood pressure is 127/85, pulse is 102/min, and respirations are 22/min.",8,9,0.0,"His temperature is 101.7°F (38.7°C), blood pressure is 127/85, pulse is 102/min, and respirations are 22/min.",94,MedBullets df_op4 Q95,A,Physical exam is notable for decreased breath sounds on the right side without wheezing and increased dullness to percussion on the right side.,9,9
Physical exam is notable for decreased breath sounds on the right side without wheezing and increased dullness to percussion on the right side.,9,0,74.14934812034674,Physical exam is notable for decreased breath sounds on the right side without wheezing and increased dullness to percussion on the right side.,94,MedBullets df_op4 Q95,A,A 51-year-old man presents to the emergency department complaining of fever and a cough with yellow-green sputum for the past 3 days.,0,0
A chest radiograph is ordered and reveals a consolidation in the right middle lobe.,10,6,7.300296022599679,A chest radiograph is ordered and reveals a consolidation in the right middle lobe.,94,MedBullets df_op4 Q95,A,He has smoked 1 pack of cigarettes a day for 35 years and drinks 3 beers per week.,6,6
