Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 59-year-old woman presents to her primary care physician for trouble sleeping.,0,4,14.488398098091675,A 59-year-old woman presents to her primary care physician for trouble sleeping.,38,MedBullets df_op4 Q39,D,The patient denies symptoms during the day.,4,4
"When she goes to bed at night, she has an urge to get up out of bed and walk around.",1,7,3.020561358440166,"When she goes to bed at night, she has an urge to get up out of bed and walk around.",38,MedBullets df_op4 Q39,D,She is not currently taking any medications.,7,7
The patient often wakes her husband when she does this which irritates him.,2,3,23.036567989736795,The patient often wakes her husband when she does this which irritates him.,38,MedBullets df_op4 Q39,D,There is a perpetual uneasiness and feeling of a need to move at night which is relieved by getting up and walking around.,3,3
There is a perpetual uneasiness and feeling of a need to move at night which is relieved by getting up and walking around.,3,1,46.06833458803479,There is a perpetual uneasiness and feeling of a need to move at night which is relieved by getting up and walking around.,38,MedBullets df_op4 Q39,D,"When she goes to bed at night, she has an urge to get up out of bed and walk around.",1,1
The patient denies symptoms during the day.,4,5,14.466651512060269,The patient denies symptoms during the day.,38,MedBullets df_op4 Q39,D,She works as a mail carrier and is nearing retirement.,5,5
She works as a mail carrier and is nearing retirement.,5,9,-0.0,She works as a mail carrier and is nearing retirement.,38,MedBullets df_op4 Q39,D,"Physical exam reveals 5/5 strength in the upper and lower extremities, 2+ reflexes in the upper and lower extremities, a stable gait pattern, and normal sensation.",9,9
"She has a medical history of anxiety, depression, irritable bowel syndrome, and dysmenorrhea.",6,2,23.204391968003225,"She has a medical history of anxiety, depression, irritable bowel syndrome, and dysmenorrhea.",38,MedBullets df_op4 Q39,D,The patient often wakes her husband when she does this which irritates him.,2,2
She is not currently taking any medications.,7,10,0.0,She is not currently taking any medications.,38,MedBullets df_op4 Q39,D,Cardiopulmonary and abdominal exams are within normal limits.,10,10
"Her temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 80/min, respirations are 17/min, and oxygen saturation is 98% on room air.",8,0,85.01772537405974,"Her temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 80/min, respirations are 17/min, and oxygen saturation is 98% on room air.",38,MedBullets df_op4 Q39,D,A 59-year-old woman presents to her primary care physician for trouble sleeping.,0,0
"Physical exam reveals 5/5 strength in the upper and lower extremities, 2+ reflexes in the upper and lower extremities, a stable gait pattern, and normal sensation.",9,6,13.882250598106143,"Physical exam reveals 5/5 strength in the upper and lower extremities, 2+ reflexes in the upper and lower extremities, a stable gait pattern, and normal sensation.",38,MedBullets df_op4 Q39,D,"She has a medical history of anxiety, depression, irritable bowel syndrome, and dysmenorrhea.",6,6
Cardiopulmonary and abdominal exams are within normal limits.,10,8,0.0,Cardiopulmonary and abdominal exams are within normal limits.,38,MedBullets df_op4 Q39,D,"Her temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 80/min, respirations are 17/min, and oxygen saturation is 98% on room air.",8,8
