Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 62-year-old man presents to the emergency department with increased fatigue and changes in his vision.,0,2,37.58355493461247,A 62-year-old man presents to the emergency department with increased fatigue and changes in his vision.,89,MedBullets df_op4 Q90,D,The patient also endorses increased sweating at night and new-onset headaches.,2,2
"For the past month, he has felt abnormally tired and today noticed his vision is blurry.",1,13,0.0,"For the past month, he has felt abnormally tired and today noticed his vision is blurry.",89,MedBullets df_op4 Q90,D,The dermatologic exam is notable for multiple bruises on his upper and lower extremities.,13,13
The patient also endorses increased sweating at night and new-onset headaches.,2,3,36.024155765771866,The patient also endorses increased sweating at night and new-onset headaches.,89,MedBullets df_op4 Q90,D,He currently feels dizzy.,3,3
He currently feels dizzy.,3,12,0.0,He currently feels dizzy.,89,MedBullets df_op4 Q90,D,He also complains of numbness and tingling pain in his extremities that has been persistent during this time.,12,12
The patient has a medical history of diabetes and hypertension.,4,9,1.4833579595805104,The patient has a medical history of diabetes and hypertension.,89,MedBullets df_op4 Q90,D,Abdominal exam reveals splenomegaly and hepatomegaly.,9,9
"His current medications include insulin, metformin, and lisinopril.",5,4,28.67172280686029,"His current medications include insulin, metformin, and lisinopril.",89,MedBullets df_op4 Q90,D,The patient has a medical history of diabetes and hypertension.,4,4
"His temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air.",6,1,61.6209059268352,"His temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air.",89,MedBullets df_op4 Q90,D,"For the past month, he has felt abnormally tired and today noticed his vision is blurry.",1,1
A cardiopulmonary exam is within normal limits.,7,8,9.2659409773574,A cardiopulmonary exam is within normal limits.,89,MedBullets df_op4 Q90,D,HEENT exam reveals non-tender posterior and anterior chain lymphadenopathy.,8,8
HEENT exam reveals non-tender posterior and anterior chain lymphadenopathy.,8,0,78.8962550476313,HEENT exam reveals non-tender posterior and anterior chain lymphadenopathy.,89,MedBullets df_op4 Q90,D,A 62-year-old man presents to the emergency department with increased fatigue and changes in his vision.,0,0
Abdominal exam reveals splenomegaly and hepatomegaly.,9,5,25.30723698939892,Abdominal exam reveals splenomegaly and hepatomegaly.,89,MedBullets df_op4 Q90,D,"His current medications include insulin, metformin, and lisinopril.",5,5
"There are large, non-tender palpable lymph nodes in the patient's inguinal region.",10,10,0.0,"There are large, non-tender palpable lymph nodes in the patient's inguinal region.",89,MedBullets df_op4 Q90,D,"There are large, non-tender palpable lymph nodes in the patient's inguinal region.",10,10
A neurological exam is notable for decreased sensation in the patient's hands and feet.,11,6,16.620170127765384,A neurological exam is notable for decreased sensation in the patient's hands and feet.,89,MedBullets df_op4 Q90,D,"His temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air.",6,6
He also complains of numbness and tingling pain in his extremities that has been persistent during this time.,12,7,9.97854191692892,He also complains of numbness and tingling pain in his extremities that has been persistent during this time.,89,MedBullets df_op4 Q90,D,A cardiopulmonary exam is within normal limits.,7,7
The dermatologic exam is notable for multiple bruises on his upper and lower extremities.,13,11,-0.0,The dermatologic exam is notable for multiple bruises on his upper and lower extremities.,89,MedBullets df_op4 Q90,D,A neurological exam is notable for decreased sensation in the patient's hands and feet.,11,11
