Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 35-year-old man presents to the emergency department with altered mental status.,0,5,3.3949915506889696,A 35-year-old man presents to the emergency department with altered mental status.,68,MedBullets df_op4 Q69,,He does not smoke tobacco and drinks alcohol socially.,5,5
He was found by his roommate to be disoriented this morning.,1,2,17.57196674407376,He was found by his roommate to be disoriented this morning.,68,MedBullets df_op4 Q69,,He had complained of a right-sided headache for the past 5 days.,2,2
He had complained of a right-sided headache for the past 5 days.,2,4,13.909912109375,He had complained of a right-sided headache for the past 5 days.,68,MedBullets df_op4 Q69,,His last CD4 cell count was 500/mm^3.,4,4
"He has a history of human immunodeficiency virus (HIV) infection being treated with bictegravir, emtricitabine, and tenofovir.",3,0,58.29549875212698,"He has a history of human immunodeficiency virus (HIV) infection being treated with bictegravir, emtricitabine, and tenofovir.",68,MedBullets df_op4 Q69,,A 35-year-old man presents to the emergency department with altered mental status.,0,0
His last CD4 cell count was 500/mm^3.,4,10,0.0,His last CD4 cell count was 500/mm^3.,68,MedBullets df_op4 Q69,,"During the exam, the patient’s eyes are seen to roll backward with repeated flexion/extension of his extremities and loss of urine.",10,10
He does not smoke tobacco and drinks alcohol socially.,5,3,16.269036456941123,He does not smoke tobacco and drinks alcohol socially.,68,MedBullets df_op4 Q69,,"He has a history of human immunodeficiency virus (HIV) infection being treated with bictegravir, emtricitabine, and tenofovir.",3,3
"His temperature is 104.2°F (40.1°C), blood pressure is 110/70 mmHg, pulse is 110/min, and respirations are 22/min.",6,1,32.73849480252118,"His temperature is 104.2°F (40.1°C), blood pressure is 110/70 mmHg, pulse is 110/min, and respirations are 22/min.",68,MedBullets df_op4 Q69,,He was found by his roommate to be disoriented this morning.,1,1
Examination reveals 3/5 strength to right shoulder abduction and elbow flexion/extension and 4/5 strength to right hip flexion/extension.,7,11,-0.0,Examination reveals 3/5 strength to right shoulder abduction and elbow flexion/extension and 4/5 strength to right hip flexion/extension.,68,MedBullets df_op4 Q69,,This stops after 1 minute.,11,11
The remainder of the strength exam on the right and left sides is normal.,8,8,0.0,The remainder of the strength exam on the right and left sides is normal.,68,MedBullets df_op4 Q69,,The remainder of the strength exam on the right and left sides is normal.,8,8
"Neck flexion does not elicit pain, and there are no tongue lacerations.",9,9,-0.0,"Neck flexion does not elicit pain, and there are no tongue lacerations.",68,MedBullets df_op4 Q69,,"Neck flexion does not elicit pain, and there are no tongue lacerations.",9,9
"During the exam, the patient’s eyes are seen to roll backward with repeated flexion/extension of his extremities and loss of urine.",10,6,0.0,"During the exam, the patient’s eyes are seen to roll backward with repeated flexion/extension of his extremities and loss of urine.",68,MedBullets df_op4 Q69,,"His temperature is 104.2°F (40.1°C), blood pressure is 110/70 mmHg, pulse is 110/min, and respirations are 22/min.",6,6
This stops after 1 minute.,11,7,-0.0,This stops after 1 minute.,68,MedBullets df_op4 Q69,,Examination reveals 3/5 strength to right shoulder abduction and elbow flexion/extension and 4/5 strength to right hip flexion/extension.,7,7
