Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 3-week-old boy presents to the emergency department with vomiting.,0,4,18.722508751154056,A 3-week-old boy presents to the emergency department with vomiting.,72,MedBullets df_op4 Q73,B,He was noted to have surpassed his birth weight at his last office visit 1 week ago.,4,4
His parents report that he suddenly started vomiting this morning and has shown no interest in feeding since then.,1,2,32.43504289174092,His parents report that he suddenly started vomiting this morning and has shown no interest in feeding since then.,72,MedBullets df_op4 Q73,B,They describe the vomitus as green and without any traces of blood.,2,2
They describe the vomitus as green and without any traces of blood.,2,1,47.33528232574463,They describe the vomitus as green and without any traces of blood.,72,MedBullets df_op4 Q73,B,His parents report that he suddenly started vomiting this morning and has shown no interest in feeding since then.,1,1
"Prior to today, the patient was feeding, voiding, and stooling well.",3,8,0.2872198151304695,"Prior to today, the patient was feeding, voiding, and stooling well.",72,MedBullets df_op4 Q73,B,His abdomen is soft and distended.,8,8
He was noted to have surpassed his birth weight at his last office visit 1 week ago.,4,0,49.75471572023397,He was noted to have surpassed his birth weight at his last office visit 1 week ago.,72,MedBullets df_op4 Q73,B,A 3-week-old boy presents to the emergency department with vomiting.,0,0
"His temperature is 97.6°F (36.4°C), blood pressure is 78/56 mmHg, pulse is 148/min, and respirations are 44/min.",5,10,0.0,"His temperature is 97.6°F (36.4°C), blood pressure is 78/56 mmHg, pulse is 148/min, and respirations are 44/min.",72,MedBullets df_op4 Q73,B,An abdominal radiograph is performed as in Figure A.,10,10
"On physical exam, the patient is in mild distress.",6,7,9.49836078601301,"On physical exam, the patient is in mild distress.",72,MedBullets df_op4 Q73,B,"He has no dysmorphic features, and his mucous membranes are dry.",7,7
"He has no dysmorphic features, and his mucous membranes are dry.",7,5,14.896642914777866,"He has no dysmorphic features, and his mucous membranes are dry.",72,MedBullets df_op4 Q73,B,"His temperature is 97.6°F (36.4°C), blood pressure is 78/56 mmHg, pulse is 148/min, and respirations are 44/min.",5,5
His abdomen is soft and distended.,8,6,14.680250518622294,His abdomen is soft and distended.,72,MedBullets df_op4 Q73,B,"On physical exam, the patient is in mild distress.",6,6
Bowel sounds are hypoactive.,9,3,19.760359821697204,Bowel sounds are hypoactive.,72,MedBullets df_op4 Q73,B,"Prior to today, the patient was feeding, voiding, and stooling well.",3,3
An abdominal radiograph is performed as in Figure A.,10,9,0.0,An abdominal radiograph is performed as in Figure A.,72,MedBullets df_op4 Q73,B,Bowel sounds are hypoactive.,9,9
