Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 32-year-old G1P0 presents to the antenatal testing unit at 32 weeks of gestation for a non-stress test (NST).,0,8,12.297782091854664,A 32-year-old G1P0 presents to the antenatal testing unit at 32 weeks of gestation for a non-stress test (NST).,172,MedBullets df_op4 Q173,A,"Her temperature is 98.5°F (36.9°C), blood pressure is 122/82 mmHg, pulse is 84/min, and respirations are 14/min.",8,8
Yesterday she had several episodes of diarrhea and vomited once after attending a company picnic 2 days ago.,1,3,41.42084515116206,Yesterday she had several episodes of diarrhea and vomited once after attending a company picnic 2 days ago.,172,MedBullets df_op4 Q173,A,She is worried that she is dehydrated but otherwise feels well and has recovered from her gastrointestinal illness.,3,3
She took loperamide with symptomatic relief.,2,7,21.583556700497866,She took loperamide with symptomatic relief.,172,MedBullets df_op4 Q173,A,She denies alcohol or drug use.,7,7
She is worried that she is dehydrated but otherwise feels well and has recovered from her gastrointestinal illness.,3,4,34.46194781888483,She is worried that she is dehydrated but otherwise feels well and has recovered from her gastrointestinal illness.,172,MedBullets df_op4 Q173,A,The patient was diagnosed with gestational diabetes after routine screening in the 2nd trimester and has been started on insulin after unsuccessful attempts at lifestyle management.,4,4
The patient was diagnosed with gestational diabetes after routine screening in the 2nd trimester and has been started on insulin after unsuccessful attempts at lifestyle management.,4,2,60.00698667484504,The patient was diagnosed with gestational diabetes after routine screening in the 2nd trimester and has been started on insulin after unsuccessful attempts at lifestyle management.,172,MedBullets df_op4 Q173,A,She took loperamide with symptomatic relief.,2,2
She also has migraines and gastroesophageal reflux disorder.,5,6,28.50972974461253,She also has migraines and gastroesophageal reflux disorder.,172,MedBullets df_op4 Q173,A,The patient has a 15-pack-year smoking history but quit smoking in her 1st month of pregnancy.,6,6
The patient has a 15-pack-year smoking history but quit smoking in her 1st month of pregnancy.,6,1,60.1198376920095,The patient has a 15-pack-year smoking history but quit smoking in her 1st month of pregnancy.,172,MedBullets df_op4 Q173,A,Yesterday she had several episodes of diarrhea and vomited once after attending a company picnic 2 days ago.,1,1
She denies alcohol or drug use.,7,9,0.0,She denies alcohol or drug use.,172,MedBullets df_op4 Q173,A,A representative portion of the NST is shown in Figure A.,9,9
"Her temperature is 98.5°F (36.9°C), blood pressure is 122/82 mmHg, pulse is 84/min, and respirations are 14/min.",8,0,66.57150943053811,"Her temperature is 98.5°F (36.9°C), blood pressure is 122/82 mmHg, pulse is 84/min, and respirations are 14/min.",172,MedBullets df_op4 Q173,A,A 32-year-old G1P0 presents to the antenatal testing unit at 32 weeks of gestation for a non-stress test (NST).,0,0
A representative portion of the NST is shown in Figure A.,9,5,31.43790699996775,A representative portion of the NST is shown in Figure A.,172,MedBullets df_op4 Q173,A,She also has migraines and gastroesophageal reflux disorder.,5,5
