Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 69-year-old man presents to his primary care physician with hip and back pain.,0,2,24.43975891372088,A 69-year-old man presents to his primary care physician with hip and back pain.,202,MedBullets df_op4 Q203,A,"When he was lifting a heavy object, he suddenly felt pain in his lower back.",2,2
He states this weekend he had a barbecue.,1,5,4.951215770093657,He states this weekend he had a barbecue.,202,MedBullets df_op4 Q203,A,"The patient has a medical history of obesity, diabetes, depression, anxiety, diverticulosis, constipation, and a surgical repair of his anterior cruciate ligament.",5,5
"When he was lifting a heavy object, he suddenly felt pain in his lower back.",2,1,34.41909912973642,"When he was lifting a heavy object, he suddenly felt pain in his lower back.",202,MedBullets df_op4 Q203,A,He states this weekend he had a barbecue.,1,1
He describes the pain as in his buttocks but states that at times it travels down his leg.,3,4,14.841505958721564,He describes the pain as in his buttocks but states that at times it travels down his leg.,202,MedBullets df_op4 Q203,A,He states that it feels electrical and burning in nature.,4,4
He states that it feels electrical and burning in nature.,4,6,3.033107850560879,He states that it feels electrical and burning in nature.,202,MedBullets df_op4 Q203,A,"His current medications include metformin, insulin, lisinopril, fluoxetine, and sodium docusate.",6,6
"The patient has a medical history of obesity, diabetes, depression, anxiety, diverticulosis, constipation, and a surgical repair of his anterior cruciate ligament.",5,0,102.4287673199652,"The patient has a medical history of obesity, diabetes, depression, anxiety, diverticulosis, constipation, and a surgical repair of his anterior cruciate ligament.",202,MedBullets df_op4 Q203,A,A 69-year-old man presents to his primary care physician with hip and back pain.,0,0
"His current medications include metformin, insulin, lisinopril, fluoxetine, and sodium docusate.",6,7,2.857159760894016,"His current medications include metformin, insulin, lisinopril, fluoxetine, and sodium docusate.",202,MedBullets df_op4 Q203,A,"His temperature is 98.6°F (37°C), blood pressure is 131/82 mmHg, pulse is 82/min, and respirations are 14/min.",7,7
"His temperature is 98.6°F (37°C), blood pressure is 131/82 mmHg, pulse is 82/min, and respirations are 14/min.",7,10,0.0,"His temperature is 98.6°F (37°C), blood pressure is 131/82 mmHg, pulse is 82/min, and respirations are 14/min.",202,MedBullets df_op4 Q203,A,An exam of the cranial nerves is intact bilaterally.,10,10
"On physical exam, he is found to have an intact motor and sensory function in his lower extremities bilaterally.",8,3,16.231184696278664,"On physical exam, he is found to have an intact motor and sensory function in his lower extremities bilaterally.",202,MedBullets df_op4 Q203,A,He describes the pain as in his buttocks but states that at times it travels down his leg.,3,3
No clonus or Babinski sign is appreciated.,9,9,-0.0,No clonus or Babinski sign is appreciated.,202,MedBullets df_op4 Q203,A,No clonus or Babinski sign is appreciated.,9,9
An exam of the cranial nerves is intact bilaterally.,10,8,-0.0,An exam of the cranial nerves is intact bilaterally.,202,MedBullets df_op4 Q203,A,"On physical exam, he is found to have an intact motor and sensory function in his lower extremities bilaterally.",8,8
