Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 28-year-old man is brought to the emergency department by helicopter after a high speed motorcycle crash.,0,2,27.673901079445287,A 28-year-old man is brought to the emergency department by helicopter after a high speed motorcycle crash.,79,MedBullets df_op4 Q80,,"On arrival to the emergency department, his temperature is 98.6°F (37.0°C), pulse is 130/min, blood pressure is 80/50 mmHg, respirations are 22/min, and oxygen saturation is 97%.",2,2
He was intubated and 2 large bore IVs were placed in the field with administration of 2 liters of lactated ringer's solution while en route.,1,0,59.05898203318783,He was intubated and 2 large bore IVs were placed in the field with administration of 2 liters of lactated ringer's solution while en route.,79,MedBullets df_op4 Q80,,A 28-year-old man is brought to the emergency department by helicopter after a high speed motorcycle crash.,0,0
"On arrival to the emergency department, his temperature is 98.6°F (37.0°C), pulse is 130/min, blood pressure is 80/50 mmHg, respirations are 22/min, and oxygen saturation is 97%.",2,1,54.30240631103516,"On arrival to the emergency department, his temperature is 98.6°F (37.0°C), pulse is 130/min, blood pressure is 80/50 mmHg, respirations are 22/min, and oxygen saturation is 97%.",79,MedBullets df_op4 Q80,,He was intubated and 2 large bore IVs were placed in the field with administration of 2 liters of lactated ringer's solution while en route.,1,1
Examination reveals an ill-appearing intubated patient.,3,4,8.49195959055365,Examination reveals an ill-appearing intubated patient.,79,MedBullets df_op4 Q80,,"Endotracheal tube placement is confirmed with end tidal CO2, and bilateral breath sounds are present.",4,4
"Endotracheal tube placement is confirmed with end tidal CO2, and bilateral breath sounds are present.",4,3,24.682781071428828,"Endotracheal tube placement is confirmed with end tidal CO2, and bilateral breath sounds are present.",79,MedBullets df_op4 Q80,,Examination reveals an ill-appearing intubated patient.,3,3
No external bleeding or wounds are noted on exam.,5,7,0.0,No external bleeding or wounds are noted on exam.,79,MedBullets df_op4 Q80,,Significant bruising is noted over the abdomen.,7,7
Pulses are present in all extremities but are weak and rapid.,6,9,0.0,Pulses are present in all extremities but are weak and rapid.,79,MedBullets df_op4 Q80,,Infusion of packed red blood cells is initiated.,9,9
Significant bruising is noted over the abdomen.,7,8,0.0,Significant bruising is noted over the abdomen.,79,MedBullets df_op4 Q80,,The pelvis is stable.,8,8
The pelvis is stable.,8,6,0.0,The pelvis is stable.,79,MedBullets df_op4 Q80,,Pulses are present in all extremities but are weak and rapid.,6,6
Infusion of packed red blood cells is initiated.,9,5,0.0,Infusion of packed red blood cells is initiated.,79,MedBullets df_op4 Q80,,No external bleeding or wounds are noted on exam.,5,5
