Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 16-year-old boy presents to his primary care physician for a routine follow-up visit.,0,10,14.617138227517575,A 16-year-old boy presents to his primary care physician for a routine follow-up visit.,170,MedBullets df_op4 Q171,D,His strength is 5/5 in bilateral upper and lower extremities.,10,10
He feels disappointed because his voice has not changed.,1,8,27.65629639503403,He feels disappointed because his voice has not changed.,170,MedBullets df_op4 Q171,D,His height is 60 inches and his arm span is 50 inches.,8,8
He is concerned that he is not as tall as his classmates.,2,3,33.295149587094784,He is concerned that he is not as tall as his classmates.,170,MedBullets df_op4 Q171,D,"He denies any headache, vision changes, nausea, or vomiting.",3,3
"He denies any headache, vision changes, nausea, or vomiting.",3,2,34.68630181720564,"He denies any headache, vision changes, nausea, or vomiting.",170,MedBullets df_op4 Q171,D,He is concerned that he is not as tall as his classmates.,2,2
He recently started playing for his high school basketball team and generally eats healthy food.,4,5,28.434407994301008,He recently started playing for his high school basketball team and generally eats healthy food.,170,MedBullets df_op4 Q171,D,He has no significant medical history and takes no medications.,5,5
He has no significant medical history and takes no medications.,5,12,0.0,He has no significant medical history and takes no medications.,170,MedBullets df_op4 Q171,D,He has no pubic hair and his testicles are symmetric with a volume of 3 mL.,12,12
"His temperature is 98.6°F (37.0°C), blood pressure is 115/70 mmHg, pulse is 70/min, and respirations are 12/min.",6,1,36.1770328719137,"His temperature is 98.6°F (37.0°C), blood pressure is 115/70 mmHg, pulse is 70/min, and respirations are 12/min.",170,MedBullets df_op4 Q171,D,He feels disappointed because his voice has not changed.,1,1
"On physical examination, the patient does not have facial hair or acne.",7,9,20.302907372795264,"On physical examination, the patient does not have facial hair or acne.",170,MedBullets df_op4 Q171,D,His visual fields are full and he has no cranial nerve abnormalities.,9,9
His height is 60 inches and his arm span is 50 inches.,8,7,28.355522535400656,His height is 60 inches and his arm span is 50 inches.,170,MedBullets df_op4 Q171,D,"On physical examination, the patient does not have facial hair or acne.",7,7
His visual fields are full and he has no cranial nerve abnormalities.,9,4,30.961328800980432,His visual fields are full and he has no cranial nerve abnormalities.,170,MedBullets df_op4 Q171,D,He recently started playing for his high school basketball team and generally eats healthy food.,4,4
His strength is 5/5 in bilateral upper and lower extremities.,10,6,28.41912748034548,His strength is 5/5 in bilateral upper and lower extremities.,170,MedBullets df_op4 Q171,D,"His temperature is 98.6°F (37.0°C), blood pressure is 115/70 mmHg, pulse is 70/min, and respirations are 12/min.",6,6
Chest palpation and abdominal examination are unremarkable.,11,11,9.48080353220744,Chest palpation and abdominal examination are unremarkable.,170,MedBullets df_op4 Q171,D,Chest palpation and abdominal examination are unremarkable.,11,11
He has no pubic hair and his testicles are symmetric with a volume of 3 mL.,12,0,50.44559518334408,He has no pubic hair and his testicles are symmetric with a volume of 3 mL.,170,MedBullets df_op4 Q171,D,A 16-year-old boy presents to his primary care physician for a routine follow-up visit.,0,0
