Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 46-year-old man presents with his wife to his primary care provider for depression and strange movements.,0,3,40.84908360949232,A 46-year-old man presents with his wife to his primary care provider for depression and strange movements.,188,MedBullets df_op4 Q189,D,"He is a partner at an accounting firm, but his colleagues are threatening to fire him if he continues to perform poorly at work.",3,3
His wife reports that her husband has not been himself for the last 2 months.,1,7,9.829856927579325,His wife reports that her husband has not been himself for the last 2 months.,188,MedBullets df_op4 Q189,D,His family history is unknown as he was adopted.,7,7
"Whereas he was previously outgoing and “the life of the party,” the patient is now irritable and withdrawn.",2,6,10.572609923779964,"Whereas he was previously outgoing and “the life of the party,” the patient is now irritable and withdrawn.",188,MedBullets df_op4 Q189,D,"The patient’s medical history is significant for hypertension, for which he takes lisinopril.",6,6
"He is a partner at an accounting firm, but his colleagues are threatening to fire him if he continues to perform poorly at work.",3,4,40.21326233685598,"He is a partner at an accounting firm, but his colleagues are threatening to fire him if he continues to perform poorly at work.",188,MedBullets df_op4 Q189,D,The patient cannot explain the recent changes to his mood and tearfully admits he fears there is something seriously wrong with him.,4,4
The patient cannot explain the recent changes to his mood and tearfully admits he fears there is something seriously wrong with him.,4,1,55.56332953524133,The patient cannot explain the recent changes to his mood and tearfully admits he fears there is something seriously wrong with him.,188,MedBullets df_op4 Q189,D,His wife reports that her husband has not been himself for the last 2 months.,1,1
His wife says that he is getting worse.,5,9,0.0,His wife says that he is getting worse.,188,MedBullets df_op4 Q189,D,He drinks a few glasses of wine per week and has never smoked.,9,9
"The patient’s medical history is significant for hypertension, for which he takes lisinopril.",6,11,-0.0,"The patient’s medical history is significant for hypertension, for which he takes lisinopril.",188,MedBullets df_op4 Q189,D,"On physical exam, the patient has a flat affect with a facial grimace and sudden jerky movements of his upper extremities.",11,11
His family history is unknown as he was adopted.,7,10,0.0,His family history is unknown as he was adopted.,188,MedBullets df_op4 Q189,D,"His temperature is 98.6°F (37°C), blood pressure is 141/87 mmHg, pulse is 81/min, and respirations are 12/min.",10,10
The patient met his mother once and never knew his father but was told he died in his 50s.,8,8,0.0,The patient met his mother once and never knew his father but was told he died in his 50s.,188,MedBullets df_op4 Q189,D,The patient met his mother once and never knew his father but was told he died in his 50s.,8,8
He drinks a few glasses of wine per week and has never smoked.,9,5,13.21876073150762,He drinks a few glasses of wine per week and has never smoked.,188,MedBullets df_op4 Q189,D,His wife says that he is getting worse.,5,5
"His temperature is 98.6°F (37°C), blood pressure is 141/87 mmHg, pulse is 81/min, and respirations are 12/min.",10,2,49.6641997202796,"His temperature is 98.6°F (37°C), blood pressure is 141/87 mmHg, pulse is 81/min, and respirations are 12/min.",188,MedBullets df_op4 Q189,D,"Whereas he was previously outgoing and “the life of the party,” the patient is now irritable and withdrawn.",2,2
"On physical exam, the patient has a flat affect with a facial grimace and sudden jerky movements of his upper extremities.",11,0,78.4405723438522,"On physical exam, the patient has a flat affect with a facial grimace and sudden jerky movements of his upper extremities.",188,MedBullets df_op4 Q189,D,A 46-year-old man presents with his wife to his primary care provider for depression and strange movements.,0,0
