Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
"A 69-year-old man presents to clinic due to shortness of breath, worsening pain in his right shoulder, and episodes of hemoptysis.",0,0,74.1287918921232,"A 69-year-old man presents to clinic due to shortness of breath, worsening pain in his right shoulder, and episodes of hemoptysis.",96,MedBullets df_op4 Q97,C,"A 69-year-old man presents to clinic due to shortness of breath, worsening pain in his right shoulder, and episodes of hemoptysis.",0,0
His symptoms began 3 months ago.,1,10,0.0,His symptoms began 3 months ago.,96,MedBullets df_op4 Q97,C,His chest imaging is shown in Figure A.,10,10
He has also lost 18 pounds.,2,8,11.434063419699669,He has also lost 18 pounds.,96,MedBullets df_op4 Q97,C,Physical exam is notable for right pupillary constriction as well as paresthesias in his right fourth and fifth digits.,8,8
He has a history of coronary artery disease and underwent an uncomplicated coronary angioplasty with stent placement 2 years ago.,3,2,38.347678731438336,He has a history of coronary artery disease and underwent an uncomplicated coronary angioplasty with stent placement 2 years ago.,96,MedBullets df_op4 Q97,C,He has also lost 18 pounds.,2,2
He routinely travels both domestically and internationally as a senior shipyard worker and has a 30-pack-year smoking history.,4,5,18.9414238305627,He routinely travels both domestically and internationally as a senior shipyard worker and has a 30-pack-year smoking history.,96,MedBullets df_op4 Q97,C,He used to drink 4 cocktails a week.,5,5
He used to drink 4 cocktails a week.,5,6,17.50913221018938,He used to drink 4 cocktails a week.,96,MedBullets df_op4 Q97,C,He has not smoke or drank alcohol in over 7 years.,6,6
He has not smoke or drank alcohol in over 7 years.,6,4,20.121622669134418,He has not smoke or drank alcohol in over 7 years.,96,MedBullets df_op4 Q97,C,He routinely travels both domestically and internationally as a senior shipyard worker and has a 30-pack-year smoking history.,4,4
"His temperature is 99.5°F (37.7°C), blood pressure is 140/60 mmHg, pulse is 97/min, and respirations are 13/min.",7,1,60.537680560444805,"His temperature is 99.5°F (37.7°C), blood pressure is 140/60 mmHg, pulse is 97/min, and respirations are 13/min.",96,MedBullets df_op4 Q97,C,His symptoms began 3 months ago.,1,1
Physical exam is notable for right pupillary constriction as well as paresthesias in his right fourth and fifth digits.,8,9,-0.0,Physical exam is notable for right pupillary constriction as well as paresthesias in his right fourth and fifth digits.,96,MedBullets df_op4 Q97,C,There is no pain with active shoulder rotation.,9,9
There is no pain with active shoulder rotation.,9,3,29.852516437125416,There is no pain with active shoulder rotation.,96,MedBullets df_op4 Q97,C,He has a history of coronary artery disease and underwent an uncomplicated coronary angioplasty with stent placement 2 years ago.,3,3
His chest imaging is shown in Figure A.,10,7,16.916876539180674,His chest imaging is shown in Figure A.,96,MedBullets df_op4 Q97,C,"His temperature is 99.5°F (37.7°C), blood pressure is 140/60 mmHg, pulse is 97/min, and respirations are 13/min.",7,7
