Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 27-year-old woman presents for her first prenatal visit at an estimated gestational age of 16 weeks and 4 days by last menstrual period.,0,3.0,35.30489589878876,A 27-year-old woman presents for her first prenatal visit at an estimated gestational age of 16 weeks and 4 days by last menstrual period.,116.0,MedBullets df_op4 Q117,A,She took a pregnancy test about 10 weeks ago and was too nervous to read the result immediately.,3.0,3.0
"She is presenting late to prenatal care due to significant anxiety about her pregnancy, as she and her husband had struggled with infertility for several years prior to conceiving.",1,7.0,20.54962724812236,"She is presenting late to prenatal care due to significant anxiety about her pregnancy, as she and her husband had struggled with infertility for several years prior to conceiving.",116.0,MedBullets df_op4 Q117,A,She is a Ph.D.,7.0,7.0
"She has had nausea and vomiting for about 2 months, tender and swollen breasts, and cravings for foods she typically does not eat.",2,0.0,76.84660816192627,"She has had nausea and vomiting for about 2 months, tender and swollen breasts, and cravings for foods she typically does not eat.",116.0,MedBullets df_op4 Q117,A,A 27-year-old woman presents for her first prenatal visit at an estimated gestational age of 16 weeks and 4 days by last menstrual period.,0.0,0.0
She took a pregnancy test about 10 weeks ago and was too nervous to read the result immediately.,3,2.0,67.45986914187407,She took a pregnancy test about 10 weeks ago and was too nervous to read the result immediately.,116.0,MedBullets df_op4 Q117,A,"She has had nausea and vomiting for about 2 months, tender and swollen breasts, and cravings for foods she typically does not eat.",2.0,2.0
"After 24 hours, she saw that it was positive.",4,10.0,0.0,"After 24 hours, she saw that it was positive.",116.0,MedBullets df_op4 Q117,A,The patient’s affect is normal and she is pleasant and excited about her pregnancy.,10.0,10.0
The patient has a past medical history of bulimia nervosa but has not been symptomatic in 2 years.,5,6.0,27.18825780342703,The patient has a past medical history of bulimia nervosa but has not been symptomatic in 2 years.,116.0,MedBullets df_op4 Q117,A,She also had an appendectomy at age 15 for appendicitis.,6.0,6.0
She also had an appendectomy at age 15 for appendicitis.,6,8.0,16.097931006297003,She also had an appendectomy at age 15 for appendicitis.,116.0,MedBullets df_op4 Q117,A,student and her husband is a physician.,8.0,8.0
She is a Ph.D.,7,,,,,,,,,
student and her husband is a physician.,8,,,,,,,,,
"Her temperature is 98.5°F (36.9°C), pulse is 75/min, blood pressure is 122/76 mmHg, and respirations are 13/min.",9,1.0,71.14023206632217,"Her temperature is 98.5°F (36.9°C), pulse is 75/min, blood pressure is 122/76 mmHg, and respirations are 13/min.",116.0,MedBullets df_op4 Q117,A,"She is presenting late to prenatal care due to significant anxiety about her pregnancy, as she and her husband had struggled with infertility for several years prior to conceiving.",1.0,1.0
The patient’s affect is normal and she is pleasant and excited about her pregnancy.,10,5.0,28.284692356008293,The patient’s affect is normal and she is pleasant and excited about her pregnancy.,116.0,MedBullets df_op4 Q117,A,The patient has a past medical history of bulimia nervosa but has not been symptomatic in 2 years.,5.0,5.0
A physical exam is notable for abdominal distension but is otherwise unremarkable.,11,9.0,0.0,A physical exam is notable for abdominal distension but is otherwise unremarkable.,116.0,MedBullets df_op4 Q117,A,"Her temperature is 98.5°F (36.9°C), pulse is 75/min, blood pressure is 122/76 mmHg, and respirations are 13/min.",9.0,9.0
"Ultrasound is shown in Figure A, and urine human chorionic gonadotropin is negative in the office.",12,4.0,31.839403993334383,"Ultrasound is shown in Figure A, and urine human chorionic gonadotropin is negative in the office.",116.0,MedBullets df_op4 Q117,A,"After 24 hours, she saw that it was positive.",4.0,4.0
