Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 4-day-old girl is brought in by her mother for bilateral purulent eye discharge.,0,2,17.467524493501678,A 4-day-old girl is brought in by her mother for bilateral purulent eye discharge.,187,MedBullets df_op4 Q188,A,The newborn had been sleeping regularly and feeding well.,2,2
Pregnancy and delivery were uncomplicated.,1,5,7.191380096538547,Pregnancy and delivery were uncomplicated.,187,MedBullets df_op4 Q188,A,The mother denies that anyone in the house smokes.,5,5
The newborn had been sleeping regularly and feeding well.,2,9,0.0,The newborn had been sleeping regularly and feeding well.,187,MedBullets df_op4 Q188,A,The patient's physical exam is otherwise unrevealing.,9,9
"Then 1 day ago, the patient developed eyelid edema and eye redness.",3,6,1.198546460132737,"Then 1 day ago, the patient developed eyelid edema and eye redness.",187,MedBullets df_op4 Q188,A,The family has a cat at home.,6,6
"This morning, the newborn developed a thick yellow-white eye discharge.",4,3,14.366171524290849,"This morning, the newborn developed a thick yellow-white eye discharge.",187,MedBullets df_op4 Q188,A,"Then 1 day ago, the patient developed eyelid edema and eye redness.",3,3
The mother denies that anyone in the house smokes.,5,1,23.21361464880956,The mother denies that anyone in the house smokes.,187,MedBullets df_op4 Q188,A,Pregnancy and delivery were uncomplicated.,1,1
The family has a cat at home.,6,4,12.24302685370314,The family has a cat at home.,187,MedBullets df_op4 Q188,A,"This morning, the newborn developed a thick yellow-white eye discharge.",4,4
"The patient’s rectal temperature is 99°F (37.2°C), blood pressure is 80/50 mmHg, pulse is 134/min, and respirations are 34/min with an oxygen saturation of 98% O2 on room air.",7,0,104.53320821313451,"The patient’s rectal temperature is 99°F (37.2°C), blood pressure is 80/50 mmHg, pulse is 134/min, and respirations are 34/min with an oxygen saturation of 98% O2 on room air.",187,MedBullets df_op4 Q188,A,A 4-day-old girl is brought in by her mother for bilateral purulent eye discharge.,0,0
Figure A shows a photograph of one of the patient's eyes.,8,8,0.0,Figure A shows a photograph of one of the patient's eyes.,187,MedBullets df_op4 Q188,A,Figure A shows a photograph of one of the patient's eyes.,8,8
The patient's physical exam is otherwise unrevealing.,9,7,-0.0,The patient's physical exam is otherwise unrevealing.,187,MedBullets df_op4 Q188,A,"The patient’s rectal temperature is 99°F (37.2°C), blood pressure is 80/50 mmHg, pulse is 134/min, and respirations are 34/min with an oxygen saturation of 98% O2 on room air.",7,7
