Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 35-year-old G0P0000 woman presents to her gynecologist with complaints of irregular menstruation.,0,3,25.69522343939368,A 35-year-old G0P0000 woman presents to her gynecologist with complaints of irregular menstruation.,84,MedBullets df_op4 Q85,,She has also had more frequent headaches than usual.,3,3
She has had only 2 periods in the last year.,1,9,0.0,She has had only 2 periods in the last year.,84,MedBullets df_op4 Q85,,"A pelvic exam reveals a normal cervix, an anteverted uterus without tenderness, and no adnexal masses.",9,9
She feels flushed without provocation and is experiencing occasional dyspareunia with post-coital spotting.,2,0,75.99036080762744,She feels flushed without provocation and is experiencing occasional dyspareunia with post-coital spotting.,84,MedBullets df_op4 Q85,,A 35-year-old G0P0000 woman presents to her gynecologist with complaints of irregular menstruation.,0,0
She has also had more frequent headaches than usual.,3,8,0.0,She has also had more frequent headaches than usual.,84,MedBullets df_op4 Q85,,The patient has Tanner 5 breasts and pubic hair.,8,8
The patient has a medical history of Hashimoto thyroiditis and takes levothyroxine daily.,4,4,11.410181899070826,The patient has a medical history of Hashimoto thyroiditis and takes levothyroxine daily.,84,MedBullets df_op4 Q85,,The patient has a medical history of Hashimoto thyroiditis and takes levothyroxine daily.,4,4
Her mother has type 1 diabetes mellitus.,5,6,0.0,Her mother has type 1 diabetes mellitus.,84,MedBullets df_op4 Q85,,"Her temperature is 98.5°F (36.9°C), pulse is 70/min, blood pressure is 118/76 mmHg, and respirations are 13/min.",6,6
"Her temperature is 98.5°F (36.9°C), pulse is 70/min, blood pressure is 118/76 mmHg, and respirations are 13/min.",6,2,32.12383854319289,"Her temperature is 98.5°F (36.9°C), pulse is 70/min, blood pressure is 118/76 mmHg, and respirations are 13/min.",84,MedBullets df_op4 Q85,,She feels flushed without provocation and is experiencing occasional dyspareunia with post-coital spotting.,2,2
Cardiopulmonary and abdominal exams are unremarkable.,7,7,0.0,Cardiopulmonary and abdominal exams are unremarkable.,84,MedBullets df_op4 Q85,,Cardiopulmonary and abdominal exams are unremarkable.,7,7
The patient has Tanner 5 breasts and pubic hair.,8,5,-0.0,The patient has Tanner 5 breasts and pubic hair.,84,MedBullets df_op4 Q85,,Her mother has type 1 diabetes mellitus.,5,5
"A pelvic exam reveals a normal cervix, an anteverted uterus without tenderness, and no adnexal masses.",9,1,46.7239078269084,"A pelvic exam reveals a normal cervix, an anteverted uterus without tenderness, and no adnexal masses.",84,MedBullets df_op4 Q85,,She has had only 2 periods in the last year.,1,1
