Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 55-year-old man presents with a 2-day history of mono-articular joint pain.,0,1,45.05797298325023,A 55-year-old man presents with a 2-day history of mono-articular joint pain.,58,MedBullets df_op4 Q59,B,"He is otherwise healthy and denies fever, chills, or recent trauma.",1,1
"He is otherwise healthy and denies fever, chills, or recent trauma.",1,5,23.63974081231623,"He is otherwise healthy and denies fever, chills, or recent trauma.",58,MedBullets df_op4 Q59,B,He is a non-smoker and does not drink alcohol or use recreational drugs.,5,5
His medical history is notable for a kidney stone 6 months ago.,2,7,21.82687220349908,His medical history is notable for a kidney stone 6 months ago.,58,MedBullets df_op4 Q59,B,"His temperature is 98.6°F (37°C), blood pressure is 133/84 mmHg, pulse is 84/min, and respirations are 15/min.",7,7
He underwent a dental procedure to extract an infected wisdom tooth 3 weeks ago.,3,2,39.1606823828842,He underwent a dental procedure to extract an infected wisdom tooth 3 weeks ago.,58,MedBullets df_op4 Q59,B,His medical history is notable for a kidney stone 6 months ago.,2,2
The patient does not take any medications.,4,10,0.0,The patient does not take any medications.,58,MedBullets df_op4 Q59,B,"Diagnostic arthrocentesis is performed and shows a leukocyte count of 30,000/mm^3 with 85% neutrophils.",10,10
He is a non-smoker and does not drink alcohol or use recreational drugs.,5,8,14.505242597855217,He is a non-smoker and does not drink alcohol or use recreational drugs.,58,MedBullets df_op4 Q59,B,His body mass index is 27 kg/m^2.,8,8
His family history is significant for osteoarthritis in his father who is 78.,6,6,22.03404657390085,His family history is significant for osteoarthritis in his father who is 78.,58,MedBullets df_op4 Q59,B,His family history is significant for osteoarthritis in his father who is 78.,6,6
"His temperature is 98.6°F (37°C), blood pressure is 133/84 mmHg, pulse is 84/min, and respirations are 15/min.",7,11,-0.0,"His temperature is 98.6°F (37°C), blood pressure is 133/84 mmHg, pulse is 84/min, and respirations are 15/min.",58,MedBullets df_op4 Q59,B,Polarized microscopy of the synovial fluid is shown in Figure A.,11,11
His body mass index is 27 kg/m^2.,8,9,2.532363111025097,His body mass index is 27 kg/m^2.,58,MedBullets df_op4 Q59,B,Physical examination shows a swollen and tender joint with overlying erythema.,9,9
Physical examination shows a swollen and tender joint with overlying erythema.,9,4,25.487523702093963,Physical examination shows a swollen and tender joint with overlying erythema.,58,MedBullets df_op4 Q59,B,The patient does not take any medications.,4,4
"Diagnostic arthrocentesis is performed and shows a leukocyte count of 30,000/mm^3 with 85% neutrophils.",10,0,64.17630571881286,"Diagnostic arthrocentesis is performed and shows a leukocyte count of 30,000/mm^3 with 85% neutrophils.",58,MedBullets df_op4 Q59,B,A 55-year-old man presents with a 2-day history of mono-articular joint pain.,0,0
Polarized microscopy of the synovial fluid is shown in Figure A.,11,3,34.82715318588834,Polarized microscopy of the synovial fluid is shown in Figure A.,58,MedBullets df_op4 Q59,B,He underwent a dental procedure to extract an infected wisdom tooth 3 weeks ago.,3,3
