Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 68-year-old woman presents to her primary care provider for dizziness.,0,11,0.0,A 68-year-old woman presents to her primary care provider for dizziness.,88,MedBullets df_op4 Q89,,Her current ECG can be seen in Figure A.,11,11
She often feels lightheaded and like she may “pass out” but never actually loses consciousness.,1,10,-0.0,She often feels lightheaded and like she may “pass out” but never actually loses consciousness.,88,MedBullets df_op4 Q89,,Her abdomen is non-distended and she has mild lower extremity edema.,10,10
She denies dyspnea on exertion or orthopnea.,2,9,0.0,She denies dyspnea on exertion or orthopnea.,88,MedBullets df_op4 Q89,,"On physical exam, she has an irregular heartbeat with normal cardiac sounds.",9,9
"The patient had a myocardial infarction 6 months ago, and she now has multiple drug-eluting stents.",3,1,24.162422045854345,"The patient had a myocardial infarction 6 months ago, and she now has multiple drug-eluting stents.",88,MedBullets df_op4 Q89,,She often feels lightheaded and like she may “pass out” but never actually loses consciousness.,1,1
Her ECG upon discharge from that hospitalization was normal.,4,8,0.0,Her ECG upon discharge from that hospitalization was normal.,88,MedBullets df_op4 Q89,,"Her temperature is 98.6°F (37°C), blood pressure is 118/75 mmHg, pulse is 92/min, and respirations are 12/min.",8,8
The patient has been taking all of her medications as instructed.,5,6,0.0,The patient has been taking all of her medications as instructed.,88,MedBullets df_op4 Q89,,Her medical history is otherwise significant for rheumatoid arthritis and migraines.,6,6
Her medical history is otherwise significant for rheumatoid arthritis and migraines.,6,7,0.0,Her medical history is otherwise significant for rheumatoid arthritis and migraines.,88,MedBullets df_op4 Q89,,"Her home medications include methotrexate, atorvastatin, clopidogrel, and aspirin.",7,7
"Her home medications include methotrexate, atorvastatin, clopidogrel, and aspirin.",7,0,35.27623551831002,"Her home medications include methotrexate, atorvastatin, clopidogrel, and aspirin.",88,MedBullets df_op4 Q89,,A 68-year-old woman presents to her primary care provider for dizziness.,0,0
"Her temperature is 98.6°F (37°C), blood pressure is 118/75 mmHg, pulse is 92/min, and respirations are 12/min.",8,3,16.360760714234704,"Her temperature is 98.6°F (37°C), blood pressure is 118/75 mmHg, pulse is 92/min, and respirations are 12/min.",88,MedBullets df_op4 Q89,,"The patient had a myocardial infarction 6 months ago, and she now has multiple drug-eluting stents.",3,3
"On physical exam, she has an irregular heartbeat with normal cardiac sounds.",9,2,23.244924116730456,"On physical exam, she has an irregular heartbeat with normal cardiac sounds.",88,MedBullets df_op4 Q89,,She denies dyspnea on exertion or orthopnea.,2,2
Her abdomen is non-distended and she has mild lower extremity edema.,10,5,-0.0,Her abdomen is non-distended and she has mild lower extremity edema.,88,MedBullets df_op4 Q89,,The patient has been taking all of her medications as instructed.,5,5
Her current ECG can be seen in Figure A.,11,4,5.316836247528054,Her current ECG can be seen in Figure A.,88,MedBullets df_op4 Q89,,Her ECG upon discharge from that hospitalization was normal.,4,4
