Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 4-week-old boy presents to the pediatrician for vomiting.,0,4,37.76907666630209,A 4-week-old boy presents to the pediatrician for vomiting.,136,MedBullets df_op4 Q137,A,The patient does not seem to be in any distress when he passes these bloody stools.,4,4
The patient is breastfed and typically feeds for 20-30 minutes every 2 hours.,1,2,51.15951726565427,The patient is breastfed and typically feeds for 20-30 minutes every 2 hours.,136,MedBullets df_op4 Q137,A,"One week ago, he began vomiting and regurgitating breastmilk through his nose after most feedings.",2,2
"One week ago, he began vomiting and regurgitating breastmilk through his nose after most feedings.",2,1,59.186326786875725,"One week ago, he began vomiting and regurgitating breastmilk through his nose after most feedings.",136,MedBullets df_op4 Q137,A,The patient is breastfed and typically feeds for 20-30 minutes every 2 hours.,1,1
His stools over the past week have also become blood-streaked.,3,5,19.19585931261572,His stools over the past week have also become blood-streaked.,136,MedBullets df_op4 Q137,A,The patient surpassed his birth weight by 2 weeks of age but has fallen 1 standard deviation on the growth curve since then.,5,5
The patient does not seem to be in any distress when he passes these bloody stools.,4,6,3.724728924381757,The patient does not seem to be in any distress when he passes these bloody stools.,136,MedBullets df_op4 Q137,A,"His temperature is 98.6°F (37°C), blood pressure is 78/47 mmHg, pulse is 115/min, and respirations are 28/min.",6,6
The patient surpassed his birth weight by 2 weeks of age but has fallen 1 standard deviation on the growth curve since then.,5,0,89.73297671285685,The patient surpassed his birth weight by 2 weeks of age but has fallen 1 standard deviation on the growth curve since then.,136,MedBullets df_op4 Q137,A,A 4-week-old boy presents to the pediatrician for vomiting.,0,0
"His temperature is 98.6°F (37°C), blood pressure is 78/47 mmHg, pulse is 115/min, and respirations are 28/min.",6,3,42.50857444078611,"His temperature is 98.6°F (37°C), blood pressure is 78/47 mmHg, pulse is 115/min, and respirations are 28/min.",136,MedBullets df_op4 Q137,A,His stools over the past week have also become blood-streaked.,3,3
"On physical exam, the patient is well-appearing.",7,10,0.0,"On physical exam, the patient is well-appearing.",136,MedBullets df_op4 Q137,A,A digital rectal exam reveals a small amount of blood in the rectal vault.,10,10
His face and back have the physical exam finding seen in Figure A.,8,9,0.0,His face and back have the physical exam finding seen in Figure A.,136,MedBullets df_op4 Q137,A,"The patient’s abdomen is soft, non-tender, and non-distended.",9,9
"The patient’s abdomen is soft, non-tender, and non-distended.",9,8,-0.0,"The patient’s abdomen is soft, non-tender, and non-distended.",136,MedBullets df_op4 Q137,A,His face and back have the physical exam finding seen in Figure A.,8,8
A digital rectal exam reveals a small amount of blood in the rectal vault.,10,7,2.2136296165268976,A digital rectal exam reveals a small amount of blood in the rectal vault.,136,MedBullets df_op4 Q137,A,"On physical exam, the patient is well-appearing.",7,7
