Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 65-year-old woman presents to her family doctor to reestablish care since losing her insurance.,0,4,1.4942371714617648,A 65-year-old woman presents to her family doctor to reestablish care since losing her insurance.,63,MedBullets df_op4 Q64,,She wakes up with achy wrists and elbows that she suspects is from years of using a computer keyboard.,4,4
She has not had time for regular check-ups.,1,9,0.0,She has not had time for regular check-ups.,63,MedBullets df_op4 Q64,,Her physical exam is grossly unremarkable.,9,9
She exercises 3-4 times a week and consumes red meat sparingly.,2,3,10.299774169921877,She exercises 3-4 times a week and consumes red meat sparingly.,63,MedBullets df_op4 Q64,,She drank and smoked cigarettes socially with coworkers but never at home or on vacation.,3,3
She drank and smoked cigarettes socially with coworkers but never at home or on vacation.,3,1,30.523287989225253,She drank and smoked cigarettes socially with coworkers but never at home or on vacation.,63,MedBullets df_op4 Q64,,She has not had time for regular check-ups.,1,1
She wakes up with achy wrists and elbows that she suspects is from years of using a computer keyboard.,4,0,48.85868798238179,She wakes up with achy wrists and elbows that she suspects is from years of using a computer keyboard.,63,MedBullets df_op4 Q64,,A 65-year-old woman presents to her family doctor to reestablish care since losing her insurance.,0,0
She completed menopause at age 52.,5,5,1.4123980464168424,She completed menopause at age 52.,63,MedBullets df_op4 Q64,,She completed menopause at age 52.,5,5
Her family history is notable for coronary artery disease on her father's side and colon cancer on her mother's side.,6,2,20.862559165428543,Her family history is notable for coronary artery disease on her father's side and colon cancer on her mother's side.,63,MedBullets df_op4 Q64,,She exercises 3-4 times a week and consumes red meat sparingly.,2,2
She last had a colonoscopy 5 years ago that revealed no abnormal findings.,7,8,0.0,She last had a colonoscopy 5 years ago that revealed no abnormal findings.,63,MedBullets df_op4 Q64,,"Her temperature is 99°F (37.2°C), blood pressure is 125/83 mmHg, pulse is 82/min, respirations are 12/min, and oxygen saturation is 99% on room air.",8,8
"Her temperature is 99°F (37.2°C), blood pressure is 125/83 mmHg, pulse is 82/min, respirations are 12/min, and oxygen saturation is 99% on room air.",8,6,0.0,"Her temperature is 99°F (37.2°C), blood pressure is 125/83 mmHg, pulse is 82/min, respirations are 12/min, and oxygen saturation is 99% on room air.",63,MedBullets df_op4 Q64,,Her family history is notable for coronary artery disease on her father's side and colon cancer on her mother's side.,6,6
Her physical exam is grossly unremarkable.,9,7,0.0,Her physical exam is grossly unremarkable.,63,MedBullets df_op4 Q64,,She last had a colonoscopy 5 years ago that revealed no abnormal findings.,7,7
