Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 69-year-old woman presents with pain in her hip and groin.,0,4,39.15493192451895,A 69-year-old woman presents with pain in her hip and groin.,75,MedBullets df_op4 Q76,B,The patient recently started taking high doses of vitamin D as she believes that it could help her symptoms.,4,4
The pain is present in the morning but is nearly unbearable by the end of the day.,1,5,26.565938111214862,The pain is present in the morning but is nearly unbearable by the end of the day.,75,MedBullets df_op4 Q76,B,She also recently fell off the treadmill while exercising at the gym.,5,5
"Her medical history is notable for a treated episode of acute renal failure, diabetes mellitus, obesity, and hypertension.",2,0,73.48083026707172,"Her medical history is notable for a treated episode of acute renal failure, diabetes mellitus, obesity, and hypertension.",75,MedBullets df_op4 Q76,B,A 69-year-old woman presents with pain in her hip and groin.,0,0
"Her current medications include losartan, metformin, insulin, and ibuprofen.",3,2,42.72481587957562,"Her current medications include losartan, metformin, insulin, and ibuprofen.",75,MedBullets df_op4 Q76,B,"Her medical history is notable for a treated episode of acute renal failure, diabetes mellitus, obesity, and hypertension.",2,2
The patient recently started taking high doses of vitamin D as she believes that it could help her symptoms.,4,1,55.91347827708548,The patient recently started taking high doses of vitamin D as she believes that it could help her symptoms.,75,MedBullets df_op4 Q76,B,The pain is present in the morning but is nearly unbearable by the end of the day.,1,1
She also recently fell off the treadmill while exercising at the gym.,5,3,40.596998533335125,She also recently fell off the treadmill while exercising at the gym.,75,MedBullets df_op4 Q76,B,"Her current medications include losartan, metformin, insulin, and ibuprofen.",3,3
"Her temperature is 98.6°F (37°C), blood pressure is 135/91 mmHg, pulse is 72/min, and respirations are 12/min.",6,9,0.0,"Her temperature is 98.6°F (37°C), blood pressure is 135/91 mmHg, pulse is 72/min, and respirations are 12/min.",75,MedBullets df_op4 Q76,B,The patient points to the areas that cause her pain stating that it is mostly over the groin.,9,9
"On exam, an obese woman in no distress is noted.",7,6,22.41249225366228,"On exam, an obese woman in no distress is noted.",75,MedBullets df_op4 Q76,B,"Her temperature is 98.6°F (37°C), blood pressure is 135/91 mmHg, pulse is 72/min, and respirations are 12/min.",6,6
"There is pain, decreased range of motion, and crepitus on exam of her right hip.",8,7,22.05436412092911,"There is pain, decreased range of motion, and crepitus on exam of her right hip.",75,MedBullets df_op4 Q76,B,"On exam, an obese woman in no distress is noted.",7,7
The patient points to the areas that cause her pain stating that it is mostly over the groin.,9,8,15.832527507308145,The patient points to the areas that cause her pain stating that it is mostly over the groin.,75,MedBullets df_op4 Q76,B,"There is pain, decreased range of motion, and crepitus on exam of her right hip.",8,8
