Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 24-year-old man presents to his primary care physician with left groin pain.,0,3,18.36129871008232,A 24-year-old man presents to his primary care physician with left groin pain.,216,MedBullets df_op4 Q217,D,He localizes the pain to the front of his groin.,3,3
The pain started a year ago and has progressed.,1,4,13.025969900420307,The pain started a year ago and has progressed.,216,MedBullets df_op4 Q217,D,He denies any erythema or swelling.,4,4
He now has 8/10 pain when climbing stairs or rising from a seated position.,2,10,0.0,He now has 8/10 pain when climbing stairs or rising from a seated position.,216,MedBullets df_op4 Q217,D,There is no point tenderness.,10,10
He localizes the pain to the front of his groin.,3,11,0.0,He localizes the pain to the front of his groin.,216,MedBullets df_op4 Q217,D,A radiograph is obtained as in Figure A.,11,11
He denies any erythema or swelling.,4,9,-0.0,He denies any erythema or swelling.,216,MedBullets df_op4 Q217,D,Physical exam reveals left groin pain at the terminal ranges of hip abduction and internal rotation.,9,9
"He has a history of hypertension, sickle cell anemia, and a splenectomy.",5,1,37.618053011049625,"He has a history of hypertension, sickle cell anemia, and a splenectomy.",216,MedBullets df_op4 Q217,D,The pain started a year ago and has progressed.,1,1
He drinks a glass of wine with dinner every night and took up scuba diving 2 months ago but otherwise does not exercise.,6,0,45.36696993616107,He drinks a glass of wine with dinner every night and took up scuba diving 2 months ago but otherwise does not exercise.,216,MedBullets df_op4 Q217,D,A 24-year-old man presents to his primary care physician with left groin pain.,0,0
"His temperature is 97.5°F (36.4°C), blood pressure is 124/68 mmHg, pulse is 82/min, and respirations are 16/min.",7,2,19.42992273927675,"His temperature is 97.5°F (36.4°C), blood pressure is 124/68 mmHg, pulse is 82/min, and respirations are 16/min.",216,MedBullets df_op4 Q217,D,He now has 8/10 pain when climbing stairs or rising from a seated position.,2,2
His body mass index (BMI) is 18.1 kg/m^2.,8,5,11.976903873679358,His body mass index (BMI) is 18.1 kg/m^2.,216,MedBullets df_op4 Q217,D,"He has a history of hypertension, sickle cell anemia, and a splenectomy.",5,5
Physical exam reveals left groin pain at the terminal ranges of hip abduction and internal rotation.,9,6,0.4479063778982589,Physical exam reveals left groin pain at the terminal ranges of hip abduction and internal rotation.,216,MedBullets df_op4 Q217,D,He drinks a glass of wine with dinner every night and took up scuba diving 2 months ago but otherwise does not exercise.,6,6
There is no point tenderness.,10,7,-0.0,There is no point tenderness.,216,MedBullets df_op4 Q217,D,"His temperature is 97.5°F (36.4°C), blood pressure is 124/68 mmHg, pulse is 82/min, and respirations are 16/min.",7,7
A radiograph is obtained as in Figure A.,11,8,0.0,A radiograph is obtained as in Figure A.,216,MedBullets df_op4 Q217,D,His body mass index (BMI) is 18.1 kg/m^2.,8,8
