Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 4-day-old girl presents with her parents to the pediatrician for a routine visit.,0,7,23.43217843654788,A 4-day-old girl presents with her parents to the pediatrician for a routine visit.,80,MedBullets df_op4 Q81,A,"On physical exam, the patient is in mild distress.",7,7
She was feeding well until this morning when she had several episodes of vomiting.,1,6,24.48464138561395,She was feeding well until this morning when she had several episodes of vomiting.,80,MedBullets df_op4 Q81,A,"The patient’s temperature is 99.2°F (37.3°C), blood pressure is 68/46 mmHg, pulse is 132/min, and respirations are 32/min.",6,6
The parents describe the vomitus as “bright green” and the patient has shown little interest in feeding since then.,2,8,15.178888145834208,The parents describe the vomitus as “bright green” and the patient has shown little interest in feeding since then.,80,MedBullets df_op4 Q81,A,She has no dysmorphic features.,8,8
She was born at 36 weeks gestation to a 37-year-old G2P2 mother.,3,2,45.97278388224143,She was born at 36 weeks gestation to a 37-year-old G2P2 mother.,80,MedBullets df_op4 Q81,A,The parents describe the vomitus as “bright green” and the patient has shown little interest in feeding since then.,2,2
"The pregnancy was complicated by gestational diabetes, and all prenatal testing was unremarkable.",4,4,33.697402711519175,"The pregnancy was complicated by gestational diabetes, and all prenatal testing was unremarkable.",80,MedBullets df_op4 Q81,A,"The pregnancy was complicated by gestational diabetes, and all prenatal testing was unremarkable.",4,4
The patient has not yet regained her birth weight and is in the 46th percentile for height and the 36th percentile for weight.,5,0,68.0863188259344,The patient has not yet regained her birth weight and is in the 46th percentile for height and the 36th percentile for weight.,80,MedBullets df_op4 Q81,A,A 4-day-old girl presents with her parents to the pediatrician for a routine visit.,0,0
"The patient’s temperature is 99.2°F (37.3°C), blood pressure is 68/46 mmHg, pulse is 132/min, and respirations are 32/min.",6,1,57.93744988120703,"The patient’s temperature is 99.2°F (37.3°C), blood pressure is 68/46 mmHg, pulse is 132/min, and respirations are 32/min.",80,MedBullets df_op4 Q81,A,She was feeding well until this morning when she had several episodes of vomiting.,1,1
"On physical exam, the patient is in mild distress.",7,11,3.7060241937615706,"On physical exam, the patient is in mild distress.",80,MedBullets df_op4 Q81,A,The patient’s abdominal radiograph can be seen in Figure A and the patient’s upper gastrointestinal series can be seen in Figure B.,11,11
She has no dysmorphic features.,8,9,10.451593862606671,She has no dysmorphic features.,80,MedBullets df_op4 Q81,A,Her abdomen is distended and firm without guarding.,9,9
Her abdomen is distended and firm without guarding.,9,3,34.49360630019305,Her abdomen is distended and firm without guarding.,80,MedBullets df_op4 Q81,A,She was born at 36 weeks gestation to a 37-year-old G2P2 mother.,3,3
Bowel sounds are hypoactive.,10,10,9.024399406869298,Bowel sounds are hypoactive.,80,MedBullets df_op4 Q81,A,Bowel sounds are hypoactive.,10,10
The patient’s abdominal radiograph can be seen in Figure A and the patient’s upper gastrointestinal series can be seen in Figure B.,11,5,30.126086368777973,The patient’s abdominal radiograph can be seen in Figure A and the patient’s upper gastrointestinal series can be seen in Figure B.,80,MedBullets df_op4 Q81,A,The patient has not yet regained her birth weight and is in the 46th percentile for height and the 36th percentile for weight.,5,5
