Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
An 83-year-old man is brought to the emergency department by his daughter due to confusion over the last 2 weeks.,0,4,51.33073357976144,An 83-year-old man is brought to the emergency department by his daughter due to confusion over the last 2 weeks.,221,MedBullets df_op4 Q222,A,The patient is unable to provide a clear history.,4,4
The patient initially became less talkative than usual before starting to confuse her with her sister.,1,7,35.39691122059575,The patient initially became less talkative than usual before starting to confuse her with her sister.,221,MedBullets df_op4 Q222,A,"His temperature is 98.5° F (36.9° C), blood pressure is 122/74 mmHg, pulse is 75/min, and respirations are 14/min.",7,7
The patient also could not remember what day of the week it was and he was out of groceries and likely had been for several days when visited.,2,3,55.142884254455566,The patient also could not remember what day of the week it was and he was out of groceries and likely had been for several days when visited.,221,MedBullets df_op4 Q222,A,"While she was talking to him, he fell asleep and was difficult to rouse.",3,3
"While she was talking to him, he fell asleep and was difficult to rouse.",3,9,25.56337404390034,"While she was talking to him, he fell asleep and was difficult to rouse.",221,MedBullets df_op4 Q222,A,"Neurologic exam reveals intact cranial nerves, 1+ deep tendon reflexes throughout, and 4/5 strength in all extremities.",9,9
The patient is unable to provide a clear history.,4,10,22.24752065517332,The patient is unable to provide a clear history.,221,MedBullets df_op4 Q222,A,There is a 3 x 5 cm green-blue area of ecchymosis on the lateral aspect of his left knee.,10,10
"He has a medical history of hypertension, glaucoma, and osteoarthritis in his left knee that requires him to walk with a cane.",5,2,57.9102558050412,"He has a medical history of hypertension, glaucoma, and osteoarthritis in his left knee that requires him to walk with a cane.",221,MedBullets df_op4 Q222,A,The patient also could not remember what day of the week it was and he was out of groceries and likely had been for several days when visited.,2,2
"He takes hydrochlorothiazide, timolol eyedrops, and occasional acetaminophen.",6,8,30.859856531926376,"He takes hydrochlorothiazide, timolol eyedrops, and occasional acetaminophen.",221,MedBullets df_op4 Q222,A,"The patient is lethargic but arousable, oriented only to person, and disheveled.",8,8
"His temperature is 98.5° F (36.9° C), blood pressure is 122/74 mmHg, pulse is 75/min, and respirations are 14/min.",7,5,38.46226679967543,"His temperature is 98.5° F (36.9° C), blood pressure is 122/74 mmHg, pulse is 75/min, and respirations are 14/min.",221,MedBullets df_op4 Q222,A,"He has a medical history of hypertension, glaucoma, and osteoarthritis in his left knee that requires him to walk with a cane.",5,5
"The patient is lethargic but arousable, oriented only to person, and disheveled.",8,1,68.04234392281984,"The patient is lethargic but arousable, oriented only to person, and disheveled.",221,MedBullets df_op4 Q222,A,The patient initially became less talkative than usual before starting to confuse her with her sister.,1,1
"Neurologic exam reveals intact cranial nerves, 1+ deep tendon reflexes throughout, and 4/5 strength in all extremities.",9,11,-0.0,"Neurologic exam reveals intact cranial nerves, 1+ deep tendon reflexes throughout, and 4/5 strength in all extremities.",221,MedBullets df_op4 Q222,A,A CT of the head without contrast is performed and shown in Figure A.,11,11
There is a 3 x 5 cm green-blue area of ecchymosis on the lateral aspect of his left knee.,10,0,80.87925321557776,There is a 3 x 5 cm green-blue area of ecchymosis on the lateral aspect of his left knee.,221,MedBullets df_op4 Q222,A,An 83-year-old man is brought to the emergency department by his daughter due to confusion over the last 2 weeks.,0,0
A CT of the head without contrast is performed and shown in Figure A.,11,6,38.16055451309497,A CT of the head without contrast is performed and shown in Figure A.,221,MedBullets df_op4 Q222,A,"He takes hydrochlorothiazide, timolol eyedrops, and occasional acetaminophen.",6,6
