Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 67-year-old man presents to the emergency department with shortness of breath.,0,9,0.0,A 67-year-old man presents to the emergency department with shortness of breath.,177,MedBullets df_op4 Q178,,The patient is given an initial dose of atropine but this has no effect.,9,9
His dyspnea began 1 hour ago while he was sitting in a chair watching television.,1,2,12.623243043584448,His dyspnea began 1 hour ago while he was sitting in a chair watching television.,177,MedBullets df_op4 Q178,,He also endorses lightheadedness and fatigue but denies chest pain.,2,2
He also endorses lightheadedness and fatigue but denies chest pain.,2,3,0.0642929077148437,He also endorses lightheadedness and fatigue but denies chest pain.,177,MedBullets df_op4 Q178,,"Two weeks ago, he had a mitral valve repair for mitral insufficiency secondary to myxomatous degeneration.",3,3
"Two weeks ago, he had a mitral valve repair for mitral insufficiency secondary to myxomatous degeneration.",3,1,50.78223987738012,"Two weeks ago, he had a mitral valve repair for mitral insufficiency secondary to myxomatous degeneration.",177,MedBullets df_op4 Q178,,His dyspnea began 1 hour ago while he was sitting in a chair watching television.,1,1
"His medical history is otherwise significant for hypertension and diabetes mellitus, for which he takes metformin and lisinopril.",4,6,0.0,"His medical history is otherwise significant for hypertension and diabetes mellitus, for which he takes metformin and lisinopril.",177,MedBullets df_op4 Q178,,"On physical exam, he appears to be in moderate distress.",6,6
"His temperature is 98.8°F (37.1°C), blood pressure is 85/54 mmHg, pulse is 48/min, and respirations are 22/min.",5,0,75.28182242808487,"His temperature is 98.8°F (37.1°C), blood pressure is 85/54 mmHg, pulse is 48/min, and respirations are 22/min.",177,MedBullets df_op4 Q178,,A 67-year-old man presents to the emergency department with shortness of breath.,0,0
"On physical exam, he appears to be in moderate distress.",6,7,0.0,"On physical exam, he appears to be in moderate distress.",177,MedBullets df_op4 Q178,,He has normal cardiac sounds with an irregular rhythm.,7,7
He has normal cardiac sounds with an irregular rhythm.,7,8,0.0,He has normal cardiac sounds with an irregular rhythm.,177,MedBullets df_op4 Q178,,"His lungs are clear to auscultation bilaterally, and his electrocardiogram can be seen in Figure A.",8,8
"His lungs are clear to auscultation bilaterally, and his electrocardiogram can be seen in Figure A.",8,4,0.0,"His lungs are clear to auscultation bilaterally, and his electrocardiogram can be seen in Figure A.",177,MedBullets df_op4 Q178,,"His medical history is otherwise significant for hypertension and diabetes mellitus, for which he takes metformin and lisinopril.",4,4
The patient is given an initial dose of atropine but this has no effect.,9,5,0.0,The patient is given an initial dose of atropine but this has no effect.,177,MedBullets df_op4 Q178,,"His temperature is 98.8°F (37.1°C), blood pressure is 85/54 mmHg, pulse is 48/min, and respirations are 22/min.",5,5
