Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 21-year-old man presents to the emergency room with right lower quadrant pain that started this afternoon at his wrestling match.,0,1,44.0380160501031,A 21-year-old man presents to the emergency room with right lower quadrant pain that started this afternoon at his wrestling match.,199,MedBullets df_op4 Q200,A,He also endorses loss of appetite and subjective fever.,1,1
He also endorses loss of appetite and subjective fever.,1,9,0.0,He also endorses loss of appetite and subjective fever.,199,MedBullets df_op4 Q200,A,The scan also shows a large liver mass measuring 6 cm as seen in Figure A.,9,9
"He has had vague, mild discomfort in the right upper quadrant since the start of this wrestling season.",2,5,13.35797493904829,"He has had vague, mild discomfort in the right upper quadrant since the start of this wrestling season.",199,MedBullets df_op4 Q200,A,"His temperature is 98.6°F (37°C), blood pressure is 119/72 mmHg, pulse is 102/min, and respirations are 12/min.",5,5
He endorses a history of unprotected sex with multiple partners and intravenous drug use during a recent vacation to Mexico but has no other significant medical history.,3,2,36.83377601191995,He endorses a history of unprotected sex with multiple partners and intravenous drug use during a recent vacation to Mexico but has no other significant medical history.,199,MedBullets df_op4 Q200,A,"He has had vague, mild discomfort in the right upper quadrant since the start of this wrestling season.",2,2
He drinks socially and has never smoked.,4,8,0.0,He drinks socially and has never smoked.,199,MedBullets df_op4 Q200,A,A CT of the abdomen confirms appendicitis.,8,8
"His temperature is 98.6°F (37°C), blood pressure is 119/72 mmHg, pulse is 102/min, and respirations are 12/min.",5,0,65.09296794223691,"His temperature is 98.6°F (37°C), blood pressure is 119/72 mmHg, pulse is 102/min, and respirations are 12/min.",199,MedBullets df_op4 Q200,A,A 21-year-old man presents to the emergency room with right lower quadrant pain that started this afternoon at his wrestling match.,0,0
Physical exam demonstrates pain on palpation of the right lower quadrant and mild pain in the right upper quadrant.,6,7,10.273628739681325,Physical exam demonstrates pain on palpation of the right lower quadrant and mild pain in the right upper quadrant.,199,MedBullets df_op4 Q200,A,"He has significant acne on his face, chest, and back.",7,7
"He has significant acne on his face, chest, and back.",7,4,20.379438751812604,"He has significant acne on his face, chest, and back.",199,MedBullets df_op4 Q200,A,He drinks socially and has never smoked.,4,4
A CT of the abdomen confirms appendicitis.,8,6,12.38816114105266,A CT of the abdomen confirms appendicitis.,199,MedBullets df_op4 Q200,A,Physical exam demonstrates pain on palpation of the right lower quadrant and mild pain in the right upper quadrant.,6,6
The scan also shows a large liver mass measuring 6 cm as seen in Figure A.,9,3,22.043974109831204,The scan also shows a large liver mass measuring 6 cm as seen in Figure A.,199,MedBullets df_op4 Q200,A,He endorses a history of unprotected sex with multiple partners and intravenous drug use during a recent vacation to Mexico but has no other significant medical history.,3,3
