Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
"A 57-year-old immigrant from Nigeria presents to the emergency department for sudden, severe pain and swelling in her lower extremity.",0,0,56.74151224683499,"A 57-year-old immigrant from Nigeria presents to the emergency department for sudden, severe pain and swelling in her lower extremity.",207,MedBullets df_op4 Q208,A,"A 57-year-old immigrant from Nigeria presents to the emergency department for sudden, severe pain and swelling in her lower extremity.",0,0
She was at a rehabilitation hospital when her symptoms started.,1,5,24.444304427010724,She was at a rehabilitation hospital when her symptoms started.,207,MedBullets df_op4 Q208,A,"Her temperature is 98.6°F (37°C), blood pressure is 115/71 mmHg, pulse is 72/min, and respirations are 12/min.",5,5
"The patient has a medical history of obesity, diabetes, bipolar disorder, and tonic-clonic seizures.",2,1,55.89025146514177,"The patient has a medical history of obesity, diabetes, bipolar disorder, and tonic-clonic seizures.",207,MedBullets df_op4 Q208,A,She was at a rehabilitation hospital when her symptoms started.,1,1
"Her current medications include metformin, insulin, lisinopril, and valproic acid.",3,4,25.31892441216193,"Her current medications include metformin, insulin, lisinopril, and valproic acid.",207,MedBullets df_op4 Q208,A,The patient has IV drug and alcohol use disorder and has presented to the ED many times for intoxication.,4,4
The patient has IV drug and alcohol use disorder and has presented to the ED many times for intoxication.,4,3,28.17149267958811,The patient has IV drug and alcohol use disorder and has presented to the ED many times for intoxication.,207,MedBullets df_op4 Q208,A,"Her current medications include metformin, insulin, lisinopril, and valproic acid.",3,3
"Her temperature is 98.6°F (37°C), blood pressure is 115/71 mmHg, pulse is 72/min, and respirations are 12/min.",5,8,0.0,"Her temperature is 98.6°F (37°C), blood pressure is 115/71 mmHg, pulse is 72/min, and respirations are 12/min.",207,MedBullets df_op4 Q208,A,The patient is then transferred to the general medicine floor for continued management.,8,8
Physical exam reveals anasarca and asymmetric lower extremity swelling.,6,2,39.55272611207954,Physical exam reveals anasarca and asymmetric lower extremity swelling.,207,MedBullets df_op4 Q208,A,"The patient has a medical history of obesity, diabetes, bipolar disorder, and tonic-clonic seizures.",2,2
"Based on the results of a doppler ultrasound of her swollen lower extremity, heparin is started.",7,9,0.0,"Based on the results of a doppler ultrasound of her swollen lower extremity, heparin is started.",207,MedBullets df_op4 Q208,A,Laboratory studies are shown below.,9,9
The patient is then transferred to the general medicine floor for continued management.,8,6,0.0,The patient is then transferred to the general medicine floor for continued management.,207,MedBullets df_op4 Q208,A,Physical exam reveals anasarca and asymmetric lower extremity swelling.,6,6
Laboratory studies are shown below.,9,7,-0.0,Laboratory studies are shown below.,207,MedBullets df_op4 Q208,A,"Based on the results of a doppler ultrasound of her swollen lower extremity, heparin is started.",7,7
