Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 52-year-old G3P3 woman presents to clinic with a 2-year history of urinary incontinence.,0,4,39.16230856595381,A 52-year-old G3P3 woman presents to clinic with a 2-year history of urinary incontinence.,305,MedBullets df_op4 Q306,A,She has no chronic medical illnesses and no surgical history.,4,4
"She has had frequent, involuntary loss of urine over the last 2 years but presented today because of 10 days of dysuria.",1,2,68.06997585133986,"She has had frequent, involuntary loss of urine over the last 2 years but presented today because of 10 days of dysuria.",305,MedBullets df_op4 Q306,A,She has been treated for 2 urinary tract infections over the past 6 months.,2,2
She has been treated for 2 urinary tract infections over the past 6 months.,2,5,37.6433355435729,She has been treated for 2 urinary tract infections over the past 6 months.,305,MedBullets df_op4 Q306,A,"Her temperature is 99.5°F (37.5°C), blood pressure is 120/80 mmHg, pulse is 92/min, and respirations are 15/min.",5,5
She does not endorse any loss of urine with coughing or laughter.,3,8,22.8639223781768,She does not endorse any loss of urine with coughing or laughter.,305,MedBullets df_op4 Q306,A,The mass does not change with Valsava maneuver.,8,8
She has no chronic medical illnesses and no surgical history.,4,7,23.063408664667268,She has no chronic medical illnesses and no surgical history.,305,MedBullets df_op4 Q306,A,"On pelvic examination, the vagina is dry and atrophic with a 2-cm tender, palpable anterior vaginal mass.",7,7
"Her temperature is 99.5°F (37.5°C), blood pressure is 120/80 mmHg, pulse is 92/min, and respirations are 15/min.",5,1,81.87500029096795,"Her temperature is 99.5°F (37.5°C), blood pressure is 120/80 mmHg, pulse is 92/min, and respirations are 15/min.",305,MedBullets df_op4 Q306,A,"She has had frequent, involuntary loss of urine over the last 2 years but presented today because of 10 days of dysuria.",1,1
Her BMI is 30 kg/m^2.,6,9,0.0,Her BMI is 30 kg/m^2.,305,MedBullets df_op4 Q306,A,Her postvoid residual volume is 60 mL.,9,9
"On pelvic examination, the vagina is dry and atrophic with a 2-cm tender, palpable anterior vaginal mass.",7,0,88.7416814008187,"On pelvic examination, the vagina is dry and atrophic with a 2-cm tender, palpable anterior vaginal mass.",305,MedBullets df_op4 Q306,A,A 52-year-old G3P3 woman presents to clinic with a 2-year history of urinary incontinence.,0,0
The mass does not change with Valsava maneuver.,8,3,42.86091270138825,The mass does not change with Valsava maneuver.,305,MedBullets df_op4 Q306,A,She does not endorse any loss of urine with coughing or laughter.,3,3
Her postvoid residual volume is 60 mL.,9,6,25.50842961323813,Her postvoid residual volume is 60 mL.,305,MedBullets df_op4 Q306,A,Her BMI is 30 kg/m^2.,6,6
