Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 27-year-old woman presents to her primary care physician for an abnormal vaginal discharge.,0,3,40.28009936502916,A 27-year-old woman presents to her primary care physician for an abnormal vaginal discharge.,53,MedBullets df_op4 Q54,A,She has 1 to 2 alcoholic drinks per day.,3,3
The patient has engaged in unprotected intercourse with 12 different partners.,1,6,17.585606134414668,The patient has engaged in unprotected intercourse with 12 different partners.,53,MedBullets df_op4 Q54,A,The patient presents to the emergency department 3 days later with a complaint of a rash.,6,6
"She has a medical history of asthma, IV drug abuse, and depression.",2,2,47.885503113269806,"She has a medical history of asthma, IV drug abuse, and depression.",53,MedBullets df_op4 Q54,A,"She has a medical history of asthma, IV drug abuse, and depression.",2,2
She has 1 to 2 alcoholic drinks per day.,3,8,14.375546209807135,She has 1 to 2 alcoholic drinks per day.,53,MedBullets df_op4 Q54,A,"Her temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 91/min, respirations are 14/min, and oxygen saturation is 98% on room air.",8,8
She feels ashamed of her behavior and is requesting treatment for her condition and advice for safe sex.,4,1,51.66073241423192,She feels ashamed of her behavior and is requesting treatment for her condition and advice for safe sex.,53,MedBullets df_op4 Q54,A,The patient has engaged in unprotected intercourse with 12 different partners.,1,1
The patient is given antibiotics and is advised on safe sex practices.,5,5,31.609385699743,The patient is given antibiotics and is advised on safe sex practices.,53,MedBullets df_op4 Q54,A,The patient is given antibiotics and is advised on safe sex practices.,5,5
The patient presents to the emergency department 3 days later with a complaint of a rash.,6,4,32.25610023509661,The patient presents to the emergency department 3 days later with a complaint of a rash.,53,MedBullets df_op4 Q54,A,She feels ashamed of her behavior and is requesting treatment for her condition and advice for safe sex.,4,4
She states that every time she has sex a rash has emerged on her skin.,7,7,17.1682891481019,She states that every time she has sex a rash has emerged on her skin.,53,MedBullets df_op4 Q54,A,She states that every time she has sex a rash has emerged on her skin.,7,7
"Her temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 91/min, respirations are 14/min, and oxygen saturation is 98% on room air.",8,0,114.40150155453829,"Her temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 91/min, respirations are 14/min, and oxygen saturation is 98% on room air.",53,MedBullets df_op4 Q54,A,A 27-year-old woman presents to her primary care physician for an abnormal vaginal discharge.,0,0
A physical exam is notable for the finding in Figure A.,9,9,-0.0,A physical exam is notable for the finding in Figure A.,53,MedBullets df_op4 Q54,A,A physical exam is notable for the finding in Figure A.,9,9
