Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 55-year-old man presents to the emergency department with worsening dyspnea over the past 48 hours.,0,1,61.29961702953812,A 55-year-old man presents to the emergency department with worsening dyspnea over the past 48 hours.,272,MedBullets df_op4 Q273,A,He recently had a cold that kept him home from work for the past week.,1,1
He recently had a cold that kept him home from work for the past week.,1,3,42.56431339061226,He recently had a cold that kept him home from work for the past week.,272,MedBullets df_op4 Q273,A,He had his Achilles tendon repaired 4 weeks ago and he has been less mobile.,3,3
"He has a past medical history of diabetes, obesity, and hypertension.",2,7,23.882856242358685,"He has a past medical history of diabetes, obesity, and hypertension.",272,MedBullets df_op4 Q273,A,The patient’s blood pressure is 130/70 mmHg during inspiration.,7,7
He had his Achilles tendon repaired 4 weeks ago and he has been less mobile.,3,4,36.27834898646099,He had his Achilles tendon repaired 4 weeks ago and he has been less mobile.,272,MedBullets df_op4 Q273,A,"His temperature is 99.2°F (37.3°C), blood pressure is 150/85 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",4,4
"His temperature is 99.2°F (37.3°C), blood pressure is 150/85 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",4,0,73.48273176216959,"His temperature is 99.2°F (37.3°C), blood pressure is 150/85 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 100% on room air.",272,MedBullets df_op4 Q273,A,A 55-year-old man presents to the emergency department with worsening dyspnea over the past 48 hours.,0,0
Physical exam is notable for dyspnea provoked by walking short distances.,5,6,29.06399757931037,Physical exam is notable for dyspnea provoked by walking short distances.,272,MedBullets df_op4 Q273,A,Jugular venous distension is noted on exam.,6,6
Jugular venous distension is noted on exam.,6,8,13.564997950736844,Jugular venous distension is noted on exam.,272,MedBullets df_op4 Q273,A,A bedside echocardiogram demonstrates impaired diastolic filling with normal ventricular contractility.,8,8
The patient’s blood pressure is 130/70 mmHg during inspiration.,7,5,30.71500756643886,The patient’s blood pressure is 130/70 mmHg during inspiration.,272,MedBullets df_op4 Q273,A,Physical exam is notable for dyspnea provoked by walking short distances.,5,5
A bedside echocardiogram demonstrates impaired diastolic filling with normal ventricular contractility.,8,2,43.632164582390295,A bedside echocardiogram demonstrates impaired diastolic filling with normal ventricular contractility.,272,MedBullets df_op4 Q273,A,"He has a past medical history of diabetes, obesity, and hypertension.",2,2
An ECG is performed as seen in Figure A.,9,9,0.0,An ECG is performed as seen in Figure A.,272,MedBullets df_op4 Q273,A,An ECG is performed as seen in Figure A.,9,9
