Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 41-year-old man presents to his primary care provider after seeing bright red blood in the toilet bowl after his last 2 bowel movements.,0,0,60.872427268536114,A 41-year-old man presents to his primary care provider after seeing bright red blood in the toilet bowl after his last 2 bowel movements.,155,MedBullets df_op4 Q156,,A 41-year-old man presents to his primary care provider after seeing bright red blood in the toilet bowl after his last 2 bowel movements.,0,0
He reports that he also noticed some blood mixed with his stool.,1,9,0.0,He reports that he also noticed some blood mixed with his stool.,155,MedBullets df_op4 Q156,,"Bowel sounds are present, and there is no hepatomegaly.",9,9
The patient denies abdominal pain or any changes in his stool habits.,2,5,3.3211708068847656,The patient denies abdominal pain or any changes in his stool habits.,155,MedBullets df_op4 Q156,,He drinks 2-3 beers on the weekend and he has never smoked.,5,5
He notes a weight loss of 8 pounds in the last 2 months with no changes in his diet or exercise habits.,3,4,5.650289446763867,He notes a weight loss of 8 pounds in the last 2 months with no changes in his diet or exercise habits.,155,MedBullets df_op4 Q156,,His medical history is significant for an episode of pancreatitis 2 years ago for which he was hospitalized for several days.,4,4
His medical history is significant for an episode of pancreatitis 2 years ago for which he was hospitalized for several days.,4,3,9.577543331017257,His medical history is significant for an episode of pancreatitis 2 years ago for which he was hospitalized for several days.,155,MedBullets df_op4 Q156,,He notes a weight loss of 8 pounds in the last 2 months with no changes in his diet or exercise habits.,3,3
He drinks 2-3 beers on the weekend and he has never smoked.,5,2,11.989066643515232,He drinks 2-3 beers on the weekend and he has never smoked.,155,MedBullets df_op4 Q156,,The patient denies abdominal pain or any changes in his stool habits.,2,2
He has no family history of colon cancer.,6,8,0.0,He has no family history of colon cancer.,155,MedBullets df_op4 Q156,,"On physical exam, his abdomen is soft and non-tender to palpation.",8,8
"His temperature is 97.6°F (36.4°C), blood pressure is 135/78 mmHg, pulse is 88/min, and respirations are 14/min.",7,1,14.977984294765214,"His temperature is 97.6°F (36.4°C), blood pressure is 135/78 mmHg, pulse is 88/min, and respirations are 14/min.",155,MedBullets df_op4 Q156,,He reports that he also noticed some blood mixed with his stool.,1,1
"On physical exam, his abdomen is soft and non-tender to palpation.",8,6,-0.0,"On physical exam, his abdomen is soft and non-tender to palpation.",155,MedBullets df_op4 Q156,,He has no family history of colon cancer.,6,6
"Bowel sounds are present, and there is no hepatomegaly.",9,7,-0.0,"Bowel sounds are present, and there is no hepatomegaly.",155,MedBullets df_op4 Q156,,"His temperature is 97.6°F (36.4°C), blood pressure is 135/78 mmHg, pulse is 88/min, and respirations are 14/min.",7,7
