Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 65-year-old man presents to the emergency department with anxiety and intermittent palpitations.,0,10,0.0,A 65-year-old man presents to the emergency department with anxiety and intermittent palpitations.,224,MedBullets df_op4 Q225,,An ECG is performed as seen in Figure A.,10,10
He began feeling the palpitations 3 days ago while eating dinner.,1,9,-0.0,He began feeling the palpitations 3 days ago while eating dinner.,224,MedBullets df_op4 Q225,,The patient requires 3 liters of oxygen today.,9,9
"He denies chest pain, shortness of breath, or loss of consciousness.",2,8,0.0,"He denies chest pain, shortness of breath, or loss of consciousness.",224,MedBullets df_op4 Q225,,An echocardiogram performed 1 month ago showed a left ventricular ejection fraction of 60-65%.,8,8
"He has a history of hypertension, major depressive disorder, Raynaud disease, and chronic obstructive pulmonary disease (COPD) on 2 liters of oxygen at home.",3,1,38.87830831828583,"He has a history of hypertension, major depressive disorder, Raynaud disease, and chronic obstructive pulmonary disease (COPD) on 2 liters of oxygen at home.",224,MedBullets df_op4 Q225,,He began feeling the palpitations 3 days ago while eating dinner.,1,1
"Current medications include lisinopril, inhaled umeclidinium-vilanterol, and as-needed albuterol.",4,0,53.68510386576395,"Current medications include lisinopril, inhaled umeclidinium-vilanterol, and as-needed albuterol.",224,MedBullets df_op4 Q225,,A 65-year-old man presents to the emergency department with anxiety and intermittent palpitations.,0,0
He drinks 4 beers a day and has smoked 1 pack of cigarettes a day for 40 years.,5,3,16.501072649379854,He drinks 4 beers a day and has smoked 1 pack of cigarettes a day for 40 years.,224,MedBullets df_op4 Q225,,"He has a history of hypertension, major depressive disorder, Raynaud disease, and chronic obstructive pulmonary disease (COPD) on 2 liters of oxygen at home.",3,3
"His temperature is 98.9° F (37.2° C), blood pressure is 130/85 mmHg, pulse is 125/min, and respirations are 16/min.",6,4,3.939745342949215,"His temperature is 98.9° F (37.2° C), blood pressure is 130/85 mmHg, pulse is 125/min, and respirations are 16/min.",224,MedBullets df_op4 Q225,,"Current medications include lisinopril, inhaled umeclidinium-vilanterol, and as-needed albuterol.",4,4
Physical exam is notable for an irregular pulse and scattered end-expiratory wheezes.,7,2,30.22751521502424,Physical exam is notable for an irregular pulse and scattered end-expiratory wheezes.,224,MedBullets df_op4 Q225,,"He denies chest pain, shortness of breath, or loss of consciousness.",2,2
An echocardiogram performed 1 month ago showed a left ventricular ejection fraction of 60-65%.,8,7,0.0,An echocardiogram performed 1 month ago showed a left ventricular ejection fraction of 60-65%.,224,MedBullets df_op4 Q225,,Physical exam is notable for an irregular pulse and scattered end-expiratory wheezes.,7,7
The patient requires 3 liters of oxygen today.,9,6,0.0,The patient requires 3 liters of oxygen today.,224,MedBullets df_op4 Q225,,"His temperature is 98.9° F (37.2° C), blood pressure is 130/85 mmHg, pulse is 125/min, and respirations are 16/min.",6,6
An ECG is performed as seen in Figure A.,10,5,0.0,An ECG is performed as seen in Figure A.,224,MedBullets df_op4 Q225,,He drinks 4 beers a day and has smoked 1 pack of cigarettes a day for 40 years.,5,5
