Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 54-year-old man is brought to the emergency department following a skiing accident.,0,11,0.0,A 54-year-old man is brought to the emergency department following a skiing accident.,195,MedBullets df_op4 Q196,,A head CT is performed and can be seen in Figure A.,11,11
The patient lost control of his skis and collided with a tree.,1,10,0.0,The patient lost control of his skis and collided with a tree.,195,MedBullets df_op4 Q196,,He is difficult to arouse with a GCS of 7.,10,10
He lost consciousness for about 30 seconds.,2,9,0.0,He lost consciousness for about 30 seconds.,195,MedBullets df_op4 Q196,,"In the emergency department, his temperature is 97.8°F (36.6°C), blood pressure is 141/84 mmHg, pulse is 71/min, and respirations are 16/min.",9,9
"When he woke up, he was mildly confused but able to ski down the rest of the mountain.",3,8,0.0,"When he woke up, he was mildly confused but able to ski down the rest of the mountain.",195,MedBullets df_op4 Q196,,His medications include atorvastatin and lisinopril.,8,8
The patient initially denied medical treatment but his wife convinced him to be taken by ambulance to the emergency department for evaluation.,4,7,0.0,The patient initially denied medical treatment but his wife convinced him to be taken by ambulance to the emergency department for evaluation.,195,MedBullets df_op4 Q196,,"His medical history is significant for hypertension, hyperlipidemia, coronary artery disease, and a prior transient ischemic attack.",7,7
The paramedics report that at the scene the patient had a Glasgow Coma Score (GCS) of 15.,5,3,4.46980889912033,The paramedics report that at the scene the patient had a Glasgow Coma Score (GCS) of 15.,195,MedBullets df_op4 Q196,,"When he woke up, he was mildly confused but able to ski down the rest of the mountain.",3,3
"During the ride, he became gradually more somnolent.",6,1,14.731514582517228,"During the ride, he became gradually more somnolent.",195,MedBullets df_op4 Q196,,The patient lost control of his skis and collided with a tree.,1,1
"His medical history is significant for hypertension, hyperlipidemia, coronary artery disease, and a prior transient ischemic attack.",7,4,4.147441179902032,"His medical history is significant for hypertension, hyperlipidemia, coronary artery disease, and a prior transient ischemic attack.",195,MedBullets df_op4 Q196,,The patient initially denied medical treatment but his wife convinced him to be taken by ambulance to the emergency department for evaluation.,4,4
His medications include atorvastatin and lisinopril.,8,6,0.0,His medications include atorvastatin and lisinopril.,195,MedBullets df_op4 Q196,,"During the ride, he became gradually more somnolent.",6,6
"In the emergency department, his temperature is 97.8°F (36.6°C), blood pressure is 141/84 mmHg, pulse is 71/min, and respirations are 16/min.",9,0,48.37062241337448,"In the emergency department, his temperature is 97.8°F (36.6°C), blood pressure is 141/84 mmHg, pulse is 71/min, and respirations are 16/min.",195,MedBullets df_op4 Q196,,A 54-year-old man is brought to the emergency department following a skiing accident.,0,0
He is difficult to arouse with a GCS of 7.,10,5,0.0,He is difficult to arouse with a GCS of 7.,195,MedBullets df_op4 Q196,,The paramedics report that at the scene the patient had a Glasgow Coma Score (GCS) of 15.,5,5
A head CT is performed and can be seen in Figure A.,11,2,9.088915501982244,A head CT is performed and can be seen in Figure A.,195,MedBullets df_op4 Q196,,He lost consciousness for about 30 seconds.,2,2
