Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 42-year-old man presents to the urgent care clinic with low back pain.,0,8.0,22.91457974695192,A 42-year-old man presents to the urgent care clinic with low back pain.,303.0,MedBullets df_op4 Q304,A,There is tenderness to palpation of his paravertebral lumbar region bilaterally.,8.0,8.0
He was working on a home improvement project the day prior to presentation when the pain started.,1,4.0,35.48322178558694,He was working on a home improvement project the day prior to presentation when the pain started.,303.0,MedBullets df_op4 Q304,A,He has a history of a distal radius fracture 2 years ago from falling off a ladder.,4.0,4.0
"He describes the pain as ""achy and sore."" It is not positional and does not radiate.",2,,,,,,,,,
"He denies fevers, chills, paresthesias, and bowel or bladder incontinence.",3,7.0,25.97629147792734,"He denies fevers, chills, paresthesias, and bowel or bladder incontinence.",303.0,MedBullets df_op4 Q304,A,His body mass index (BMI) is 22.4 kg/m^2.,7.0,7.0
He has a history of a distal radius fracture 2 years ago from falling off a ladder.,4,6.0,31.580819037603405,He has a history of a distal radius fracture 2 years ago from falling off a ladder.,303.0,MedBullets df_op4 Q304,A,"The patient’s temperature is 98.4°F (36.9°C), blood pressure is 124/80 mmHg, pulse is 90/min, and respirations are 16/min.",6.0,6.0
He drinks 3 alcoholic beverages weekly and denies illicit drug use.,5,3.0,44.37403046345996,He drinks 3 alcoholic beverages weekly and denies illicit drug use.,303.0,MedBullets df_op4 Q304,A,"He denies fevers, chills, paresthesias, and bowel or bladder incontinence.",3.0,3.0
"The patient’s temperature is 98.4°F (36.9°C), blood pressure is 124/80 mmHg, pulse is 90/min, and respirations are 16/min.",6,2.0,55.377315821275296,"The patient’s temperature is 98.4°F (36.9°C), blood pressure is 124/80 mmHg, pulse is 90/min, and respirations are 16/min.",303.0,MedBullets df_op4 Q304,A,"He describes the pain as ""achy and sore."" It is not positional and does not radiate.",2.0,2.0
His body mass index (BMI) is 22.4 kg/m^2.,7,11.0,8.586935374360127,His body mass index (BMI) is 22.4 kg/m^2.,303.0,MedBullets df_op4 Q304,A,Patellar and Achilles reflexes are 2+ bilaterally.,11.0,11.0
There is tenderness to palpation of his paravertebral lumbar region bilaterally.,8,12.0,2.282812416381249,There is tenderness to palpation of his paravertebral lumbar region bilaterally.,303.0,MedBullets df_op4 Q304,A,Raising either leg while the patient is in the supine position does not elicit any pain.,12.0,12.0
Perineal and dermatomal sensation is symmetric and intact.,9,5.0,32.87225499532271,Perineal and dermatomal sensation is symmetric and intact.,303.0,MedBullets df_op4 Q304,A,He drinks 3 alcoholic beverages weekly and denies illicit drug use.,5.0,5.0
Strength is 5/5 to knee flexion/extension and ankle dorsiflexion/plantarflexion.,10,0.0,69.59622362401376,Strength is 5/5 to knee flexion/extension and ankle dorsiflexion/plantarflexion.,303.0,MedBullets df_op4 Q304,A,A 42-year-old man presents to the urgent care clinic with low back pain.,0.0,0.0
Patellar and Achilles reflexes are 2+ bilaterally.,11,1.0,57.41348555966536,Patellar and Achilles reflexes are 2+ bilaterally.,303.0,MedBullets df_op4 Q304,A,He was working on a home improvement project the day prior to presentation when the pain started.,1.0,1.0
Raising either leg while the patient is in the supine position does not elicit any pain.,12,13.0,-0.0,Raising either leg while the patient is in the supine position does not elicit any pain.,303.0,MedBullets df_op4 Q304,A,,,
