Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 25-year-old woman presents for a new patient physical exam.,0,10,0.0,A 25-year-old woman presents for a new patient physical exam.,112,MedBullets df_op4 Q113,,Her physical exam is within normal limits.,10,10
"Aside from occasional shin splints, she has a relatively unremarkable medical history.",1,9,0.0,"Aside from occasional shin splints, she has a relatively unremarkable medical history.",112,MedBullets df_op4 Q113,,"Her temperature is 36.7°C (98°F), blood pressure is 115/80 mmHg, pulse is 65/min, respirations are 12/min, and oxygen saturation is 100% on room air.",9,9
She takes oral contraceptive pills and a multivitamin daily.,2,8,0.0,She takes oral contraceptive pills and a multivitamin daily.,112,MedBullets df_op4 Q113,,Her grand-aunt underwent bilateral mastectomies after being diagnosed with breast cancer at age 60.,8,8
All of her age appropriate immunizations are up to date.,3,7,0.0,All of her age appropriate immunizations are up to date.,112,MedBullets df_op4 Q113,,"Her mother has diabetes and coronary artery disease, and her father passed away at age 45 after being diagnosed with colon cancer at age 40.",7,7
"Her periods have been regular, occurring once every 28 to 30 days with normal flow.",4,6,0.0,"Her periods have been regular, occurring once every 28 to 30 days with normal flow.",112,MedBullets df_op4 Q113,,Her prior pap smear was performed last year and was normal.,6,6
"She is sexually active with 2 partners, who use condoms routinely.",5,1,2.09916908181568,"She is sexually active with 2 partners, who use condoms routinely.",112,MedBullets df_op4 Q113,,"Aside from occasional shin splints, she has a relatively unremarkable medical history.",1,1
Her prior pap smear was performed last year and was normal.,6,5,0.0,Her prior pap smear was performed last year and was normal.,112,MedBullets df_op4 Q113,,"She is sexually active with 2 partners, who use condoms routinely.",5,5
"Her mother has diabetes and coronary artery disease, and her father passed away at age 45 after being diagnosed with colon cancer at age 40.",7,0,6.394878615840798,"Her mother has diabetes and coronary artery disease, and her father passed away at age 45 after being diagnosed with colon cancer at age 40.",112,MedBullets df_op4 Q113,,A 25-year-old woman presents for a new patient physical exam.,0,0
Her grand-aunt underwent bilateral mastectomies after being diagnosed with breast cancer at age 60.,8,3,0.0,Her grand-aunt underwent bilateral mastectomies after being diagnosed with breast cancer at age 60.,112,MedBullets df_op4 Q113,,All of her age appropriate immunizations are up to date.,3,3
"Her temperature is 36.7°C (98°F), blood pressure is 115/80 mmHg, pulse is 65/min, respirations are 12/min, and oxygen saturation is 100% on room air.",9,4,-0.0,"Her temperature is 36.7°C (98°F), blood pressure is 115/80 mmHg, pulse is 65/min, respirations are 12/min, and oxygen saturation is 100% on room air.",112,MedBullets df_op4 Q113,,"Her periods have been regular, occurring once every 28 to 30 days with normal flow.",4,4
Her physical exam is within normal limits.,10,2,0.0,Her physical exam is within normal limits.,112,MedBullets df_op4 Q113,,She takes oral contraceptive pills and a multivitamin daily.,2,2
