Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 44-year-old homeless man presents to the emergency department after being stabbed multiple times in the abdomen.,0,2,48.28321016855845,A 44-year-old homeless man presents to the emergency department after being stabbed multiple times in the abdomen.,111,MedBullets df_op4 Q112,D,"His temperature is 97.5°F (36.4°C), blood pressure is 92/52 mmHg, pulse is 145/min, respirations are 33/min, and oxygen saturation is 90% on room air.",2,2
The patient is intoxicated and is unable to offer further history.,1,5,15.529594670424803,The patient is intoxicated and is unable to offer further history.,111,MedBullets df_op4 Q112,D,He is extubated the next day and appears well.,5,5
"His temperature is 97.5°F (36.4°C), blood pressure is 92/52 mmHg, pulse is 145/min, respirations are 33/min, and oxygen saturation is 90% on room air.",2,0,102.493559807539,"His temperature is 97.5°F (36.4°C), blood pressure is 92/52 mmHg, pulse is 145/min, respirations are 33/min, and oxygen saturation is 90% on room air.",111,MedBullets df_op4 Q112,D,A 44-year-old homeless man presents to the emergency department after being stabbed multiple times in the abdomen.,0,0
"He is intubated to protect his airway, given 2 units of packed red blood cells, and sent to the operating room for an exploratory laparotomy.",3,1,79.92319171776226,"He is intubated to protect his airway, given 2 units of packed red blood cells, and sent to the operating room for an exploratory laparotomy.",111,MedBullets df_op4 Q112,D,The patient is intoxicated and is unable to offer further history.,1,1
The patient is subsequently admitted to the intensive care unit.,4,8,0.0,The patient is subsequently admitted to the intensive care unit.,111,MedBullets df_op4 Q112,D,He has a rash by the corners of his mouth.,8,8
He is extubated the next day and appears well.,5,10,0.0,He is extubated the next day and appears well.,111,MedBullets df_op4 Q112,D,It is held together only by the sutures with minimal underlying healing.,10,10
His vitals are within normal limits.,6,9,-0.0,His vitals are within normal limits.,111,MedBullets df_op4 Q112,D,The patient has multiple loose bowel movements and on day 6 the patient’s surgical wound does not appear to be healing.,9,9
Physical exam reveals sparse hair that is falling out throughout the patient’s body.,7,6,14.59031339205254,Physical exam reveals sparse hair that is falling out throughout the patient’s body.,111,MedBullets df_op4 Q112,D,His vitals are within normal limits.,6,6
He has a rash by the corners of his mouth.,8,7,8.685699131059524,He has a rash by the corners of his mouth.,111,MedBullets df_op4 Q112,D,Physical exam reveals sparse hair that is falling out throughout the patient’s body.,7,7
The patient has multiple loose bowel movements and on day 6 the patient’s surgical wound does not appear to be healing.,9,4,25.03891074229622,The patient has multiple loose bowel movements and on day 6 the patient’s surgical wound does not appear to be healing.,111,MedBullets df_op4 Q112,D,The patient is subsequently admitted to the intensive care unit.,4,4
It is held together only by the sutures with minimal underlying healing.,10,3,30.73941290854556,It is held together only by the sutures with minimal underlying healing.,111,MedBullets df_op4 Q112,D,"He is intubated to protect his airway, given 2 units of packed red blood cells, and sent to the operating room for an exploratory laparotomy.",3,3
