Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 40-year-old south asian man presents to a primary care provider with a chronic cough that is worse at night.,0,1,36.14986996768948,A 40-year-old south asian man presents to a primary care provider with a chronic cough that is worse at night.,106,MedBullets df_op4 Q107,D,He has had the cough for several years but it has been getting worse over the last few months.,1,1
He has had the cough for several years but it has been getting worse over the last few months.,1,8,6.231420325612863,He has had the cough for several years but it has been getting worse over the last few months.,106,MedBullets df_op4 Q107,D,"On physical exam, his lungs are clear to auscultation bilaterally without wheezing.",8,8
He recently moved to the United States to work in construction.,2,5,25.230316411703825,He recently moved to the United States to work in construction.,106,MedBullets df_op4 Q107,D,He drinks alcohol 1-2 times per week and has never smoked.,5,5
He has lost 10 pounds in the last 3 months along with darker stools which he believes is caused by a Western diet.,3,6,21.403843863406102,He has lost 10 pounds in the last 3 months along with darker stools which he believes is caused by a Western diet.,106,MedBullets df_op4 Q107,D,He denies any family history of cancer.,6,6
He denies any difficulty swallowing or feeling of food getting stuck in his throat.,4,2,33.96637284496502,He denies any difficulty swallowing or feeling of food getting stuck in his throat.,106,MedBullets df_op4 Q107,D,He recently moved to the United States to work in construction.,2,2
He drinks alcohol 1-2 times per week and has never smoked.,5,3,30.368868555850643,He drinks alcohol 1-2 times per week and has never smoked.,106,MedBullets df_op4 Q107,D,He has lost 10 pounds in the last 3 months along with darker stools which he believes is caused by a Western diet.,3,3
He denies any family history of cancer.,6,10,0.0,He denies any family history of cancer.,106,MedBullets df_op4 Q107,D,He has no tenderness to palpation and bowel sounds are present.,10,10
"His temperature is 98.6°F (37°C), blood pressure is 114/72 mmHg, pulse is 82/min, and respirations are 12/min.",7,7,17.698487594353765,"His temperature is 98.6°F (37°C), blood pressure is 114/72 mmHg, pulse is 82/min, and respirations are 12/min.",106,MedBullets df_op4 Q107,D,"His temperature is 98.6°F (37°C), blood pressure is 114/72 mmHg, pulse is 82/min, and respirations are 12/min.",7,7
"On physical exam, his lungs are clear to auscultation bilaterally without wheezing.",8,4,28.38228313215056,"On physical exam, his lungs are clear to auscultation bilaterally without wheezing.",106,MedBullets df_op4 Q107,D,He denies any difficulty swallowing or feeling of food getting stuck in his throat.,4,4
His abdomen is soft and non-distended.,9,9,6.125693296672088,His abdomen is soft and non-distended.,106,MedBullets df_op4 Q107,D,His abdomen is soft and non-distended.,9,9
He has no tenderness to palpation and bowel sounds are present.,10,0,53.20449437091239,He has no tenderness to palpation and bowel sounds are present.,106,MedBullets df_op4 Q107,D,A 40-year-old south asian man presents to a primary care provider with a chronic cough that is worse at night.,0,0
