Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 23-year-old woman presents to the emergency room for a self-inflicted laceration of her distal volar forearm.,0,0,91.94343925303714,A 23-year-old woman presents to the emergency room for a self-inflicted laceration of her distal volar forearm.,185,MedBullets df_op4 Q186,D,A 23-year-old woman presents to the emergency room for a self-inflicted laceration of her distal volar forearm.,0,0
"The patient states she knew her boyfriend was having sexual thoughts about the woman from the grocery store, prompting her decision to cut her own wrist.",1,1,75.00897933373956,"The patient states she knew her boyfriend was having sexual thoughts about the woman from the grocery store, prompting her decision to cut her own wrist.",185,MedBullets df_op4 Q186,D,"The patient states she knew her boyfriend was having sexual thoughts about the woman from the grocery store, prompting her decision to cut her own wrist.",1,1
"In the emergency department, the bleeding has stopped and the patient is currently medically stable.",2,9,0.0,"In the emergency department, the bleeding has stopped and the patient is currently medically stable.",185,MedBullets df_op4 Q186,D,You tell the patient that she will have to stay in the psychiatric emergency department for the night which makes her furious.,9,9
"When interviewing the patient, she is teary and apologizes for her behavior.",3,3,31.388102801808817,"When interviewing the patient, she is teary and apologizes for her behavior.",185,MedBullets df_op4 Q186,D,"When interviewing the patient, she is teary and apologizes for her behavior.",3,3
She is grateful to you for her care and regrets her actions.,4,4,27.31709980739115,She is grateful to you for her care and regrets her actions.,185,MedBullets df_op4 Q186,D,She is grateful to you for her care and regrets her actions.,4,4
"Of note, the patient has presented to the emergency department before for a similar reason when she was struggling with online dating.",5,5,2.7383158426184404,"Of note, the patient has presented to the emergency department before for a similar reason when she was struggling with online dating.",185,MedBullets df_op4 Q186,D,"Of note, the patient has presented to the emergency department before for a similar reason when she was struggling with online dating.",5,5
The patient states that she struggles with her romantic relationships though she deeply desires them.,6,7,0.0,The patient states that she struggles with her romantic relationships though she deeply desires them.,185,MedBullets df_op4 Q186,D,"Her temperature is 98.6°F (37°C), blood pressure is 112/71 mmHg, pulse is 73/min, and respirations are 14/min.",7,7
"Her temperature is 98.6°F (37°C), blood pressure is 112/71 mmHg, pulse is 73/min, and respirations are 14/min.",7,8,0.0,"Her temperature is 98.6°F (37°C), blood pressure is 112/71 mmHg, pulse is 73/min, and respirations are 14/min.",185,MedBullets df_op4 Q186,D,"On physical exam, you note a frightened young woman who is wearing a revealing dress that prominently displays her breasts.",8,8
"On physical exam, you note a frightened young woman who is wearing a revealing dress that prominently displays her breasts.",8,2,58.84686964493897,"On physical exam, you note a frightened young woman who is wearing a revealing dress that prominently displays her breasts.",185,MedBullets df_op4 Q186,D,"In the emergency department, the bleeding has stopped and the patient is currently medically stable.",2,2
You tell the patient that she will have to stay in the psychiatric emergency department for the night which makes her furious.,9,6,0.0,You tell the patient that she will have to stay in the psychiatric emergency department for the night which makes her furious.,185,MedBullets df_op4 Q186,D,The patient states that she struggles with her romantic relationships though she deeply desires them.,6,6
