Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 3-year-old girl is brought to the office for a routine well-child appointment.,0,6,28.10346223694271,A 3-year-old girl is brought to the office for a routine well-child appointment.,246,MedBullets df_op4 Q247,D,"Her temperature is 98.6°F (37°C), blood pressure is 98/62 mmHg, pulse is 97/min, and respirations are 26/min.",6,6
"She was delivered preterm at 35 weeks, and her medical history is significant for several ear infections over the last year.",1,0,67.80322241445003,"She was delivered preterm at 35 weeks, and her medical history is significant for several ear infections over the last year.",246,MedBullets df_op4 Q247,D,A 3-year-old girl is brought to the office for a routine well-child appointment.,0,0
"Her older brother has been diagnosed with attention-deficit hyperactivity disorder (ADHD), but the rest of her family history is otherwise unremarkable.",2,4,53.21214962005615,"Her older brother has been diagnosed with attention-deficit hyperactivity disorder (ADHD), but the rest of her family history is otherwise unremarkable.",246,MedBullets df_op4 Q247,D,This seems to have worsened over the last 8 weeks.,4,4
The patient has become more withdrawn lately and has sometimes been ignoring her parents when asked to perform tasks at home.,3,3,53.50371371468348,The patient has become more withdrawn lately and has sometimes been ignoring her parents when asked to perform tasks at home.,246,MedBullets df_op4 Q247,D,The patient has become more withdrawn lately and has sometimes been ignoring her parents when asked to perform tasks at home.,3,3
This seems to have worsened over the last 8 weeks.,4,9,17.269388110697317,This seems to have worsened over the last 8 weeks.,246,MedBullets df_op4 Q247,D,"Her neurological examination is normal, and she is at the 50th percentile for height and weight.",9,9
"Otherwise, the patient is energetic and started preschool 3 months ago.",5,5,46.57919909745343,"Otherwise, the patient is energetic and started preschool 3 months ago.",246,MedBullets df_op4 Q247,D,"Otherwise, the patient is energetic and started preschool 3 months ago.",5,5
"Her temperature is 98.6°F (37°C), blood pressure is 98/62 mmHg, pulse is 97/min, and respirations are 26/min.",6,1,64.76906781109754,"Her temperature is 98.6°F (37°C), blood pressure is 98/62 mmHg, pulse is 97/min, and respirations are 26/min.",246,MedBullets df_op4 Q247,D,"She was delivered preterm at 35 weeks, and her medical history is significant for several ear infections over the last year.",1,1
The patient successfully draws a square and can stand on 1 foot.,7,10,-0.0,The patient successfully draws a square and can stand on 1 foot.,246,MedBullets df_op4 Q247,D,She seems distracted during the interview and responds only intermittently to the physician’s directions.,10,10
Her language skills are unchanged from her appointment 6 months ago.,8,7,21.63138671333564,Her language skills are unchanged from her appointment 6 months ago.,246,MedBullets df_op4 Q247,D,The patient successfully draws a square and can stand on 1 foot.,7,7
"Her neurological examination is normal, and she is at the 50th percentile for height and weight.",9,8,17.588591716905515,"Her neurological examination is normal, and she is at the 50th percentile for height and weight.",246,MedBullets df_op4 Q247,D,Her language skills are unchanged from her appointment 6 months ago.,8,8
She seems distracted during the interview and responds only intermittently to the physician’s directions.,10,2,53.821173471235646,She seems distracted during the interview and responds only intermittently to the physician’s directions.,246,MedBullets df_op4 Q247,D,"Her older brother has been diagnosed with attention-deficit hyperactivity disorder (ADHD), but the rest of her family history is otherwise unremarkable.",2,2
