Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 6-month-old boy is brought to the pediatrician by his parents for a routine visit.,0,10,0.0,A 6-month-old boy is brought to the pediatrician by his parents for a routine visit.,175,MedBullets df_op4 Q176,,He is found to have the ocular finding seen in Figure A.,10,10
His parents report that he is feeding and stooling well and they have just started experimenting with solid foods.,1,2,26.15242440456138,His parents report that he is feeding and stooling well and they have just started experimenting with solid foods.,175,MedBullets df_op4 Q176,,"His parents are concerned because a few weeks ago he started rolling from back to front in addition to front to back, but he now struggles when placed on his back.",2,2
"His parents are concerned because a few weeks ago he started rolling from back to front in addition to front to back, but he now struggles when placed on his back.",2,0,50.31053924560547,"His parents are concerned because a few weeks ago he started rolling from back to front in addition to front to back, but he now struggles when placed on his back.",175,MedBullets df_op4 Q176,,A 6-month-old boy is brought to the pediatrician by his parents for a routine visit.,0,0
The patient was noted to be developmentally appropriate for his age at his last visit 2 months ago.,3,3,17.557832765062596,The patient was noted to be developmentally appropriate for his age at his last visit 2 months ago.,175,MedBullets df_op4 Q176,,The patient was noted to be developmentally appropriate for his age at his last visit 2 months ago.,3,3
"On physical exam, the patient seems well-nourished and has no dysmorphic features.",4,4,0.7915365922586393,"On physical exam, the patient seems well-nourished and has no dysmorphic features.",175,MedBullets df_op4 Q176,,"On physical exam, the patient seems well-nourished and has no dysmorphic features.",4,4
"His temperature is 98.6°F (37°C), blood pressure is 77/49 mmHg, pulse is 112/min, and respirations are 24/min.",5,1,41.35796940118745,"His temperature is 98.6°F (37°C), blood pressure is 77/49 mmHg, pulse is 112/min, and respirations are 24/min.",175,MedBullets df_op4 Q176,,His parents report that he is feeding and stooling well and they have just started experimenting with solid foods.,1,1
"In the examination room, he is able to roll from front to back but cannot roll from back to front.",6,8,0.0,"In the examination room, he is able to roll from front to back but cannot roll from back to front.",175,MedBullets df_op4 Q176,,The patient’s abdomen is non-tender and soft without hepatosplenomegaly.,8,8
He is not able to sit without support and makes no attempt at bouncing when supported in a standing position.,7,9,0.0,He is not able to sit without support and makes no attempt at bouncing when supported in a standing position.,175,MedBullets df_op4 Q176,,His patellar reflexes are 4+ bilaterally.,9,9
The patient’s abdomen is non-tender and soft without hepatosplenomegaly.,8,7,0.0,The patient’s abdomen is non-tender and soft without hepatosplenomegaly.,175,MedBullets df_op4 Q176,,He is not able to sit without support and makes no attempt at bouncing when supported in a standing position.,7,7
His patellar reflexes are 4+ bilaterally.,9,6,-0.0,His patellar reflexes are 4+ bilaterally.,175,MedBullets df_op4 Q176,,"In the examination room, he is able to roll from front to back but cannot roll from back to front.",6,6
He is found to have the ocular finding seen in Figure A.,10,5,0.0,He is found to have the ocular finding seen in Figure A.,175,MedBullets df_op4 Q176,,"His temperature is 98.6°F (37°C), blood pressure is 77/49 mmHg, pulse is 112/min, and respirations are 24/min.",5,5
