Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 38-year-old woman presents to the emergency department with difficulty eating.,0,7,10.098935257516406,A 38-year-old woman presents to the emergency department with difficulty eating.,196,MedBullets df_op4 Q197,A,"Her temperature is 100.8°F (38.2°C), blood pressure is 133/74 mmHg, pulse is 105/min, and respirations are 14/min.",7,7
"Over the past week, she has had increasing difficulty chewing her food and progressive pain in the left side of her jaw.",1,9,6.231888580598843,"Over the past week, she has had increasing difficulty chewing her food and progressive pain in the left side of her jaw.",196,MedBullets df_op4 Q197,A,A 3x4 cm non-tender mass can be palpated inferior to the angle of the left mandible.,9,9
"This morning, she was unable to close her mouth for several minutes after taking a bite of her breakfast.",2,5,18.91116962209344,"This morning, she was unable to close her mouth for several minutes after taking a bite of her breakfast.",196,MedBullets df_op4 Q197,A,She has never smoked and has 10-15 alcoholic drinks per week.,5,5
"Two months ago, the patient had a root canal on a left molar.",3,2,24.736558738319506,"Two months ago, the patient had a root canal on a left molar.",196,MedBullets df_op4 Q197,A,"This morning, she was unable to close her mouth for several minutes after taking a bite of her breakfast.",2,2
"Her medical history is significant for hyperlipidemia, mild intermittent asthma, and type 2 diabetes mellitus.",4,1,35.62100195809392,"Her medical history is significant for hyperlipidemia, mild intermittent asthma, and type 2 diabetes mellitus.",196,MedBullets df_op4 Q197,A,"Over the past week, she has had increasing difficulty chewing her food and progressive pain in the left side of her jaw.",1,1
She has never smoked and has 10-15 alcoholic drinks per week.,5,3,24.533133924915195,She has never smoked and has 10-15 alcoholic drinks per week.,196,MedBullets df_op4 Q197,A,"Two months ago, the patient had a root canal on a left molar.",3,3
She works as an aide at a nursing home.,6,11,0.0,She works as an aide at a nursing home.,196,MedBullets df_op4 Q197,A,The gram stain of the exudate can be seen in Figure A.,11,11
"Her temperature is 100.8°F (38.2°C), blood pressure is 133/74 mmHg, pulse is 105/min, and respirations are 14/min.",7,0,45.32130996223805,"Her temperature is 100.8°F (38.2°C), blood pressure is 133/74 mmHg, pulse is 105/min, and respirations are 14/min.",196,MedBullets df_op4 Q197,A,A 38-year-old woman presents to the emergency department with difficulty eating.,0,0
"On physical exam, there is a bluish hue to the skin on the lower left side of the patient’s face.",8,10,3.0715873585112274,"On physical exam, there is a bluish hue to the skin on the lower left side of the patient’s face.",196,MedBullets df_op4 Q197,A,Thick exudate is draining from an opening in the skin.,10,10
A 3x4 cm non-tender mass can be palpated inferior to the angle of the left mandible.,9,4,20.23745519207813,A 3x4 cm non-tender mass can be palpated inferior to the angle of the left mandible.,196,MedBullets df_op4 Q197,A,"Her medical history is significant for hyperlipidemia, mild intermittent asthma, and type 2 diabetes mellitus.",4,4
Thick exudate is draining from an opening in the skin.,10,8,6.904022514717413,Thick exudate is draining from an opening in the skin.,196,MedBullets df_op4 Q197,A,"On physical exam, there is a bluish hue to the skin on the lower left side of the patient’s face.",8,8
The gram stain of the exudate can be seen in Figure A.,11,6,10.585475841127986,The gram stain of the exudate can be seen in Figure A.,196,MedBullets df_op4 Q197,A,She works as an aide at a nursing home.,6,6
