Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 17-year-old girl presents to the emergency department with a headache.,0,9,9.835422759574811,A 17-year-old girl presents to the emergency department with a headache.,197,MedBullets df_op4 Q198,A,Fundoscopic exam reveals mild bilateral papilledema.,9,9
The patient has had headaches in the past but this is the worst headache of her life.,1,3,31.921095374419306,The patient has had headaches in the past but this is the worst headache of her life.,197,MedBullets df_op4 Q198,A,The patient states that the pain is mostly on the left side of her head.,3,3
Her symptoms started yesterday and have been getting progressively worse.,2,10,8.758644215762615,Her symptoms started yesterday and have been getting progressively worse.,197,MedBullets df_op4 Q198,A,An MRI of the head is obtained and reveals cerebral edema.,10,10
The patient states that the pain is mostly on the left side of her head.,3,8,12.514808238642004,The patient states that the pain is mostly on the left side of her head.,197,MedBullets df_op4 Q198,A,Her neurological exam is within normal limits.,8,8
There has been a recent outbreak of measles at the patient’s school and the patient’s mother has been trying to give her daughter medicine to prevent her from getting sick.,4,5,18.457498419927752,There has been a recent outbreak of measles at the patient’s school and the patient’s mother has been trying to give her daughter medicine to prevent her from getting sick.,197,MedBullets df_op4 Q198,A,Her mother fears that her daughter may have caught measles.,5,5
Her mother fears that her daughter may have caught measles.,5,4,23.75833968680144,Her mother fears that her daughter may have caught measles.,197,MedBullets df_op4 Q198,A,There has been a recent outbreak of measles at the patient’s school and the patient’s mother has been trying to give her daughter medicine to prevent her from getting sick.,4,4
"Her temperature is 98.6°F (37°C), blood pressure is 123/74 mmHg, pulse is 85/min, and respirations are 13/min.",6,0,69.98871620546402,"Her temperature is 98.6°F (37°C), blood pressure is 123/74 mmHg, pulse is 85/min, and respirations are 13/min.",197,MedBullets df_op4 Q198,A,A 17-year-old girl presents to the emergency department with a headache.,0,0
"On exam, the patient is an obese girl who is clutching her head with the light in the room turned off.",7,1,63.24827230470972,"On exam, the patient is an obese girl who is clutching her head with the light in the room turned off.",197,MedBullets df_op4 Q198,A,The patient has had headaches in the past but this is the worst headache of her life.,1,1
Her neurological exam is within normal limits.,8,11,6.47253430296421,Her neurological exam is within normal limits.,197,MedBullets df_op4 Q198,A,A lumbar puncture reveals an increased opening pressure with a normal glucose level.,11,11
Fundoscopic exam reveals mild bilateral papilledema.,9,2,47.51610597552652,Fundoscopic exam reveals mild bilateral papilledema.,197,MedBullets df_op4 Q198,A,Her symptoms started yesterday and have been getting progressively worse.,2,2
An MRI of the head is obtained and reveals cerebral edema.,10,7,13.502661643092416,An MRI of the head is obtained and reveals cerebral edema.,197,MedBullets df_op4 Q198,A,"On exam, the patient is an obese girl who is clutching her head with the light in the room turned off.",7,7
A lumbar puncture reveals an increased opening pressure with a normal glucose level.,11,6,16.038788801497933,A lumbar puncture reveals an increased opening pressure with a normal glucose level.,197,MedBullets df_op4 Q198,A,"Her temperature is 98.6°F (37°C), blood pressure is 123/74 mmHg, pulse is 85/min, and respirations are 13/min.",6,6
