Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 32-year-old man presents to his primary care provider for a headache.,0,5,11.532350210183331,A 32-year-old man presents to his primary care provider for a headache.,193,MedBullets df_op4 Q194,B,"The headaches self-resolve over the course of 2-3 hours, but the patient complains that he is avoiding going to sleep for fear of waking up in pain.",5,5
He reports that he has headaches at night several times a week.,1,10,0.0,He reports that he has headaches at night several times a week.,193,MedBullets df_op4 Q194,B,A CT of the head and sinuses shows no acute abnormalities.,10,10
"He first developed these headaches over 1 year ago, but they started up again 3 weeks ago.",2,3,31.20552998036146,"He first developed these headaches over 1 year ago, but they started up again 3 weeks ago.",193,MedBullets df_op4 Q194,B,"The episodes start suddenly and feel like a stabbing, electrical pain over his left eye.",3,3
"The episodes start suddenly and feel like a stabbing, electrical pain over his left eye.",3,1,56.26070887634917,"The episodes start suddenly and feel like a stabbing, electrical pain over his left eye.",193,MedBullets df_op4 Q194,B,He reports that he has headaches at night several times a week.,1,1
He also reports tearing of the left eye during these episodes.,4,4,27.67322442429443,He also reports tearing of the left eye during these episodes.,193,MedBullets df_op4 Q194,B,He also reports tearing of the left eye during these episodes.,4,4
"The headaches self-resolve over the course of 2-3 hours, but the patient complains that he is avoiding going to sleep for fear of waking up in pain.",5,0,70.2865534274165,"The headaches self-resolve over the course of 2-3 hours, but the patient complains that he is avoiding going to sleep for fear of waking up in pain.",193,MedBullets df_op4 Q194,B,A 32-year-old man presents to his primary care provider for a headache.,0,0
His medical history includes type 1 diabetes mellitus and an episode of herpes zoster on his right flank 1 year ago.,6,2,47.6227837252724,His medical history includes type 1 diabetes mellitus and an episode of herpes zoster on his right flank 1 year ago.,193,MedBullets df_op4 Q194,B,"He first developed these headaches over 1 year ago, but they started up again 3 weeks ago.",2,2
His only home medication is insulin.,7,6,4.482444843259652,His only home medication is insulin.,193,MedBullets df_op4 Q194,B,His medical history includes type 1 diabetes mellitus and an episode of herpes zoster on his right flank 1 year ago.,6,6
"His temperature is 98.6°F (37°C), blood pressure is 112/69 mmHg, pulse is 61/min, and respirations are 14/min.",8,7,0.0,"His temperature is 98.6°F (37°C), blood pressure is 112/69 mmHg, pulse is 61/min, and respirations are 14/min.",193,MedBullets df_op4 Q194,B,His only home medication is insulin.,7,7
"On physical exam, his extraocular muscles are intact and his eyes are not injected.",9,8,-0.0,"On physical exam, his extraocular muscles are intact and his eyes are not injected.",193,MedBullets df_op4 Q194,B,"His temperature is 98.6°F (37°C), blood pressure is 112/69 mmHg, pulse is 61/min, and respirations are 14/min.",8,8
A CT of the head and sinuses shows no acute abnormalities.,10,9,0.0,A CT of the head and sinuses shows no acute abnormalities.,193,MedBullets df_op4 Q194,B,"On physical exam, his extraocular muscles are intact and his eyes are not injected.",9,9
