Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 55-year-old woman presents to a primary care physician with persistent nausea and abdominal discomfort.,0,3,25.9111858215595,A 55-year-old woman presents to a primary care physician with persistent nausea and abdominal discomfort.,123,MedBullets df_op4 Q124,C,She has a history of hypertension and hyperlipidemia for which she takes amlodipine and atorvastatin.,3,3
She has experienced these symptoms daily for the past 3 months.,1,9,0.0,She has experienced these symptoms daily for the past 3 months.,123,MedBullets df_op4 Q124,C,"Laboratory results are as follows: Leukocyte count: 13,000/mm^3 Segmented neutrophils: 54% Bands: 2% Eosinophils: 6% Basophils: 0.4% Lymphocytes: 30% Monocytes: 5% A vitamin D level is 26 ng/mL (reference: >= 30 ng/mL).",9,9
She feels bloated and has episodic loose and watery stools.,2,6,12.09175931289792,She feels bloated and has episodic loose and watery stools.,123,MedBullets df_op4 Q124,C,Physical exam reveals a thin-appearing woman in no acute distress.,6,6
She has a history of hypertension and hyperlipidemia for which she takes amlodipine and atorvastatin.,3,8,3.610251076162383,She has a history of hypertension and hyperlipidemia for which she takes amlodipine and atorvastatin.,123,MedBullets df_op4 Q124,C,Cardiac and lung examinations are unremarkable.,8,8
She immigrated from Vietnam 6 months ago.,4,4,22.1266292036729,She immigrated from Vietnam 6 months ago.,123,MedBullets df_op4 Q124,C,She immigrated from Vietnam 6 months ago.,4,4
"Her temperature is 98.6°F (37.0°C), blood pressure is 110/60 mmHg, pulse is 70/min, and respirations are 18/min.",5,1,71.99354961020975,"Her temperature is 98.6°F (37.0°C), blood pressure is 110/60 mmHg, pulse is 70/min, and respirations are 18/min.",123,MedBullets df_op4 Q124,C,She has experienced these symptoms daily for the past 3 months.,1,1
Physical exam reveals a thin-appearing woman in no acute distress.,6,2,41.55494552758917,Physical exam reveals a thin-appearing woman in no acute distress.,123,MedBullets df_op4 Q124,C,She feels bloated and has episodic loose and watery stools.,2,2
Her mucous membranes are moist.,7,7,4.10184341800839,Her mucous membranes are moist.,123,MedBullets df_op4 Q124,C,Her mucous membranes are moist.,7,7
Cardiac and lung examinations are unremarkable.,8,5,20.099846229898308,Cardiac and lung examinations are unremarkable.,123,MedBullets df_op4 Q124,C,"Her temperature is 98.6°F (37.0°C), blood pressure is 110/60 mmHg, pulse is 70/min, and respirations are 18/min.",5,5
"Laboratory results are as follows: Leukocyte count: 13,000/mm^3 Segmented neutrophils: 54% Bands: 2% Eosinophils: 6% Basophils: 0.4% Lymphocytes: 30% Monocytes: 5% A vitamin D level is 26 ng/mL (reference: >= 30 ng/mL).",9,0,142.6016475520494,"Laboratory results are as follows: Leukocyte count: 13,000/mm^3 Segmented neutrophils: 54% Bands: 2% Eosinophils: 6% Basophils: 0.4% Lymphocytes: 30% Monocytes: 5% A vitamin D level is 26 ng/mL (reference: >= 30 ng/mL).",123,MedBullets df_op4 Q124,C,A 55-year-old woman presents to a primary care physician with persistent nausea and abdominal discomfort.,0,0
